"timeframe","cluster2017","NumOccupiedHsgUnits","NumOccupiedHsgUnits_m","cluster2017_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m","NumMrtgOrigHomePurchPerUnit","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","permits","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","MedianMrtgInc1_4m_adj","indc"
1995,"Cluster 35","X",".","Cluster 35","01JAN1995","31DEC1995","X","X","X","X","X",134975,34,".",".",13,25,3.2,6.0,".",".",".",".",".",1
1996,"Cluster 35","X",".","Cluster 35","01JAN1996","31DEC1996","X","X","X","X","X",138000,37,".",".",16,29,1.1,2.0,".",".",".",".",".",1
1997,"Cluster 35","X",".","Cluster 35","01JAN1997","31DEC1997","X","X","X","X","X",137500,27,41695.56,11,25,46,2.7,5.0,".",".",".",".",".",1
1998,"Cluster 35","X",".","Cluster 35","01JAN1998","31DEC1998","X","X","X","X","X",152979,33,41867.19,14,18,33,2.7,5.0,".",".",".",".",".",1
1999,"Cluster 35","X",".","Cluster 35","01JAN1999","31DEC1999","X","X","X","X","X",146446,26,40991.97,13,18,33,1.1,2.0,".",".",".",".",".",1
2000,"Cluster 35","X",".","Cluster 35","01JAN2000","31DEC2000","X","X","X","X","X",175000,19,48183.87,17,19,36,1.1,2.0,".",".",".",".",".",1
2001,"Cluster 35","X",".","Cluster 35","01JAN2001","31DEC2001","X","X","X","X","X",185000,24,53007.79,19,20,38,1.6,3.0,".",".",".",".",".",1
2002,"Cluster 35","X",".","Cluster 35","01JAN2002","31DEC2002","X","X","X","X","X",220000,17,50314.86,18,17,31,3.2,6.0,".",".",".",".",".",1
2003,"Cluster 35","X",".","Cluster 35","01JAN2003","31DEC2003","X","X","X","X","X",237251,28,63194.61,28,12,23,0.5,1.0,".",".",".",".",".",1
2004,"Cluster 35","X",".","Cluster 35","01JAN2004","31DEC2004","X","X","X","X","X",299000,27,62754.73,39,20,38,0.5,1.0,".",".",".",".",".",1
2005,"Cluster 35","X",".","Cluster 35","01JAN2005","31DEC2005","X","X","X","X","X",360000,14,66331.16,45,9.1,17,1.1,2.0,".",".",".",".",".",1
2006,"Cluster 35","X",".","Cluster 35","01JAN2006","31DEC2006","X","X","X","X","X",413000,24,64628.52,52,9.6,18,0.5,1.0,".",".",".",".",".",1
2007,"Cluster 35","X",".","Cluster 35","01JAN2007","31DEC2007","X","X","X","X","X",365950,10,61653.09,20,12,22,2.7,5.0,".",".",".",".",".",1
2008,"Cluster 35","X",".","Cluster 35","01JAN2008","31DEC2008","X","X","X","X","X",435000,15,70406.87,11,30,56,8.0,15,".",".",".",".",".",1
2009,"Cluster 35","X",".","Cluster 35","01JAN2009","31DEC2009","X","X","X","X","X",330000,5.0,69017.81,46,35,66,9.1,17,143,".",".",".",".",1
2010,"Cluster 35","X",".","Cluster 35","01JAN2010","31DEC2010","X","X","X","X","X",357500,6.0,76489.42,41,32,59,12,22,173,".",".",".",".",1
2011,"Cluster 35","X",".","Cluster 35","01JAN2011","31DEC2011","X","X","X","X","X",342500,4.0,94982.66,31,3.2,6.0,2.6,5.0,183,".",".",".",".",1
2012,"Cluster 35","X",".","Cluster 35","01JAN2012","31DEC2012","X","X","X","X","X",324950,12,94580.10,33,0.5,1.0,0.5,1.0,171,".",".",".",".",1
2013,"Cluster 35","X",".","Cluster 35","01JAN2013","31DEC2013","X","X","X","X","X",338000,17,111720.68,32,0.0,0.0,0.5,1.0,205,".",".",".",".",1
2014,"Cluster 35","X",".","Cluster 35","01JAN2014","31DEC2014","X","X","X","X","X",398500,12,85456.22,39,".",".",".",".",233,".",".",".",".",1
2015,"Cluster 35","X",".","Cluster 35","01JAN2015","31DEC2015","X","X","X","X","X",464000,13,91489.52,46,".",".",".",".",233,".",".",".",".",1
2016,"Cluster 35","X",".","Cluster 35","01JAN2016","31DEC2016","X","X","X","X","X",442500,16,88516.02,50,".",".",".",".",250,".",".",".",".",1
2017,"Cluster 35","X",".","Cluster 35","01JAN2017","31DEC2017","X","X","X","X","X",498750,26,114489.01,69,".",".",".",".",250,".",".",".",".",1
2018,"Cluster 35","X",".","Cluster 35","01JAN2018","31DEC2018","X","X","X","X","X",497000,20,122062.74,24,".",".",".",".",277,".",".",".",".",1
2019,"Cluster 35","X",".","Cluster 35","01JAN2019","31DEC2019","X","X","X","X","X",549500,17,106679.33,34,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 36","X",".","Cluster 36","01JAN1995","31DEC1995","X","X","X","X","X",116945,11,".",".",8.6,3.0,0.0,0.0,".",".",".",".",".",1
1996,"Cluster 36","X",".","Cluster 36","01JAN1996","31DEC1996","X","X","X","X","X",88000,13,".",".",11,4.0,5.7,2.0,".",".",".",".",".",1
1997,"Cluster 36","X",".","Cluster 36","01JAN1997","31DEC1997","X","X","X","X","X",109900,15,43989.16,6.1,17,6.0,0.0,0.0,".",".",".",".",".",1
1998,"Cluster 36","X",".","Cluster 36","01JAN1998","31DEC1998","X","X","X","X","X",114025,32,44293.59,13,29,10,5.7,2.0,".",".",".",".",".",1
1999,"Cluster 36","X",".","Cluster 36","01JAN1999","31DEC1999","X","X","X","X","X",124550,23,42663.05,14,14,5.0,5.7,2.0,".",".",".",".",".",1
2000,"Cluster 36","X",".","Cluster 36","01JAN2000","31DEC2000","X","X","X","X","X",107450,10,50630.54,15,23,8.0,2.9,1.0,".",".",".",".",".",1
2001,"Cluster 36","X",".","Cluster 36","01JAN2001","31DEC2001","X","X","X","X","X",152800,12,42706.41,25,17,6.0,2.9,1.0,".",".",".",".",".",1
2002,"Cluster 36","X",".","Cluster 36","01JAN2002","31DEC2002","X","X","X","X","X",95000,8.0,44695.57,9.1,33,13,10,4.0,".",".",".",".",".",1
2003,"Cluster 36","X",".","Cluster 36","01JAN2003","31DEC2003","X","X","X","X","X",107000,5.0,48196.04,9.7,20,8.0,0.0,0.0,".",".",".",".",".",1
2004,"Cluster 36","X",".","Cluster 36","01JAN2004","31DEC2004","X","X","X","X","X",185000,8.0,67684.73,8.9,18,7.0,2.6,1.0,".",".",".",".",".",1
2005,"Cluster 36","X",".","Cluster 36","01JAN2005","31DEC2005","X","X","X","X","X",245000,6.0,81924.13,14,41,16,5.1,2.0,".",".",".",".",".",1
2006,"Cluster 36","X",".","Cluster 36","01JAN2006","31DEC2006","X","X","X","X","X",362000,9.0,61994.58,38,27,15,5.4,3.0,".",".",".",".",".",1
2007,"Cluster 36","X",".","Cluster 36","01JAN2007","31DEC2007","X","X","X","X","X",317500,8.0,50695.57,46,14,8.0,5.4,3.0,".",".",".",".",".",1
2008,"Cluster 36","X",".","Cluster 36","01JAN2008","31DEC2008","X","X","X","X","X",282000,3.0,55065.03,12,44,27,4.9,3.0,".",".",".",".",".",1
2009,"Cluster 36","X",".","Cluster 36","01JAN2009","31DEC2009","X","X","X","X","X",257000,3.0,67303.96,30,47,29,13,8.0,79,".",".",".",".",1
2010,"Cluster 36","X",".","Cluster 36","01JAN2010","31DEC2010","X","X","X","X","X",255000,3.0,57429.08,29,47,29,13,8.0,48,".",".",".",".",1
2011,"Cluster 36","X",".","Cluster 36","01JAN2011","31DEC2011","X","X","X","X","X",249900,1.0,47967.48,13,0.0,0.0,4.9,3.0,80,".",".",".",".",1
2012,"Cluster 36","X",".","Cluster 36","01JAN2012","31DEC2012","X","X","X","X","X",175000,1.0,46500.00,10,1.6,1.0,1.6,1.0,155,".",".",".",".",1
2013,"Cluster 36","X",".","Cluster 36","01JAN2013","31DEC2013","X","X","X","X","X",207250,6.0,76219.03,21,1.6,1.0,1.6,1.0,100,".",".",".",".",1
2014,"Cluster 36","X",".","Cluster 36","01JAN2014","31DEC2014","X","X","X","X","X",231000,5.0,69708.86,19,".",".",".",".",135,".",".",".",".",1
2015,"Cluster 36","X",".","Cluster 36","01JAN2015","31DEC2015","X","X","X","X","X",265000,7.0,77813.66,17,".",".",".",".",158,".",".",".",".",1
2016,"Cluster 36","X",".","Cluster 36","01JAN2016","31DEC2016","X","X","X","X","X",292783,5.0,76000.00,13,".",".",".",".",149,".",".",".",".",1
2017,"Cluster 36","X",".","Cluster 36","01JAN2017","31DEC2017","X","X","X","X","X",301500,12,75196.51,26,".",".",".",".",108,".",".",".",".",1
2018,"Cluster 36","X",".","Cluster 36","01JAN2018","31DEC2018","X","X","X","X","X",320000,15,74395.93,11,".",".",".",".",201,".",".",".",".",1
2019,"Cluster 36","X",".","Cluster 36","01JAN2019","31DEC2019","X","X","X","X","X",350000,15,93590.27,13,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 37","X",".","Cluster 37","01JAN1995","31DEC1995","X","X","X","X","X",68250,17,".",".",12,7.0,0.0,0.0,".",".",".",".",".",1
1996,"Cluster 37","X",".","Cluster 37","01JAN1996","31DEC1996","X","X","X","X","X",44000,6.0,".",".",8.6,5.0,0.0,0.0,".",".",".",".",".",1
1997,"Cluster 37","X",".","Cluster 37","01JAN1997","31DEC1997","X","X","X","X","X",62961,22,29884.26,6.1,19,11,6.9,4.0,".",".",".",".",".",1
1998,"Cluster 37","X",".","Cluster 37","01JAN1998","31DEC1998","X","X","X","X","X",56000,11,19962.25,8.3,14,8.0,1.7,1.0,".",".",".",".",".",1
1999,"Cluster 37","X",".","Cluster 37","01JAN1999","31DEC1999","X","X","X","X","X",54000,14,29060.95,2.6,33,19,6.9,4.0,".",".",".",".",".",1
2000,"Cluster 37","X",".","Cluster 37","01JAN2000","31DEC2000","X","X","X","X","X",62110,13,23804.73,4.8,28,16,5.2,3.0,".",".",".",".",".",1
2001,"Cluster 37","X",".","Cluster 37","01JAN2001","31DEC2001","X","X","X","X","X",101200,32,48836.09,13,19,11,1.7,1.0,".",".",".",".",".",1
2002,"Cluster 37","X",".","Cluster 37","01JAN2002","31DEC2002","X","X","X","X","X",113000,37,40831.60,23,40,24,3.3,2.0,".",".",".",".",".",1
2003,"Cluster 37","X",".","Cluster 37","01JAN2003","31DEC2003","X","X","X","X","X",135910,33,44060.65,41,26,18,5.8,4.0,".",".",".",".",".",1
2004,"Cluster 37","X",".","Cluster 37","01JAN2004","31DEC2004","X","X","X","X","X",136000,29,47102.60,33,35,28,3.8,3.0,".",".",".",".",".",1
2005,"Cluster 37","X",".","Cluster 37","01JAN2005","31DEC2005","X","X","X","X","X",162000,21,56337.04,26,13,11,1.2,1.0,".",".",".",".",".",1
2006,"Cluster 37","X",".","Cluster 37","01JAN2006","31DEC2006","X","X","X","X","X",219000,33,74092.54,28,11,10,1.1,1.0,".",".",".",".",".",1
2007,"Cluster 37","X",".","Cluster 37","01JAN2007","31DEC2007","X","X","X","X","X",275000,9.0,59999.53,12,17,17,4.0,4.0,".",".",".",".",".",1
2008,"Cluster 37","X",".","Cluster 37","01JAN2008","31DEC2008","X","X","X","X","X",293500,22,54913.20,9.3,29,29,4.0,4.0,".",".",".",".",".",1
2009,"Cluster 37","X",".","Cluster 37","01JAN2009","31DEC2009","X","X","X","X","X",219500,10,55397.93,63,48,48,20,20,146,".",".",".",".",1
2010,"Cluster 37","X",".","Cluster 37","01JAN2010","31DEC2010","X","X","X","X","X",200000,15,71111.83,38,23,24,11,12,442,".",".",".",".",1
2011,"Cluster 37","X",".","Cluster 37","01JAN2011","31DEC2011","X","X","X","X","X",283400,14,81756.21,27,0.9,1.0,2.8,3.0,411,".",".",".",".",1
2012,"Cluster 37","X",".","Cluster 37","01JAN2012","31DEC2012","X","X","X","X","X",298900,22,66511.36,60,1.9,2.0,1.9,2.0,119,".",".",".",".",1
2013,"Cluster 37","X",".","Cluster 37","01JAN2013","31DEC2013","X","X","X","X","X",223000,15,74860.69,43,0.9,1.0,0.9,1.0,202,".",".",".",".",1
2014,"Cluster 37","X",".","Cluster 37","01JAN2014","31DEC2014","X","X","X","X","X",275000,5.0,77594.63,79,".",".",".",".",241,".",".",".",".",1
2015,"Cluster 37","X",".","Cluster 37","01JAN2015","31DEC2015","X","X","X","X","X",255000,10,74840.08,49,".",".",".",".",291,".",".",".",".",1
2016,"Cluster 37","X",".","Cluster 37","01JAN2016","31DEC2016","X","X","X","X","X",350000,26,86521.51,67,".",".",".",".",273,".",".",".",".",1
2017,"Cluster 37","X",".","Cluster 37","01JAN2017","31DEC2017","X","X","X","X","X",330000,33,67966.44,104,".",".",".",".",267,".",".",".",".",1
2018,"Cluster 37","X",".","Cluster 37","01JAN2018","31DEC2018","X","X","X","X","X",375000,47,86969.84,56,".",".",".",".",345,".",".",".",".",1
2019,"Cluster 37","X",".","Cluster 37","01JAN2019","31DEC2019","X","X","X","X","X",386000,27,90477.88,35,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 38","X",".","Cluster 38","01JAN1995","31DEC1995","X","X","X","X","X",82475,20,".",".",7.1,5.0,2.8,2.0,".",".",".",".",".",1
1996,"Cluster 38","X",".","Cluster 38","01JAN1996","31DEC1996","X","X","X","X","X",80000,19,".",".",7.1,5.0,1.4,1.0,".",".",".",".",".",1
1997,"Cluster 38","X",".","Cluster 38","01JAN1997","31DEC1997","X","X","X","X","X",74900,15,21522.28,2.9,16,11,4.2,3.0,".",".",".",".",".",1
1998,"Cluster 38","X",".","Cluster 38","01JAN1998","31DEC1998","X","X","X","X","X",67602,12,34494.09,3.2,17,12,8.5,6.0,".",".",".",".",".",1
1999,"Cluster 38","X",".","Cluster 38","01JAN1999","31DEC1999","X","X","X","X","X",71780,26,41956.66,14,24,17,9.9,7.0,".",".",".",".",".",1
2000,"Cluster 38","X",".","Cluster 38","01JAN2000","31DEC2000","X","X","X","X","X",121050,40,36488.88,16,24,17,9.9,7.0,".",".",".",".",".",1
2001,"Cluster 38","X",".","Cluster 38","01JAN2001","31DEC2001","X","X","X","X","X",110000,25,42833.16,15,25,18,8.5,6.0,".",".",".",".",".",1
2002,"Cluster 38","X",".","Cluster 38","01JAN2002","31DEC2002","X","X","X","X","X",134679,55,36954.84,15,39,30,7.9,6.0,".",".",".",".",".",1
2003,"Cluster 38","X",".","Cluster 38","01JAN2003","31DEC2003","X","X","X","X","X",143500,22,49346.80,5.7,25,19,0.0,0.0,".",".",".",".",".",1
2004,"Cluster 38","X",".","Cluster 38","01JAN2004","31DEC2004","X","X","X","X","X",145845,34,51413.32,13,28,22,3.9,3.0,".",".",".",".",".",1
2005,"Cluster 38","X",".","Cluster 38","01JAN2005","31DEC2005","X","X","X","X","X",205000,48,60876.11,30,12,9.0,2.6,2.0,".",".",".",".",".",1
2006,"Cluster 38","X",".","Cluster 38","01JAN2006","31DEC2006","X","X","X","X","X",267095,90,71624.11,29,11,14,0.8,1.0,".",".",".",".",".",1
2007,"Cluster 38","X",".","Cluster 38","01JAN2007","31DEC2007","X","X","X","X","X",302140,64,62679.26,21,24,32,1.5,2.0,".",".",".",".",".",1
2008,"Cluster 38","X",".","Cluster 38","01JAN2008","31DEC2008","X","X","X","X","X",321050,79,71391.96,11,25,33,6.0,8.0,".",".",".",".",".",1
2009,"Cluster 38","X",".","Cluster 38","01JAN2009","31DEC2009","X","X","X","X","X",280000,15,61489.97,36,37,50,9.7,13,244,".",".",".",".",1
2010,"Cluster 38","X",".","Cluster 38","01JAN2010","31DEC2010","X","X","X","X","X",297907,18,62138.70,36,32,43,6.7,9.0,180,".",".",".",".",1
2011,"Cluster 38","X",".","Cluster 38","01JAN2011","31DEC2011","X","X","X","X","X",268775,17,54134.01,29,0.0,0.0,6.0,8.0,183,".",".",".",".",1
2012,"Cluster 38","X",".","Cluster 38","01JAN2012","31DEC2012","X","X","X","X","X",248450,16,71394.24,27,0.0,0.0,0.0,0.0,181,".",".",".",".",1
2013,"Cluster 38","X",".","Cluster 38","01JAN2013","31DEC2013","X","X","X","X","X",256000,25,64869.28,34,0.7,1.0,0.7,1.0,150,".",".",".",".",1
2014,"Cluster 38","X",".","Cluster 38","01JAN2014","31DEC2014","X","X","X","X","X",263000,34,66118.55,41,".",".",".",".",139,".",".",".",".",1
2015,"Cluster 38","X",".","Cluster 38","01JAN2015","31DEC2015","X","X","X","X","X",259750,20,71566.99,32,".",".",".",".",224,".",".",".",".",1
2016,"Cluster 38","X",".","Cluster 38","01JAN2016","31DEC2016","X","X","X","X","X",327000,57,76416.81,63,".",".",".",".",461,".",".",".",".",1
2017,"Cluster 38","X",".","Cluster 38","01JAN2017","31DEC2017","X","X","X","X","X",329000,69,75829.60,81,".",".",".",".",272,".",".",".",".",1
2018,"Cluster 38","X",".","Cluster 38","01JAN2018","31DEC2018","X","X","X","X","X",355000,39,80745.03,39,".",".",".",".",345,".",".",".",".",1
2019,"Cluster 38","X",".","Cluster 38","01JAN2019","31DEC2019","X","X","X","X","X",360000,42,93553.61,26,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 39","X",".","Cluster 39","01JAN1995","31DEC1995","X","X","X","X","X",84379,47,".",".",19,64,3.0,10,".",".",".",".",".",1
1996,"Cluster 39","X",".","Cluster 39","01JAN1996","31DEC1996","X","X","X","X","X",84000,79,".",".",18,62,3.3,11,".",".",".",".",".",1
1997,"Cluster 39","X",".","Cluster 39","01JAN1997","31DEC1997","X","X","X","X","X",78315,70,35731.14,5.6,22,74,6.0,20,".",".",".",".",".",1
1998,"Cluster 39","X",".","Cluster 39","01JAN1998","31DEC1998","X","X","X","X","X",78000,127,26913.86,6.5,30,99,9.5,32,".",".",".",".",".",1
1999,"Cluster 39","X",".","Cluster 39","01JAN1999","31DEC1999","X","X","X","X","X",94647,116,32754.11,9.6,27,89,7.5,25,".",".",".",".",".",1
2000,"Cluster 39","X",".","Cluster 39","01JAN2000","31DEC2000","X","X","X","X","X",99975,120,30798.47,10,30,99,9.2,31,".",".",".",".",".",1
2001,"Cluster 39","X",".","Cluster 39","01JAN2001","31DEC2001","X","X","X","X","X",110500,93,48238.11,14,25,85,9.8,33,".",".",".",".",".",1
2002,"Cluster 39","X",".","Cluster 39","01JAN2002","31DEC2002","X","X","X","X","X",125550,88,50819.49,16,27,92,7.4,25,".",".",".",".",".",1
2003,"Cluster 39","X",".","Cluster 39","01JAN2003","31DEC2003","X","X","X","X","X",135000,96,52043.98,15,23,77,1.8,6.0,".",".",".",".",".",1
2004,"Cluster 39","X",".","Cluster 39","01JAN2004","31DEC2004","X","X","X","X","X",155500,147,56171.11,20,19,66,2.0,7.0,".",".",".",".",".",1
2005,"Cluster 39","X",".","Cluster 39","01JAN2005","31DEC2005","X","X","X","X","X",200000,125,64587.88,27,16,56,2.3,8.0,".",".",".",".",".",1
2006,"Cluster 39","X",".","Cluster 39","01JAN2006","31DEC2006","X","X","X","X","X",263105,146,66617.80,46,16,61,1.8,7.0,".",".",".",".",".",1
2007,"Cluster 39","X",".","Cluster 39","01JAN2007","31DEC2007","X","X","X","X","X",285000,89,60795.21,24,19,77,3.5,14,".",".",".",".",".",1
2008,"Cluster 39","X",".","Cluster 39","01JAN2008","31DEC2008","X","X","X","X","X",259000,48,55450.83,8.8,36,150,8.2,34,".",".",".",".",".",1
2009,"Cluster 39","X",".","Cluster 39","01JAN2009","31DEC2009","X","X","X","X","X",215000,33,50863.58,36,52,217,15,64,813,".",".",".",".",1
2010,"Cluster 39","X",".","Cluster 39","01JAN2010","31DEC2010","X","X","X","X","X",206450,44,57610.92,39,45,187,18,74,564,".",".",".",".",1
2011,"Cluster 39","X",".","Cluster 39","01JAN2011","31DEC2011","X","X","X","X","X",199517,43,70976.92,26,0.5,2.0,3.4,14,629,".",".",".",".",1
2012,"Cluster 39","X",".","Cluster 39","01JAN2012","31DEC2012","X","X","X","X","X",187000,28,66195.68,22,0.5,2.0,1.4,6.0,638,".",".",".",".",1
2013,"Cluster 39","X",".","Cluster 39","01JAN2013","31DEC2013","X","X","X","X","X",190000,45,151028.17,21,0.2,1.0,0.0,0.0,530,".",".",".",".",1
2014,"Cluster 39","X",".","Cluster 39","01JAN2014","31DEC2014","X","X","X","X","X",250000,43,70155.08,27,".",".",".",".",793,".",".",".",".",1
2015,"Cluster 39","X",".","Cluster 39","01JAN2015","31DEC2015","X","X","X","X","X",279999,79,76751.75,37,".",".",".",".",913,".",".",".",".",1
2016,"Cluster 39","X",".","Cluster 39","01JAN2016","31DEC2016","X","X","X","X","X",290000,61,68270.39,36,".",".",".",".",942,".",".",".",".",1
2017,"Cluster 39","X",".","Cluster 39","01JAN2017","31DEC2017","X","X","X","X","X",335500,118,85024.01,58,".",".",".",".",1288,".",".",".",".",1
2018,"Cluster 39","X",".","Cluster 39","01JAN2018","31DEC2018","X","X","X","X","X",370000,144,86014.58,29,".",".",".",".",1356,".",".",".",".",1
2019,"Cluster 39","X",".","Cluster 39","01JAN2019","31DEC2019","X","X","X","X","X",370000,111,91216.21,28,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 40","X",".","Cluster 40","01JAN1995","31DEC1995","X","X","X","X","X",".",0.0,".",".",0.0,0.0,0.0,0.0,".",".",".",".",".",1
1996,"Cluster 40","X",".","Cluster 40","01JAN1996","31DEC1996","X","X","X","X","X",".",0.0,".",".",0.0,0.0,0.0,0.0,".",".",".",".",".",1
1997,"Cluster 40","X",".","Cluster 40","01JAN1997","31DEC1997","X","X","X","X","X",".",0.0,116000.00,286,0.0,0.0,0.0,0.0,".",".",".",".",".",1
1998,"Cluster 40","X",".","Cluster 40","01JAN1998","31DEC1998","X","X","X","X","X",".",0.0,56000.00,143,0.0,0.0,0.0,0.0,".",".",".",".",".",1
1999,"Cluster 40","X",".","Cluster 40","01JAN1999","31DEC1999","X","X","X","X","X",".",0.0,87500.00,571,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2000,"Cluster 40","X",".","Cluster 40","01JAN2000","31DEC2000","X","X","X","X","X",".",0.0,0.00,0.0,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2001,"Cluster 40","X",".","Cluster 40","01JAN2001","31DEC2001","X","X","X","X","X",".",0.0,0.00,137,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2002,"Cluster 40","X",".","Cluster 40","01JAN2002","31DEC2002","X","X","X","X","X",".",0.0,61000.00,395,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2003,"Cluster 40","X",".","Cluster 40","01JAN2003","31DEC2003","X","X","X","X","X",".",0.0,125000.00,253,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2004,"Cluster 40","X",".","Cluster 40","01JAN2004","31DEC2004","X","X","X","X","X",".",0.0,".",0.0,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2005,"Cluster 40","X",".","Cluster 40","01JAN2005","31DEC2005","X","X","X","X","X",".",0.0,122000.00,235,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2006,"Cluster 40","X",".","Cluster 40","01JAN2006","31DEC2006","X","X","X","X","X",".",0.0,".",0.0,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2007,"Cluster 40","X",".","Cluster 40","01JAN2007","31DEC2007","X","X","X","X","X",".",0.0,82000.00,110,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2008,"Cluster 40","X",".","Cluster 40","01JAN2008","31DEC2008","X","X","X","X","X",".",0.0,".",0.0,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2009,"Cluster 40","X",".","Cluster 40","01JAN2009","31DEC2009","X","X","X","X","X",".",0.0,42000.00,206,0.0,0.0,0.0,0.0,3.0,".",".",".",".",1
2010,"Cluster 40","X",".","Cluster 40","01JAN2010","31DEC2010","X","X","X","X","X",".",0.0,195000.00,200,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2011,"Cluster 40","X",".","Cluster 40","01JAN2011","31DEC2011","X","X","X","X","X",".",0.0,133000.00,400,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2012,"Cluster 40","X",".","Cluster 40","01JAN2012","31DEC2012","X","X","X","X","X",".",0.0,107000.00,891,0.0,0.0,0.0,0.0,1.0,".",".",".",".",1
2013,"Cluster 40","X",".","Cluster 40","01JAN2013","31DEC2013","X","X","X","X","X",".",0.0,124000.00,1158,0.0,0.0,0.0,0.0,2.0,".",".",".",".",1
2014,"Cluster 40","X",".","Cluster 40","01JAN2014","31DEC2014","X","X","X","X","X",".",0.0,113000.00,1359,".",".",".",".",".",".",".",".",".",1
2015,"Cluster 40","X",".","Cluster 40","01JAN2015","31DEC2015","X","X","X","X","X",".",0.0,99000.00,936,".",".",".",".",7.0,".",".",".",".",1
2016,"Cluster 40","X",".","Cluster 40","01JAN2016","31DEC2016","X","X","X","X","X",".",0.0,105000.00,1359,".",".",".",".",6.0,".",".",".",".",1
2017,"Cluster 40","X",".","Cluster 40","01JAN2017","31DEC2017","X","X","X","X","X",".",0.0,132000.00,1270,".",".",".",".",15,".",".",".",".",1
2018,"Cluster 40","X",".","Cluster 40","01JAN2018","31DEC2018","X","X","X","X","X",".",0.0,117000.00,1381,".",".",".",".",40,".",".",".",".",1
2019,"Cluster 40","X",".","Cluster 40","01JAN2019","31DEC2019","X","X","X","X","X",".",0.0,123000.00,1326,".",".",".",".",".",".",".",".",".",1
1995,"Cluster 41","X",".","Cluster 41","01JAN1995","31DEC1995","X","X","X","X","X",240000,10,".",".",9.0,2.0,4.5,1.0,".",".",".",".",".",1
1996,"Cluster 41","X",".","Cluster 41","01JAN1996","31DEC1996","X","X","X","X","X",255000,9.0,".",".",14,3.0,0.0,0.0,".",".",".",".",".",1
1997,"Cluster 41","X",".","Cluster 41","01JAN1997","31DEC1997","X","X","X","X","X",225000,9.0,104032.85,29,18,4.0,4.5,1.0,".",".",".",".",".",1
1998,"Cluster 41","X",".","Cluster 41","01JAN1998","31DEC1998","X","X","X","X","X",259000,5.0,86162.41,35,14,3.0,9.0,2.0,".",".",".",".",".",1
1999,"Cluster 41","X",".","Cluster 41","01JAN1999","31DEC1999","X","X","X","X","X",272950,8.0,120943.43,28,9.0,2.0,0.0,0.0,".",".",".",".",".",1
2000,"Cluster 41","X",".","Cluster 41","01JAN2000","31DEC2000","X","X","X","X","X",399000,7.0,117585.77,30,14,3.0,0.0,0.0,".",".",".",".",".",1
2001,"Cluster 41","X",".","Cluster 41","01JAN2001","31DEC2001","X","X","X","X","X",410000,13,127149.64,25,14,3.0,4.5,1.0,".",".",".",".",".",1
2002,"Cluster 41","X",".","Cluster 41","01JAN2002","31DEC2002","X","X","X","X","X",430000,11,118998.18,22,14,3.0,0.0,0.0,".",".",".",".",".",1
2003,"Cluster 41","X",".","Cluster 41","01JAN2003","31DEC2003","X","X","X","X","X",527500,14,133879.56,16,9.0,2.0,0.0,0.0,".",".",".",".",".",1
2004,"Cluster 41","X",".","Cluster 41","01JAN2004","31DEC2004","X","X","X","X","X",775000,11,145317.52,12,0.0,0.0,0.0,0.0,".",".",".",".",".",1
2005,"Cluster 41","X",".","Cluster 41","01JAN2005","31DEC2005","X","X","X","X","X",915000,6.0,189436.13,10,9.0,2.0,0.0,0.0,".",".",".",".",".",1
2006,"Cluster 41","X",".","Cluster 41","01JAN2006","31DEC2006","X","X","X","X","X",1100000,7.0,177346.72,7.8,18,4.0,0.0,0.0,".",".",".",".",".",1
2007,"Cluster 41","X",".","Cluster 41","01JAN2007","31DEC2007","X","X","X","X","X",909250,8.0,188804.74,7.4,14,3.0,0.0,0.0,".",".",".",".",".",1
2008,"Cluster 41","X",".","Cluster 41","01JAN2008","31DEC2008","X","X","X","X","X",757500,6.0,178036.50,3.4,18,4.0,0.0,0.0,".",".",".",".",".",1
2009,"Cluster 41","X",".","Cluster 41","01JAN2009","31DEC2009","X","X","X","X","X",735000,7.0,174031.02,12,23,5.0,4.5,1.0,56,".",".",".",".",1
