"timeframe","Cluster_tr2000","NumOccupiedHsgUnits","cluster_tr2000_nf","start_date","end_date","PctSameHouse5YearsAgo","PctVacantHsgUnitsForRent","PctOwnerOccupiedHsgUnits","PctVacantHUForRent_m","PctOwnerOccupiedHU_m","mprice_sf","sales_sf","MedianMrtgInc1_4m_adj","NumMrtgOrigHomePurchPerUnit","PctSubprimeConvOrigHomePur","forecl_ssl_1Kpcl_sf_condo","forecl_ssl_sf_condo","trustee_ssl_1Kpcl_sf_condo","trustee_ssl_sf_condo","PctAnnChgRMPriceSf_1yr","PctAnnChgRMPriceSf_5yr","PctAnnChgRMPriceSf_10yr","indc"
2000,"Cluster 28",".",28,"01JAN2000","31DEC2000",".",".",".",".",".",76000.0,31,52060.11,76.18,0.00000,47.619,32,11.9048,8,".",".",".",1
2001,"Cluster 28",".",28,"01JAN2001","31DEC2001",".",".",".",".",".",96450.0,32,52485.62,47.21,0.03030,25.298,17,14.8810,10,".",".",".",1
2002,"Cluster 28",".",28,"01JAN2002","31DEC2002",".",".",".",".",".",116900.0,23,63845.96,99.79,0.10345,40.984,30,13.6612,10,".",".",".",1
2003,"Cluster 28",".",28,"01JAN2003","31DEC2003",".",".",".",".",".",120500.0,20,71656.75,128.76,0.23932,45.082,33,4.0984,3,".",".",".",1
2004,"Cluster 28",".",28,"01JAN2004","31DEC2004",".",".",".",".",".",147450.0,42,84076.93,111.59,0.15534,30.423,23,3.9683,3,".",".",".",1
2005,"Cluster 28",".",28,"01JAN2005","31DEC2005",".",".",".",".",".",205000.0,50,84076.93,111.59,0.15534,9.259,7,1.3228,1,".",".",".",1
2006,"Cluster 28",".",28,"01JAN2006","31DEC2006",".",".",".",".",".",261250.0,38,84076.93,111.59,0.15534,19.157,15,1.2771,1,".",".",".",1
2007,"Cluster 28",".",28,"01JAN2007","31DEC2007",".",".",".",".",".",279000.0,26,84076.93,111.59,0.15534,31.328,25,11.2782,9,".",".",".",1
2008,"Cluster 28",".",28,"01JAN2008","31DEC2008",".",".",".",".",".",260000.0,18,84076.93,111.59,0.15534,48.521,41,15.3846,13,".",".",".",1
2009,"Cluster 28",".",28,"01JAN2009","31DEC2009",".",".",".",".",".",256000.0,9,84076.93,111.59,0.15534,69.822,59,27.2189,23,".",".",".",1
2010,"Cluster 28",".",28,"01JAN2010","31DEC2010",".",".",".",".",".",206289.0,11,84076.93,111.59,0.15534,56.805,48,29.5858,25,".",".",".",1
2011,"Cluster 28",".",28,"01JAN2011","31DEC2011",".",".",".",".",".",199999.0,13,84076.93,111.59,0.15534,0.000,0,8.2840,7,".",".",".",1
2012,"Cluster 28",".",28,"01JAN2012","31DEC2012",".",".",".",".",".",200000.0,18,84076.93,111.59,0.15534,1.183,1,1.1834,1,".",".",".",1
2013,"Cluster 28",".",28,"01JAN2013","31DEC2013",".",".",".",".",".",207500.0,16,84076.93,111.59,0.15534,1.182,1,1.1820,1,".",".",".",1
2014,"Cluster 28",".",28,"01JAN2014","31DEC2014",".",".",".",".",".",275000.0,24,84076.93,111.59,0.15534,1.182,1,1.1820,1,".",".",".",1
2015,"Cluster 28",".",28,"01JAN2015","31DEC2015",".",".",".",".",".",344125.0,14,84076.93,111.59,0.15534,1.182,1,1.1820,1,".",".",".",1
2016,"Cluster 28",".",28,"01JAN2016","31DEC2016",".",".",".",".",".",296800.0,28,84076.93,111.59,0.15534,1.182,1,1.1820,1,".",".",".",1
1995,"Cluster 29",".",29,"01JAN1995","31DEC1995",".",".",".",".",".",93341.0,10,44267.91,7.34,0.00000,13.405,5,2.6810,1,".",".",".",1
1996,"Cluster 29",".",29,"01JAN1996","31DEC1996",".",".",".",".",".",109000.0,7,55476.85,22.03,0.50000,13.405,5,2.6810,1,".",".",".",1
1997,"Cluster 29",".",29,"01JAN1997","31DEC1997",".",".",".",".",".",98650.0,11,49108.73,20.56,0.20000,8.043,3,5.3619,2,".",".",".",1
1998,"Cluster 29",".",29,"01JAN1998","31DEC1998",".",".",".",".",".",118900.0,17,61890.24,11.75,0.00000,18.767,7,0.0000,0,".",".",".",1
1999,"Cluster 29",".",29,"01JAN1999","31DEC1999",".",".",".",".",".",79720.5,12,83884.29,16.15,0.00000,24.129,9,2.6810,1,".",".",".",1
2000,"Cluster 29",".",29,"01JAN2000","31DEC2000",".",".",".",".",".",110000.0,5,71807.56,26.43,0.22222,26.810,10,5.3619,2,".",".",".",1
2001,"Cluster 29",".",29,"01JAN2001","31DEC2001",".",".",".",".",".",115750.0,6,56166.00,14.68,0.30000,13.405,5,2.6810,1,".",".",".",1
2002,"Cluster 29",".",29,"01JAN2002","31DEC2002",".",".",".",".",".",138000.0,13,60407.94,46.99,0.13636,24.000,9,2.6667,1,".",".",".",1
2003,"Cluster 29",".",29,"01JAN2003","31DEC2003",".",".",".",".",".",107400.0,12,92603.44,39.65,0.25926,32.000,12,2.6667,1,".",".",".",1
2004,"Cluster 29",".",29,"01JAN2004","31DEC2004",".",".",".",".",".",171000.0,14,121214.73,30.84,0.23810,10.638,4,5.3191,2,".",".",".",1
2005,"Cluster 29",".",29,"01JAN2005","31DEC2005",".",".",".",".",".",262500.0,15,121214.73,30.84,0.23810,21.277,8,2.6596,1,".",".",".",1
2006,"Cluster 29",".",29,"01JAN2006","31DEC2006",".",".",".",".",".",337500.0,14,121214.73,30.84,0.23810,7.979,3,0.0000,0,".",".",".",1
2007,"Cluster 29",".",29,"01JAN2007","31DEC2007",".",".",".",".",".",277250.0,8,121214.73,30.84,0.23810,18.617,7,2.6596,1,".",".",".",1
2008,"Cluster 29",".",29,"01JAN2008","31DEC2008",".",".",".",".",".",295000.0,3,121214.73,30.84,0.23810,13.263,5,0.0000,0,".",".",".",1
2009,"Cluster 29",".",29,"01JAN2009","31DEC2009",".",".",".",".",".",225000.0,3,121214.73,30.84,0.23810,63.830,24,7.9787,3,".",".",".",1
2010,"Cluster 29",".",29,"01JAN2010","31DEC2010",".",".",".",".",".",274500.0,7,121214.73,30.84,0.23810,47.872,18,18.6170,7,".",".",".",1
2011,"Cluster 29",".",29,"01JAN2011","31DEC2011",".",".",".",".",".",212250.0,2,121214.73,30.84,0.23810,0.000,0,2.6596,1,".",".",".",1
2012,"Cluster 29",".",29,"01JAN2012","31DEC2012",".",".",".",".",".",250000.0,3,121214.73,30.84,0.23810,0.000,0,2.6667,1,".",".",".",1
2013,"Cluster 29",".",29,"01JAN2013","31DEC2013",".",".",".",".",".",260150.0,4,121214.73,30.84,0.23810,0.000,0,0.0000,0,".",".",".",1
2014,"Cluster 29",".",29,"01JAN2014","31DEC2014",".",".",".",".",".",290000.0,14,121214.73,30.84,0.23810,0.000,0,0.0000,0,".",".",".",1
2015,"Cluster 29",".",29,"01JAN2015","31DEC2015",".",".",".",".",".",368000.0,11,121214.73,30.84,0.23810,0.000,0,0.0000,0,".",".",".",1
2016,"Cluster 29",".",29,"01JAN2016","31DEC2016",".",".",".",".",".",345000.0,9,121214.73,30.84,0.23810,0.000,0,0.0000,0,".",".",".",1
1995,"Cluster 30",".",30,"01JAN1995","31DEC1995",".",".",".",".",".",67164.0,19,22083.96,19.91,0.38462,13.158,12,6.5789,6,".",".",".",1
1996,"Cluster 30",".",30,"01JAN1996","31DEC1996",".",".",".",".",".",78500.0,31,42268.07,18.59,0.37500,13.158,12,7.6754,7,".",".",".",1
1997,"Cluster 30",".",30,"01JAN1997","31DEC1997",".",".",".",".",".",75560.5,26,25143.61,19.23,0.45455,28.509,26,6.5789,6,".",".",".",1
1998,"Cluster 30",".",30,"01JAN1998","31DEC1998",".",".",".",".",".",85000.0,41,45008.26,39.38,0.32000,29.605,27,9.8684,9,".",".",".",1
1999,"Cluster 30",".",30,"01JAN1999","31DEC1999",".",".",".",".",".",99925.0,28,49546.54,24.08,0.00000,35.088,32,7.6754,7,".",".",".",1
2000,"Cluster 30",".",30,"01JAN2000","31DEC2000",".",".",".",".",".",87475.0,34,52656.17,31.14,0.09431,26.316,24,8.7719,8,".",".",".",1
2001,"Cluster 30",".",30,"01JAN2001","31DEC2001",".",".",".",".",".",123000.0,17,55303.60,40.38,0.12195,27.412,25,2.1930,2,".",".",".",1
2002,"Cluster 30",".",30,"01JAN2002","31DEC2002",".",".",".",".",".",105750.0,26,55570.98,58.00,0.20000,24.705,23,9.6670,9,".",".",".",1
2003,"Cluster 30",".",30,"01JAN2003","31DEC2003",".",".",".",".",".",125000.0,29,67792.72,54.33,0.18919,23.207,22,1.0549,1,".",".",".",1
2004,"Cluster 30",".",30,"01JAN2004","31DEC2004",".",".",".",".",".",135000.0,27,79032.28,61.67,0.09639,16.563,16,1.0352,1,".",".",".",1
2005,"Cluster 30",".",30,"01JAN2005","31DEC2005",".",".",".",".",".",204633.0,33,79032.28,61.67,0.09639,12.422,12,2.0704,2,".",".",".",1
2006,"Cluster 30",".",30,"01JAN2006","31DEC2006",".",".",".",".",".",280000.0,21,79032.28,61.67,0.09639,22.403,22,0.0000,0,".",".",".",1
2007,"Cluster 30",".",30,"01JAN2007","31DEC2007",".",".",".",".",".",244000.0,22,79032.28,61.67,0.09639,27.218,27,4.0323,4,".",".",".",1
2008,"Cluster 30",".",30,"01JAN2008","31DEC2008",".",".",".",".",".",242500.0,7,79032.28,61.67,0.09639,36.816,37,15.9204,16,".",".",".",1
2009,"Cluster 30",".",30,"01JAN2009","31DEC2009",".",".",".",".",".",245750.0,6,79032.28,61.67,0.09639,52.789,53,24.9004,25,".",".",".",1
2010,"Cluster 30",".",30,"01JAN2010","31DEC2010",".",".",".",".",".",199900.0,11,79032.28,61.67,0.09639,41.874,42,12.9611,13,".",".",".",1
2011,"Cluster 30",".",30,"01JAN2011","31DEC2011",".",".",".",".",".",210950.0,18,79032.28,61.67,0.09639,0.000,0,3.9880,4,".",".",".",1
2012,"Cluster 30",".",30,"01JAN2012","31DEC2012",".",".",".",".",".",200400.0,11,79032.28,61.67,0.09639,0.000,0,0.9960,1,".",".",".",1
2013,"Cluster 30",".",30,"01JAN2013","31DEC2013",".",".",".",".",".",225000.0,8,79032.28,61.67,0.09639,0.995,1,0.0000,0,".",".",".",1
2014,"Cluster 30",".",30,"01JAN2014","31DEC2014",".",".",".",".",".",259900.0,25,79032.28,61.67,0.09639,0.995,1,0.0000,0,".",".",".",1
2015,"Cluster 30",".",30,"01JAN2015","31DEC2015",".",".",".",".",".",305000.0,8,79032.28,61.67,0.09639,0.995,1,0.0000,0,".",".",".",1
2016,"Cluster 30",".",30,"01JAN2016","31DEC2016",".",".",".",".",".",250000.0,17,79032.28,61.67,0.09639,0.995,1,0.0000,0,".",".",".",1
1995,"Cluster 31",".",31,"01JAN1995","31DEC1995",".",".",".",".",".",76000.0,68,46687.92,16.53,0.24471,15.917,52,3.9792,13,".",".",".",1
1996,"Cluster 31",".",31,"01JAN1996","31DEC1996",".",".",".",".",".",74000.0,106,41868.19,24.41,0.48208,21.120,69,6.4279,21,".",".",".",1
1997,"Cluster 31",".",31,"01JAN1997","31DEC1997",".",".",".",".",".",73000.0,115,46020.96,22.81,0.28121,25.099,82,10.1010,33,".",".",".",1
1998,"Cluster 31",".",31,"01JAN1998","31DEC1998",".",".",".",".",".",77500.0,135,43950.78,29.94,0.16519,28.466,93,12.2436,40,".",".",".",1
1999,"Cluster 31",".",31,"01JAN1999","31DEC1999",".",".",".",".",".",73000.0,127,43960.54,29.90,0.08786,33.976,111,11.6315,38,".",".",".",1
2000,"Cluster 31",".",31,"01JAN2000","31DEC2000",".",".",".",".",".",75000.0,134,51919.98,37.22,0.04481,34.588,113,17.4472,57,".",".",".",1
2001,"Cluster 31",".",31,"01JAN2001","31DEC2001",".",".",".",".",".",93750.0,114,54895.06,36.38,0.09524,25.406,83,12.5497,41,".",".",".",1
2002,"Cluster 31",".",31,"01JAN2002","31DEC2002",".",".",".",".",".",106000.0,128,61139.83,66.70,0.14458,28.667,94,7.6243,25,".",".",".",1
2003,"Cluster 31",".",31,"01JAN2003","31DEC2003",".",".",".",".",".",125500.0,107,73526.69,77.89,0.26687,31.393,103,0.9144,3,".",".",".",1
2004,"Cluster 31",".",31,"01JAN2004","31DEC2004",".",".",".",".",".",145000.0,185,77070.21,100.51,0.24408,20.909,69,3.0303,10,".",".",".",1
2005,"Cluster 31",".",31,"01JAN2005","31DEC2005",".",".",".",".",".",205000.0,194,77070.21,100.51,0.24408,17.184,57,1.8089,6,".",".",".",1
2006,"Cluster 31",".",31,"01JAN2006","31DEC2006",".",".",".",".",".",250000.0,166,77070.21,100.51,0.24408,16.594,57,1.4556,5,".",".",".",1
2007,"Cluster 31",".",31,"01JAN2007","31DEC2007",".",".",".",".",".",269874.5,118,77070.21,100.51,0.24408,31.196,108,7.5101,26,".",".",".",1
2008,"Cluster 31",".",31,"01JAN2008","31DEC2008",".",".",".",".",".",260000.0,46,77070.21,100.51,0.24408,50.662,176,20.4375,71,".",".",".",1
2009,"Cluster 31",".",31,"01JAN2009","31DEC2009",".",".",".",".",".",219750.0,36,77070.21,100.51,0.24408,61.189,213,18.0982,63,".",".",".",1
2010,"Cluster 31",".",31,"01JAN2010","31DEC2010",".",".",".",".",".",206300.0,53,77070.21,100.51,0.24408,45.754,160,21.1610,74,".",".",".",1
2011,"Cluster 31",".",31,"01JAN2011","31DEC2011",".",".",".",".",".",200000.0,71,77070.21,100.51,0.24408,0.856,3,5.4193,19,".",".",".",1
2012,"Cluster 31",".",31,"01JAN2012","31DEC2012",".",".",".",".",".",205500.0,82,77070.21,100.51,0.24408,0.284,1,0.8535,3,".",".",".",1
2013,"Cluster 31",".",31,"01JAN2013","31DEC2013",".",".",".",".",".",210000.0,87,77070.21,100.51,0.24408,1.422,5,1.7060,6,".",".",".",1
2014,"Cluster 31",".",31,"01JAN2014","31DEC2014",".",".",".",".",".",240000.0,79,77070.21,100.51,0.24408,1.422,5,1.7060,6,".",".",".",1
2015,"Cluster 31",".",31,"01JAN2015","31DEC2015",".",".",".",".",".",275000.0,85,77070.21,100.51,0.24408,1.422,5,1.7060,6,".",".",".",1
2016,"Cluster 31",".",31,"01JAN2016","31DEC2016",".",".",".",".",".",271000.0,117,77070.21,100.51,0.24408,1.422,5,1.7060,6,".",".",".",1
1995,"Cluster 32",".",32,"01JAN1995","31DEC1995",".",".",".",".",".",85000.0,48,45784.68,13.22,0.00000,11.236,24,2.8090,6,".",".",".",1
1996,"Cluster 32",".",32,"01JAN1996","31DEC1996",".",".",".",".",".",85000.0,71,46192.34,13.51,0.26667,9.831,21,4.6816,10,".",".",".",1
1997,"Cluster 32",".",32,"01JAN1997","31DEC1997",".",".",".",".",".",85900.0,54,40238.71,23.79,0.32000,20.599,44,5.1498,11,".",".",".",1
1998,"Cluster 32",".",32,"01JAN1998","31DEC1998",".",".",".",".",".",76650.0,61,46643.47,29.07,0.26316,16.854,36,5.6180,12,".",".",".",1
1999,"Cluster 32",".",32,"01JAN1999","31DEC1999",".",".",".",".",".",79950.0,76,52193.75,27.31,0.05405,20.131,43,10.7678,23,".",".",".",1
2000,"Cluster 32",".",32,"01JAN2000","31DEC2000",".",".",".",".",".",90000.0,67,55089.61,24.96,0.08889,21.067,45,6.0861,13,".",".",".",1
2001,"Cluster 32",".",32,"01JAN2001","31DEC2001",".",".",".",".",".",111650.0,73,51739.36,27.90,0.11765,14.045,30,4.6816,10,".",".",".",1
2002,"Cluster 32",".",32,"01JAN2002","31DEC2002",".",".",".",".",".",120500.0,72,50716.91,74.30,0.13953,25.257,54,5.1450,11,".",".",".",1
2003,"Cluster 32",".",32,"01JAN2003","31DEC2003",".",".",".",".",".",133900.0,49,65899.90,65.20,0.17619,20.590,44,0.9359,2,".",".",".",1
2004,"Cluster 32",".",32,"01JAN2004","31DEC2004",".",".",".",".",".",153250.0,78,66604.45,46.40,0.19872,21.482,49,1.3152,3,".",".",".",1
2005,"Cluster 32",".",32,"01JAN2005","31DEC2005",".",".",".",".",".",200000.0,91,66604.45,46.40,0.19872,17.634,41,1.7204,4,".",".",".",1
2006,"Cluster 32",".",32,"01JAN2006","31DEC2006",".",".",".",".",".",250000.0,61,66604.45,46.40,0.19872,12.022,28,1.2881,3,".",".",".",1
2007,"Cluster 32",".",32,"01JAN2007","31DEC2007",".",".",".",".",".",255000.0,56,66604.45,46.40,0.19872,18.267,43,2.5489,6,".",".",".",1
2008,"Cluster 32",".",32,"01JAN2008","31DEC2008",".",".",".",".",".",235000.0,29,66604.45,46.40,0.19872,32.669,77,8.4854,20,".",".",".",1
2009,"Cluster 32",".",32,"01JAN2009","31DEC2009",".",".",".",".",".",220000.0,21,66604.45,46.40,0.19872,42.797,101,11.4407,27,".",".",".",1
2010,"Cluster 32",".",32,"01JAN2010","31DEC2010",".",".",".",".",".",198500.0,20,66604.45,46.40,0.19872,32.203,76,11.0169,26,".",".",".",1
2011,"Cluster 32",".",32,"01JAN2011","31DEC2011",".",".",".",".",".",189900.0,23,66604.45,46.40,0.19872,0.424,1,4.6610,11,".",".",".",1
2012,"Cluster 32",".",32,"01JAN2012","31DEC2012",".",".",".",".",".",210000.0,27,66604.45,46.40,0.19872,0.000,0,0.4237,1,".",".",".",1
2013,"Cluster 32",".",32,"01JAN2013","31DEC2013",".",".",".",".",".",215000.0,47,66604.45,46.40,0.19872,0.847,2,0.0000,0,".",".",".",1
2014,"Cluster 32",".",32,"01JAN2014","31DEC2014",".",".",".",".",".",225000.0,35,66604.45,46.40,0.19872,0.847,2,0.0000,0,".",".",".",1
2015,"Cluster 32",".",32,"01JAN2015","31DEC2015",".",".",".",".",".",256750.0,46,66604.45,46.40,0.19872,0.847,2,0.0000,0,".",".",".",1
2016,"Cluster 32",".",32,"01JAN2016","31DEC2016",".",".",".",".",".",251499.5,58,66604.45,46.40,0.19872,0.847,2,0.0000,0,".",".",".",1
1995,"Cluster 33",".",33,"01JAN1995","31DEC1995",".",".",".",".",".",80500.0,62,49841.90,33.43,0.16667,12.144,32,3.0361,8,".",".",".",1
1996,"Cluster 33",".",33,"01JAN1996","31DEC1996",".",".",".",".",".",85000.0,65,49835.31,21.49,0.25000,11.006,29,3.4156,9,".",".",".",1
1997,"Cluster 33",".",33,"01JAN1997","31DEC1997",".",".",".",".",".",85000.0,72,49031.86,20.30,0.21429,18.975,50,4.5541,12,".",".",".",1
1998,"Cluster 33",".",33,"01JAN1998","31DEC1998",".",".",".",".",".",85170.0,89,37722.58,27.94,0.16279,21.632,57,9.1082,24,".",".",".",1
1999,"Cluster 33",".",33,"01JAN1999","31DEC1999",".",".",".",".",".",82586.5,86,41854.80,21.49,0.02083,26.945,71,9.1082,24,".",".",".",1
2000,"Cluster 33",".",33,"01JAN2000","31DEC2000",".",".",".",".",".",87950.0,82,41941.21,23.16,0.13725,24.668,65,9.1082,24,".",".",".",1
2001,"Cluster 33",".",33,"01JAN2001","31DEC2001",".",".",".",".",".",100000.0,87,54967.32,32.71,0.08421,24.288,64,7.2106,19,".",".",".",1
2002,"Cluster 33",".",33,"01JAN2002","31DEC2002",".",".",".",".",".",111500.0,92,63196.19,55.40,0.08290,34.888,92,7.5844,20,".",".",".",1
2003,"Cluster 33",".",33,"01JAN2003","31DEC2003",".",".",".",".",".",125000.0,85,69315.23,57.07,0.25106,28.958,77,1.5043,4,".",".",".",1
2004,"Cluster 33",".",33,"01JAN2004","31DEC2004",".",".",".",".",".",145750.0,120,72370.52,72.83,0.18060,23.923,65,2.9444,8,".",".",".",1
2005,"Cluster 33",".",33,"01JAN2005","31DEC2005",".",".",".",".",".",208000.0,129,72370.52,72.83,0.18060,13.818,38,3.2727,9,".",".",".",1
2006,"Cluster 33",".",33,"01JAN2006","31DEC2006",".",".",".",".",".",247000.0,117,72370.52,72.83,0.18060,15.352,44,2.4424,7,".",".",".",1
2007,"Cluster 33",".",33,"01JAN2007","31DEC2007",".",".",".",".",".",284425.5,100,72370.52,72.83,0.18060,22.376,71,3.7819,12,".",".",".",1
2008,"Cluster 33",".",33,"01JAN2008","31DEC2008",".",".",".",".",".",320275.0,99,72370.52,72.83,0.18060,30.093,100,20.1625,67,".",".",".",1
2009,"Cluster 33",".",33,"01JAN2009","31DEC2009",".",".",".",".",".",315000.0,113,72370.52,72.83,0.18060,40.167,135,11.9012,40,".",".",".",1
2010,"Cluster 33",".",33,"01JAN2010","31DEC2010",".",".",".",".",".",313500.0,78,72370.52,72.83,0.18060,40.117,137,12.2987,42,".",".",".",1
2011,"Cluster 33",".",33,"01JAN2011","31DEC2011",".",".",".",".",".",248500.0,49,72370.52,72.83,0.18060,0.000,0,3.4874,12,".",".",".",1
2012,"Cluster 33",".",33,"01JAN2012","31DEC2012",".",".",".",".",".",250000.0,86,72370.52,72.83,0.18060,0.000,0,0.2881,1,".",".",".",1
2013,"Cluster 33",".",33,"01JAN2013","31DEC2013",".",".",".",".",".",230000.0,112,72370.52,72.83,0.18060,0.288,1,0.8651,3,".",".",".",1
2014,"Cluster 33",".",33,"01JAN2014","31DEC2014",".",".",".",".",".",285000.0,60,72370.52,72.83,0.18060,0.288,1,0.8651,3,".",".",".",1
2015,"Cluster 33",".",33,"01JAN2015","31DEC2015",".",".",".",".",".",267000.0,61,72370.52,72.83,0.18060,0.288,1,0.8651,3,".",".",".",1
2016,"Cluster 33",".",33,"01JAN2016","31DEC2016",".",".",".",".",".",284500.0,107,72370.52,72.83,0.18060,0.288,1,0.8651,3,".",".",".",1
1995,"Cluster 34",".",34,"01JAN1995","31DEC1995",".",".",".",".",".",94250.0,94,52341.56,17.03,0.06667,13.646,53,4.1195,16,".",".",".",1
1996,"Cluster 34",".",34,"01JAN1996","31DEC1996",".",".",".",".",".",89950.0,104,52046.27,22.06,0.21212,18.538,72,4.6344,18,".",".",".",1
1997,"Cluster 34",".",34,"01JAN1997","31DEC1997",".",".",".",".",".",95000.0,119,52157.63,28.64,0.29091,20.597,80,7.2091,28,".",".",".",1
1998,"Cluster 34",".",34,"01JAN1998","31DEC1998",".",".",".",".",".",95000.0,135,52263.06,29.02,0.07576,20.340,79,7.2091,28,".",".",".",1
1999,"Cluster 34",".",34,"01JAN1999","31DEC1999",".",".",".",".",".",99000.0,139,56347.58,26.90,0.12000,18.538,72,7.9815,31,".",".",".",1
2000,"Cluster 34",".",34,"01JAN2000","31DEC2000",".",".",".",".",".",105500.0,102,60526.13,25.74,0.08434,23.172,90,7.2091,28,".",".",".",1
2001,"Cluster 34",".",34,"01JAN2001","31DEC2001",".",".",".",".",".",116000.0,97,66323.32,33.67,0.12782,18.795,73,7.9815,31,".",".",".",1
2002,"Cluster 34",".",34,"01JAN2002","31DEC2002",".",".",".",".",".",130000.0,96,73431.30,38.89,0.17297,21.096,82,6.4317,25,".",".",".",1
2003,"Cluster 34",".",34,"01JAN2003","31DEC2003",".",".",".",".",".",158750.0,88,81970.81,46.05,0.26609,19.028,74,0.5143,2,".",".",".",1
2004,"Cluster 34",".",34,"01JAN2004","31DEC2004",".",".",".",".",".",180000.0,120,84938.05,43.34,0.22624,16.710,65,1.0283,4,".",".",".",1
2005,"Cluster 34",".",34,"01JAN2005","31DEC2005",".",".",".",".",".",246750.0,116,84938.05,43.34,0.22624,10.222,40,1.0222,4,".",".",".",1
2006,"Cluster 34",".",34,"01JAN2006","31DEC2006",".",".",".",".",".",280000.0,91,84938.05,43.34,0.22624,10.725,42,0.2554,1,".",".",".",1
2007,"Cluster 34",".",34,"01JAN2007","31DEC2007",".",".",".",".",".",285000.0,79,84938.05,43.34,0.22624,13.875,55,2.2704,9,".",".",".",1
2008,"Cluster 34",".",34,"01JAN2008","31DEC2008",".",".",".",".",".",275000.0,35,84938.05,43.34,0.22624,24.181,96,7.5567,30,".",".",".",1
2009,"Cluster 34",".",34,"01JAN2009","31DEC2009",".",".",".",".",".",259000.0,29,84938.05,43.34,0.22624,31.164,124,9.2988,37,".",".",".",1
2010,"Cluster 34",".",34,"01JAN2010","31DEC2010",".",".",".",".",".",245000.0,49,84938.05,43.34,0.22624,31.710,127,9.7378,39,".",".",".",1
2011,"Cluster 34",".",34,"01JAN2011","31DEC2011",".",".",".",".",".",252450.0,45,84938.05,43.34,0.22624,0.497,2,3.2314,13,".",".",".",1
2012,"Cluster 34",".",34,"01JAN2012","31DEC2012",".",".",".",".",".",245000.0,69,84938.05,43.34,0.22624,0.000,0,0.7435,3,".",".",".",1
2013,"Cluster 34",".",34,"01JAN2013","31DEC2013",".",".",".",".",".",245000.0,67,84938.05,43.34,0.22624,0.496,2,0.9913,4,".",".",".",1
2014,"Cluster 34",".",34,"01JAN2014","31DEC2014",".",".",".",".",".",296000.0,82,84938.05,43.34,0.22624,0.496,2,0.9913,4,".",".",".",1
2015,"Cluster 34",".",34,"01JAN2015","31DEC2015",".",".",".",".",".",300000.0,77,84938.05,43.34,0.22624,0.496,2,0.9913,4,".",".",".",1
2016,"Cluster 34",".",34,"01JAN2016","31DEC2016",".",".",".",".",".",319500.0,96,84938.05,43.34,0.22624,0.496,2,0.9913,4,".",".",".",1
1995,"Cluster 35",".",35,"01JAN1995","31DEC1995",".",".",".",".",".",139000.0,37,57203.32,18.41,0.14286,14.030,29,3.3866,7,".",".",".",1
1996,"Cluster 35",".",35,"01JAN1996","31DEC1996",".",".",".",".",".",136200.0,43,60032.46,23.89,0.14286,14.514,30,0.9676,2,".",".",".",1
1997,"Cluster 35",".",35,"01JAN1997","31DEC1997",".",".",".",".",".",136250.0,36,56651.70,21.93,0.15789,21.287,44,2.9028,6,".",".",".",1
1998,"Cluster 35",".",35,"01JAN1998","31DEC1998",".",".",".",".",".",150000.0,41,62362.28,28.20,0.09804,16.933,35,3.8703,8,".",".",".",1
1999,"Cluster 35",".",35,"01JAN1999","31DEC1999",".",".",".",".",".",136000.0,31,68352.89,29.77,0.08475,15.965,33,1.4514,3,".",".",".",1
2000,"Cluster 35",".",35,"01JAN2000","31DEC2000",".",".",".",".",".",170190.0,24,63442.17,31.73,0.00000,16.933,35,1.4514,3,".",".",".",1
2001,"Cluster 35",".",35,"01JAN2001","31DEC2001",".",".",".",".",".",170000.0,29,80535.58,44.26,0.12621,19.836,41,1.9352,4,".",".",".",1
2002,"Cluster 35",".",35,"01JAN2002","31DEC2002",".",".",".",".",".",215000.0,28,76271.65,59.93,0.12245,13.962,29,3.8517,8,".",".",".",1
2003,"Cluster 35",".",35,"01JAN2003","31DEC2003",".",".",".",".",".",244000.0,37,78564.37,68.16,0.20809,12.506,26,0.4810,1,".",".",".",1
2004,"Cluster 35",".",35,"01JAN2004","31DEC2004",".",".",".",".",".",287500.0,41,71314.28,91.27,0.11739,16.787,35,0.4796,1,".",".",".",1
2005,"Cluster 35",".",35,"01JAN2005","31DEC2005",".",".",".",".",".",355000.0,23,71314.28,91.27,0.11739,7.670,16,0.9588,2,".",".",".",1
2006,"Cluster 35",".",35,"01JAN2006","31DEC2006",".",".",".",".",".",397000.0,35,71314.28,91.27,0.11739,8.310,18,0.4617,1,".",".",".",1
2007,"Cluster 35",".",35,"01JAN2007","31DEC2007",".",".",".",".",".",380000.0,15,71314.28,91.27,0.11739,11.505,25,2.3010,5,".",".",".",1
2008,"Cluster 35",".",35,"01JAN2008","31DEC2008",".",".",".",".",".",438500.0,16,71314.28,91.27,0.11739,30.387,66,5.9853,13,".",".",".",1
2009,"Cluster 35",".",35,"01JAN2009","31DEC2009",".",".",".",".",".",328000.0,6,71314.28,91.27,0.11739,37.310,81,8.7517,19,".",".",".",1
2010,"Cluster 35",".",35,"01JAN2010","31DEC2010",".",".",".",".",".",357500.0,8,71314.28,91.27,0.11739,31.550,69,9.6022,21,".",".",".",1
2011,"Cluster 35",".",35,"01JAN2011","31DEC2011",".",".",".",".",".",342500.0,4,71314.28,91.27,0.11739,2.711,6,2.7113,6,".",".",".",1
