"start_date","end_date","anc2012","timeframe","anc2012_nf","Crimes_pt1_property_per1000","Crimes_pt1_violent_per1000","indc"
"01JAN2010","31DEC2010","ANC 8D",2010,"8D",42,16,1
"01JAN2011","31DEC2011","ANC 8D",2011,"8D",30,16,1
"01JAN2012","31DEC2012","ANC 8D",2012,"8D",34,16,1
"01JAN2013","31DEC2013","ANC 8D",2013,"8D",33,16,1
"01JAN2014","31DEC2014","ANC 8D",2014,"8D",30,14,1
"01JAN2015","31DEC2015","ANC 8D",2015,"8D",26,13,1
"01JAN2016","31DEC2016","ANC 8D",2016,"8D",29,11,1
"01JAN2017","31DEC2017","ANC 8D",2017,"8D",25,9.1,1
"01JAN2018","31DEC2018","ANC 8D",2018,"8D",21,8.9,1
"01JAN2019","31DEC2019","ANC 8D",2019,"8D",20,9.6,1
"01JAN2000","31DEC2000","ANC 8E",2000,"8E",33,23,1
"01JAN2001","31DEC2001","ANC 8E",2001,"8E",35,23,1
"01JAN2002","31DEC2002","ANC 8E",2002,"8E",34,23,1
"01JAN2003","31DEC2003","ANC 8E",2003,"8E",37,24,1
"01JAN2004","31DEC2004","ANC 8E",2004,"8E",33,19,1
"01JAN2005","31DEC2005","ANC 8E",2005,"8E",29,20,1
"01JAN2006","31DEC2006","ANC 8E",2006,"8E",31,21,1
"01JAN2007","31DEC2007","ANC 8E",2007,"8E",41,22,1
"01JAN2008","31DEC2008","ANC 8E",2008,"8E",40,21,1
"01JAN2009","31DEC2009","ANC 8E",2009,"8E",35,21,1
"01JAN2010","31DEC2010","ANC 8E",2010,"8E",37,21,1
"01JAN2011","31DEC2011","ANC 8E",2011,"8E",32,18,1
"01JAN2012","31DEC2012","ANC 8E",2012,"8E",31,20,1
"01JAN2013","31DEC2013","ANC 8E",2013,"8E",38,18,1
"01JAN2014","31DEC2014","ANC 8E",2014,"8E",34,15,1
"01JAN2015","31DEC2015","ANC 8E",2015,"8E",36,15,1
"01JAN2016","31DEC2016","ANC 8E",2016,"8E",33,18,1
"01JAN2017","31DEC2017","ANC 8E",2017,"8E",31,12,1
"01JAN2018","31DEC2018","ANC 8E",2018,"8E",27,12,1
"01JAN2019","31DEC2019","ANC 8E",2019,"8E",28,11,1

