start_date,end_date,cluster2017,timeframe,cluster2017_nf,Pct_births_low_wt,Pct_births_teen,indc
1-Jan-08,31-Dec-08,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2008,Cluster 34,14,17,1
1-Jan-09,31-Dec-09,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2009,Cluster 34,9,20,1
1-Jan-10,31-Dec-10,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2010,Cluster 34,13,20,1
1-Jan-11,31-Dec-11,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",2011,Cluster 34,15,18,1
1-Jan-98,31-Dec-98,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",1998,Cluster 35,19,12,1
1-Jan-99,31-Dec-99,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",1999,Cluster 35,22,15,1
1-Jan-00,31-Dec-00,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2000,Cluster 35,12,17,1
1-Jan-01,31-Dec-01,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2001,Cluster 35,12,14,1
1-Jan-02,31-Dec-02,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2002,Cluster 35,6.7,11,1
1-Jan-03,31-Dec-03,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2003,Cluster 35,11,12,1
1-Jan-04,31-Dec-04,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2004,Cluster 35,11,13,1
1-Jan-05,31-Dec-05,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2005,Cluster 35,6.1,6.3,1
1-Jan-06,31-Dec-06,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2006,Cluster 35,8.2,11,1
1-Jan-07,31-Dec-07,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2007,Cluster 35,13,7.3,1
1-Jan-08,31-Dec-08,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2008,Cluster 35,11,15,1
1-Jan-09,31-Dec-09,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2009,Cluster 35,21,12,1
1-Jan-10,31-Dec-10,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2010,Cluster 35,13,14,1
1-Jan-11,31-Dec-11,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",2011,Cluster 35,17,15,1
1-Jan-98,31-Dec-98,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",1998,Cluster 36,7.8,31,1
1-Jan-99,31-Dec-99,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",1999,Cluster 36,9.4,30,1
1-Jan-00,31-Dec-00,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2000,Cluster 36,21,21,1
1-Jan-01,31-Dec-01,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2001,Cluster 36,16,24,1
1-Jan-02,31-Dec-02,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2002,Cluster 36,18,23,1
1-Jan-03,31-Dec-03,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2003,Cluster 36,17,20,1
1-Jan-04,31-Dec-04,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2004,Cluster 36,18,23,1
1-Jan-05,31-Dec-05,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2005,Cluster 36,11,4.3,1
1-Jan-06,31-Dec-06,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2006,Cluster 36,22,18,1
1-Jan-07,31-Dec-07,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2007,Cluster 36,12,18,1
1-Jan-08,31-Dec-08,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2008,Cluster 36,14,22,1
1-Jan-09,31-Dec-09,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2009,Cluster 36,12,21,1
1-Jan-10,31-Dec-10,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2010,Cluster 36,11,20,1
1-Jan-11,31-Dec-11,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",2011,Cluster 36,17,21,1
1-Jan-98,31-Dec-98,"Sheridan, Barry Farm, Buena Vista",1998,Cluster 37,17,24,1
1-Jan-99,31-Dec-99,"Sheridan, Barry Farm, Buena Vista",1999,Cluster 37,13,23,1
1-Jan-00,31-Dec-00,"Sheridan, Barry Farm, Buena Vista",2000,Cluster 37,14,25,1
1-Jan-01,31-Dec-01,"Sheridan, Barry Farm, Buena Vista",2001,Cluster 37,16,20,1
1-Jan-02,31-Dec-02,"Sheridan, Barry Farm, Buena Vista",2002,Cluster 37,16,20,1
1-Jan-03,31-Dec-03,"Sheridan, Barry Farm, Buena Vista",2003,Cluster 37,16,22,1
1-Jan-04,31-Dec-04,"Sheridan, Barry Farm, Buena Vista",2004,Cluster 37,15,21,1
1-Jan-05,31-Dec-05,"Sheridan, Barry Farm, Buena Vista",2005,Cluster 37,12,24,1
1-Jan-06,31-Dec-06,"Sheridan, Barry Farm, Buena Vista",2006,Cluster 37,13,22,1
1-Jan-07,31-Dec-07,"Sheridan, Barry Farm, Buena Vista",2007,Cluster 37,15,20,1
1-Jan-08,31-Dec-08,"Sheridan, Barry Farm, Buena Vista",2008,Cluster 37,12,20,1
1-Jan-09,31-Dec-09,"Sheridan, Barry Farm, Buena Vista",2009,Cluster 37,19,20,1
1-Jan-10,31-Dec-10,"Sheridan, Barry Farm, Buena Vista",2010,Cluster 37,15,23,1
1-Jan-11,31-Dec-11,"Sheridan, Barry Farm, Buena Vista",2011,Cluster 37,18,23,1
1-Jan-98,31-Dec-98,"Douglas, Shipley Terrace",1998,Cluster 38,14,18,1
1-Jan-99,31-Dec-99,"Douglas, Shipley Terrace",1999,Cluster 38,18,17,1
1-Jan-00,31-Dec-00,"Douglas, Shipley Terrace",2000,Cluster 38,14,18,1
1-Jan-01,31-Dec-01,"Douglas, Shipley Terrace",2001,Cluster 38,12,19,1
1-Jan-02,31-Dec-02,"Douglas, Shipley Terrace",2002,Cluster 38,17,18,1
1-Jan-03,31-Dec-03,"Douglas, Shipley Terrace",2003,Cluster 38,18,17,1
1-Jan-04,31-Dec-04,"Douglas, Shipley Terrace",2004,Cluster 38,15,17,1
1-Jan-05,31-Dec-05,"Douglas, Shipley Terrace",2005,Cluster 38,14,16,1
1-Jan-06,31-Dec-06,"Douglas, Shipley Terrace",2006,Cluster 38,16,23,1
1-Jan-07,31-Dec-07,"Douglas, Shipley Terrace",2007,Cluster 38,15,20,1
1-Jan-08,31-Dec-08,"Douglas, Shipley Terrace",2008,Cluster 38,13,25,1
1-Jan-09,31-Dec-09,"Douglas, Shipley Terrace",2009,Cluster 38,11,19,1
1-Jan-10,31-Dec-10,"Douglas, Shipley Terrace",2010,Cluster 38,14,17,1
1-Jan-11,31-Dec-11,"Douglas, Shipley Terrace",2011,Cluster 38,12,21,1
1-Jan-98,31-Dec-98,"Congress Heights, Bellevue, Washington Highlands",1998,Cluster 39,16,22,1
1-Jan-99,31-Dec-99,"Congress Heights, Bellevue, Washington Highlands",1999,Cluster 39,19,23,1
1-Jan-00,31-Dec-00,"Congress Heights, Bellevue, Washington Highlands",2000,Cluster 39,18,21,1
1-Jan-01,31-Dec-01,"Congress Heights, Bellevue, Washington Highlands",2001,Cluster 39,19,21,1
1-Jan-02,31-Dec-02,"Congress Heights, Bellevue, Washington Highlands",2002,Cluster 39,13,18,1
1-Jan-03,31-Dec-03,"Congress Heights, Bellevue, Washington Highlands",2003,Cluster 39,15,20,1
1-Jan-04,31-Dec-04,"Congress Heights, Bellevue, Washington Highlands",2004,Cluster 39,13,16,1
1-Jan-05,31-Dec-05,"Congress Heights, Bellevue, Washington Highlands",2005,Cluster 39,13,17,1
1-Jan-06,31-Dec-06,"Congress Heights, Bellevue, Washington Highlands",2006,Cluster 39,14,16,1
1-Jan-07,31-Dec-07,"Congress Heights, Bellevue, Washington Highlands",2007,Cluster 39,15,19,1
1-Jan-08,31-Dec-08,"Congress Heights, Bellevue, Washington Highlands",2008,Cluster 39,15,19,1
1-Jan-09,31-Dec-09,"Congress Heights, Bellevue, Washington Highlands",2009,Cluster 39,15,20,1
1-Jan-10,31-Dec-10,"Congress Heights, Bellevue, Washington Highlands",2010,Cluster 39,12,20,1
1-Jan-11,31-Dec-11,"Congress Heights, Bellevue, Washington Highlands",2011,Cluster 39,12,18,1
1-Jan-98,31-Dec-98,Walter Reed,1998,Cluster 40,0,0,1
1-Jan-99,31-Dec-99,Walter Reed,1999,Cluster 40,0,0,1
1-Jan-00,31-Dec-00,Walter Reed,2000,Cluster 40,0,0,1
1-Jan-01,31-Dec-01,Walter Reed,2001,Cluster 40,.,.,1
1-Jan-02,31-Dec-02,Walter Reed,2002,Cluster 40,.,.,1
1-Jan-03,31-Dec-03,Walter Reed,2003,Cluster 40,0,0,1
1-Jan-04,31-Dec-04,Walter Reed,2004,Cluster 40,100,0,1
1-Jan-05,31-Dec-05,Walter Reed,2005,Cluster 40,.,.,1
1-Jan-06,31-Dec-06,Walter Reed,2006,Cluster 40,0,0,1
1-Jan-07,31-Dec-07,Walter Reed,2007,Cluster 40,.,.,1
1-Jan-08,31-Dec-08,Walter Reed,2008,Cluster 40,0,0,1
1-Jan-09,31-Dec-09,Walter Reed,2009,Cluster 40,.,.,1
1-Jan-10,31-Dec-10,Walter Reed,2010,Cluster 40,.,.,1
1-Jan-11,31-Dec-11,Walter Reed,2011,Cluster 40,7.8,5.9,1
1-Jan-98,31-Dec-98,Rock Creek Park,1998,Cluster 41,11,10,1
1-Jan-99,31-Dec-99,Rock Creek Park,1999,Cluster 41,10,4.6,1
1-Jan-00,31-Dec-00,Rock Creek Park,2000,Cluster 41,4.8,8.8,1
1-Jan-01,31-Dec-01,Rock Creek Park,2001,Cluster 41,11,4.1,1
1-Jan-02,31-Dec-02,Rock Creek Park,2002,Cluster 41,7.5,6.8,1
1-Jan-03,31-Dec-03,Rock Creek Park,2003,Cluster 41,10,4.6,1
1-Jan-04,31-Dec-04,Rock Creek Park,2004,Cluster 41,5.2,2.5,1
1-Jan-05,31-Dec-05,Rock Creek Park,2005,Cluster 41,12,2.6,1
1-Jan-06,31-Dec-06,Rock Creek Park,2006,Cluster 41,9,2.8,1
1-Jan-07,31-Dec-07,Rock Creek Park,2007,Cluster 41,4.5,2.9,1
1-Jan-08,31-Dec-08,Rock Creek Park,2008,Cluster 41,5.6,2.4,1
1-Jan-09,31-Dec-09,Rock Creek Park,2009,Cluster 41,9,1.6,1
1-Jan-10,31-Dec-10,Rock Creek Park,2010,Cluster 41,5,2.2,1
1-Jan-11,31-Dec-11,Rock Creek Park,2011,Cluster 41,4.2,1.9,1
1-Jan-98,31-Dec-98,Saint Elizabeths,1998,Cluster 43,24,28,1
1-Jan-99,31-Dec-99,Saint Elizabeths,1999,Cluster 43,13,21,1
1-Jan-00,31-Dec-00,Saint Elizabeths,2000,Cluster 43,16,23,1
1-Jan-01,31-Dec-01,Saint Elizabeths,2001,Cluster 43,4.3,19,1
1-Jan-02,31-Dec-02,Saint Elizabeths,2002,Cluster 43,16,31,1
1-Jan-03,31-Dec-03,Saint Elizabeths,2003,Cluster 43,10,7.5,1
1-Jan-04,31-Dec-04,Saint Elizabeths,2004,Cluster 43,9.3,15,1
1-Jan-05,31-Dec-05,Saint Elizabeths,2005,Cluster 43,21,10,1
1-Jan-06,31-Dec-06,Saint Elizabeths,2006,Cluster 43,13,26,1
1-Jan-07,31-Dec-07,Saint Elizabeths,2007,Cluster 43,23,18,1
1-Jan-08,31-Dec-08,Saint Elizabeths,2008,Cluster 43,9.1,29,1
1-Jan-09,31-Dec-09,Saint Elizabeths,2009,Cluster 43,11,21,1
1-Jan-10,31-Dec-10,Saint Elizabeths,2010,Cluster 43,15,19,1
1-Jan-11,31-Dec-11,Saint Elizabeths,2011,Cluster 43,13,25,1
1-Jan-98,31-Dec-98,Joint Base Anacostia-Bolling,1998,Cluster 44,9.2,6.2,1
1-Jan-99,31-Dec-99,Joint Base Anacostia-Bolling,1999,Cluster 44,9.5,4.3,1
1-Jan-00,31-Dec-00,Joint Base Anacostia-Bolling,2000,Cluster 44,7.3,5.3,1
1-Jan-01,31-Dec-01,Joint Base Anacostia-Bolling,2001,Cluster 44,8.6,3.7,1
1-Jan-02,31-Dec-02,Joint Base Anacostia-Bolling,2002,Cluster 44,9.4,8.5,1
1-Jan-03,31-Dec-03,Joint Base Anacostia-Bolling,2003,Cluster 44,7.3,11,1
1-Jan-04,31-Dec-04,Joint Base Anacostia-Bolling,2004,Cluster 44,7.6,3.6,1
1-Jan-05,31-Dec-05,Joint Base Anacostia-Bolling,2005,Cluster 44,8.7,8.1,1
1-Jan-06,31-Dec-06,Joint Base Anacostia-Bolling,2006,Cluster 44,8.4,4.1,1
1-Jan-07,31-Dec-07,Joint Base Anacostia-Bolling,2007,Cluster 44,8.6,4.8,1
1-Jan-08,31-Dec-08,Joint Base Anacostia-Bolling,2008,Cluster 44,7.2,4.6,1
1-Jan-09,31-Dec-09,Joint Base Anacostia-Bolling,2009,Cluster 44,9.2,7.9,1
1-Jan-10,31-Dec-10,Joint Base Anacostia-Bolling,2010,Cluster 44,9.8,11,1
1-Jan-11,31-Dec-11,Joint Base Anacostia-Bolling,2011,Cluster 44,6.2,5.4,1
1-Jan-98,31-Dec-98,"Arboretum, Anacostia River",1998,Cluster 46,100,0,1
1-Jan-99,31-Dec-99,"Arboretum, Anacostia River",1999,Cluster 46,.,.,1
1-Jan-00,31-Dec-00,"Arboretum, Anacostia River",2000,Cluster 46,0,0,1
1-Jan-01,31-Dec-01,"Arboretum, Anacostia River",2001,Cluster 46,0,0,1
1-Jan-02,31-Dec-02,"Arboretum, Anacostia River",2002,Cluster 46,0,0,1
1-Jan-03,31-Dec-03,"Arboretum, Anacostia River",2003,Cluster 46,0,33,1
1-Jan-04,31-Dec-04,"Arboretum, Anacostia River",2004,Cluster 46,33,33,1
1-Jan-05,31-Dec-05,"Arboretum, Anacostia River",2005,Cluster 46,.,.,1
1-Jan-06,31-Dec-06,"Arboretum, Anacostia River",2006,Cluster 46,.,.,1
1-Jan-07,31-Dec-07,"Arboretum, Anacostia River",2007,Cluster 46,0,100,1
1-Jan-08,31-Dec-08,"Arboretum, Anacostia River",2008,Cluster 46,.,.,1
1-Jan-09,31-Dec-09,"Arboretum, Anacostia River",2009,Cluster 46,.,.,1
1-Jan-10,31-Dec-10,"Arboretum, Anacostia River",2010,Cluster 46,14,6.1,1
1-Jan-11,31-Dec-11,"Arboretum, Anacostia River",2011,Cluster 46,9,7.5,1
