"start_date","end_date","psa2012","timeframe","psa2012_nf","Pct_births_low_wt","Pct_births_teen","indc"
"01JAN2016","31DEC2016","PSA 404",2016,404,11,4.0,1
"01JAN2003","31DEC2003","PSA 405",2003,405,12,8.2,1
"01JAN2004","31DEC2004","PSA 405",2004,405,8.6,6.8,1
"01JAN2005","31DEC2005","PSA 405",2005,405,12,9.8,1
"01JAN2006","31DEC2006","PSA 405",2006,405,12,15,1
"01JAN2007","31DEC2007","PSA 405",2007,405,16,8.9,1
"01JAN2008","31DEC2008","PSA 405",2008,405,11,13,1
"01JAN2009","31DEC2009","PSA 405",2009,405,6.2,12,1
"01JAN2010","31DEC2010","PSA 405",2010,405,7.7,8.6,1
"01JAN2011","31DEC2011","PSA 405",2011,405,5.7,11,1
"01JAN2012","31DEC2012","PSA 405",2012,405,5.0,8.0,1
"01JAN2013","31DEC2013","PSA 405",2013,405,9.8,8.9,1
"01JAN2014","31DEC2014","PSA 405",2014,405,8.2,4.6,1
"01JAN2015","31DEC2015","PSA 405",2015,405,11,5.1,1
"01JAN2016","31DEC2016","PSA 405",2016,405,8.4,2.8,1
"01JAN2003","31DEC2003","PSA 406",2003,406,15,7.6,1
"01JAN2004","31DEC2004","PSA 406",2004,406,11,12,1
"01JAN2005","31DEC2005","PSA 406",2005,406,11,2.1,1
"01JAN2006","31DEC2006","PSA 406",2006,406,13,11,1
"01JAN2007","31DEC2007","PSA 406",2007,406,13,9.2,1
"01JAN2008","31DEC2008","PSA 406",2008,406,10,9.5,1
"01JAN2009","31DEC2009","PSA 406",2009,406,8.6,11,1
"01JAN2010","31DEC2010","PSA 406",2010,406,9.1,16,1
"01JAN2011","31DEC2011","PSA 406",2011,406,11,11,1
"01JAN2012","31DEC2012","PSA 406",2012,406,7.4,6.0,1
"01JAN2013","31DEC2013","PSA 406",2013,406,11,3.0,1
"01JAN2014","31DEC2014","PSA 406",2014,406,8.4,5.8,1
"01JAN2015","31DEC2015","PSA 406",2015,406,9.0,6.0,1
"01JAN2016","31DEC2016","PSA 406",2016,406,8.6,5.9,1
"01JAN2003","31DEC2003","PSA 407",2003,407,9.9,16,1
"01JAN2004","31DEC2004","PSA 407",2004,407,7.6,16,1
"01JAN2005","31DEC2005","PSA 407",2005,407,11,11,1
"01JAN2006","31DEC2006","PSA 407",2006,407,12,14,1
"01JAN2007","31DEC2007","PSA 407",2007,407,8.4,14,1
"01JAN2008","31DEC2008","PSA 407",2008,407,8.9,12,1
"01JAN2009","31DEC2009","PSA 407",2009,407,8.1,14,1
"01JAN2010","31DEC2010","PSA 407",2010,407,12,11,1
"01JAN2011","31DEC2011","PSA 407",2011,407,9.6,11,1
"01JAN2012","31DEC2012","PSA 407",2012,407,7.5,7.1,1
"01JAN2013","31DEC2013","PSA 407",2013,407,9.8,6.6,1
"01JAN2014","31DEC2014","PSA 407",2014,407,8.6,6.4,1
"01JAN2015","31DEC2015","PSA 407",2015,407,8.7,4.4,1
"01JAN2016","31DEC2016","PSA 407",2016,407,11,4.0,1
"01JAN2003","31DEC2003","PSA 408",2003,408,7.2,10,1
"01JAN2004","31DEC2004","PSA 408",2004,408,11,11,1
"01JAN2005","31DEC2005","PSA 408",2005,408,11,12,1
"01JAN2006","31DEC2006","PSA 408",2006,408,9.4,11,1
"01JAN2007","31DEC2007","PSA 408",2007,408,8.5,15,1
"01JAN2008","31DEC2008","PSA 408",2008,408,4.5,9.9,1
"01JAN2009","31DEC2009","PSA 408",2009,408,5.7,10,1
"01JAN2010","31DEC2010","PSA 408",2010,408,8.9,8.9,1
"01JAN2011","31DEC2011","PSA 408",2011,408,7.3,8.4,1
"01JAN2012","31DEC2012","PSA 408",2012,408,7.9,5.6,1
"01JAN2013","31DEC2013","PSA 408",2013,408,7.5,8.9,1
"01JAN2014","31DEC2014","PSA 408",2014,408,7.1,3.9,1
"01JAN2015","31DEC2015","PSA 408",2015,408,6.0,4.0,1
"01JAN2016","31DEC2016","PSA 408",2016,408,6.8,2.7,1
"01JAN2003","31DEC2003","PSA 409",2003,409,5.3,16,1
"01JAN2004","31DEC2004","PSA 409",2004,409,10,11,1
"01JAN2005","31DEC2005","PSA 409",2005,409,5.4,19,1
"01JAN2006","31DEC2006","PSA 409",2006,409,12,13,1
"01JAN2007","31DEC2007","PSA 409",2007,409,11,17,1
"01JAN2008","31DEC2008","PSA 409",2008,409,9.1,12,1
"01JAN2009","31DEC2009","PSA 409",2009,409,8.3,5.3,1
"01JAN2010","31DEC2010","PSA 409",2010,409,8.2,12,1
"01JAN2011","31DEC2011","PSA 409",2011,409,5.3,12,1
"01JAN2012","31DEC2012","PSA 409",2012,409,12,4.8,1
"01JAN2013","31DEC2013","PSA 409",2013,409,9.6,12,1
"01JAN2014","31DEC2014","PSA 409",2014,409,5.5,8.2,1
"01JAN2015","31DEC2015","PSA 409",2015,409,11,4.0,1
"01JAN2016","31DEC2016","PSA 409",2016,409,12,5.5,1
"01JAN2003","31DEC2003","PSA 501",2003,501,13,18,1
"01JAN2004","31DEC2004","PSA 501",2004,501,8.5,12,1
"01JAN2005","31DEC2005","PSA 501",2005,501,12,13,1
"01JAN2006","31DEC2006","PSA 501",2006,501,12,16,1
"01JAN2007","31DEC2007","PSA 501",2007,501,18,12,1
"01JAN2008","31DEC2008","PSA 501",2008,501,5.1,17,1
"01JAN2009","31DEC2009","PSA 501",2009,501,8.1,9.5,1
"01JAN2010","31DEC2010","PSA 501",2010,501,5.8,12,1
"01JAN2011","31DEC2011","PSA 501",2011,501,7.8,6.3,1
"01JAN2012","31DEC2012","PSA 501",2012,501,5.4,4.1,1
"01JAN2013","31DEC2013","PSA 501",2013,501,5.8,5.8,1
"01JAN2014","31DEC2014","PSA 501",2014,501,7.5,1.3,1
"01JAN2015","31DEC2015","PSA 501",2015,501,11,0.0,1
"01JAN2016","31DEC2016","PSA 501",2016,501,3.2,3.2,1
"01JAN2003","31DEC2003","PSA 502",2003,502,7.4,20,1
"01JAN2004","31DEC2004","PSA 502",2004,502,12,15,1
"01JAN2005","31DEC2005","PSA 502",2005,502,8.0,15,1
"01JAN2006","31DEC2006","PSA 502",2006,502,14,15,1
"01JAN2007","31DEC2007","PSA 502",2007,502,12,11,1
"01JAN2008","31DEC2008","PSA 502",2008,502,7.6,15,1
"01JAN2009","31DEC2009","PSA 502",2009,502,10,17,1
"01JAN2010","31DEC2010","PSA 502",2010,502,11,14,1
"01JAN2011","31DEC2011","PSA 502",2011,502,11,7.6,1
"01JAN2012","31DEC2012","PSA 502",2012,502,10,10,1
"01JAN2013","31DEC2013","PSA 502",2013,502,9.0,4.8,1
"01JAN2014","31DEC2014","PSA 502",2014,502,12,5.9,1
"01JAN2015","31DEC2015","PSA 502",2015,502,9.5,5.7,1
"01JAN2016","31DEC2016","PSA 502",2016,502,7.8,3.4,1
"01JAN2003","31DEC2003","PSA 503",2003,503,8.9,8.9,1
"01JAN2004","31DEC2004","PSA 503",2004,503,9.0,16,1
"01JAN2005","31DEC2005","PSA 503",2005,503,19,14,1
"01JAN2006","31DEC2006","PSA 503",2006,503,16,12,1
"01JAN2007","31DEC2007","PSA 503",2007,503,11,11,1
"01JAN2008","31DEC2008","PSA 503",2008,503,12,8.8,1
"01JAN2009","31DEC2009","PSA 503",2009,503,6.1,6.9,1
"01JAN2010","31DEC2010","PSA 503",2010,503,11,7.6,1
"01JAN2011","31DEC2011","PSA 503",2011,503,7.0,7.8,1
"01JAN2012","31DEC2012","PSA 503",2012,503,7.1,7.9,1
"01JAN2013","31DEC2013","PSA 503",2013,503,9.6,5.1,1
"01JAN2014","31DEC2014","PSA 503",2014,503,14,5.9,1
"01JAN2015","31DEC2015","PSA 503",2015,503,9.9,4.3,1
"01JAN2016","31DEC2016","PSA 503",2016,503,9.7,1.7,1
"01JAN2003","31DEC2003","PSA 504",2003,504,6.3,1.6,1
"01JAN2004","31DEC2004","PSA 504",2004,504,6.8,15,1
"01JAN2005","31DEC2005","PSA 504",2005,504,18,11,1
"01JAN2006","31DEC2006","PSA 504",2006,504,9.6,7.2,1
"01JAN2007","31DEC2007","PSA 504",2007,504,4.1,8.2,1
"01JAN2008","31DEC2008","PSA 504",2008,504,10,9.3,1
"01JAN2009","31DEC2009","PSA 504",2009,504,2.5,6.7,1
"01JAN2010","31DEC2010","PSA 504",2010,504,10,5.1,1
"01JAN2011","31DEC2011","PSA 504",2011,504,12,10,1
"01JAN2012","31DEC2012","PSA 504",2012,504,6.3,7.3,1
"01JAN2013","31DEC2013","PSA 504",2013,504,6.5,3.3,1
"01JAN2014","31DEC2014","PSA 504",2014,504,7.7,5.4,1
"01JAN2015","31DEC2015","PSA 504",2015,504,9.6,2.6,1
"01JAN2016","31DEC2016","PSA 504",2016,504,9.0,3.6,1
"01JAN2003","31DEC2003","PSA 505",2003,505,12,20,1
"01JAN2004","31DEC2004","PSA 505",2004,505,15,19,1
"01JAN2005","31DEC2005","PSA 505",2005,505,14,22,1
"01JAN2006","31DEC2006","PSA 505",2006,505,19,19,1
"01JAN2007","31DEC2007","PSA 505",2007,505,15,24,1
"01JAN2008","31DEC2008","PSA 505",2008,505,17,35,1
"01JAN2009","31DEC2009","PSA 505",2009,505,18,26,1
"01JAN2010","31DEC2010","PSA 505",2010,505,19,25,1
"01JAN2011","31DEC2011","PSA 505",2011,505,20,16,1
"01JAN2012","31DEC2012","PSA 505",2012,505,16,17,1
"01JAN2013","31DEC2013","PSA 505",2013,505,12,8.9,1
"01JAN2014","31DEC2014","PSA 505",2014,505,16,14,1
"01JAN2015","31DEC2015","PSA 505",2015,505,12,11,1
"01JAN2016","31DEC2016","PSA 505",2016,505,20,8.4,1
"01JAN2003","31DEC2003","PSA 506",2003,506,17,21,1
"01JAN2004","31DEC2004","PSA 506",2004,506,15,15,1
"01JAN2005","31DEC2005","PSA 506",2005,506,16,17,1
"01JAN2006","31DEC2006","PSA 506",2006,506,16,25,1
"01JAN2007","31DEC2007","PSA 506",2007,506,12,17,1
"01JAN2008","31DEC2008","PSA 506",2008,506,15,22,1
"01JAN2009","31DEC2009","PSA 506",2009,506,12,15,1
"01JAN2010","31DEC2010","PSA 506",2010,506,11,16,1
"01JAN2011","31DEC2011","PSA 506",2011,506,10,13,1
"01JAN2012","31DEC2012","PSA 506",2012,506,11,15,1
"01JAN2013","31DEC2013","PSA 506",2013,506,11,12,1
"01JAN2014","31DEC2014","PSA 506",2014,506,12,6.9,1
"01JAN2015","31DEC2015","PSA 506",2015,506,9.9,11,1
"01JAN2016","31DEC2016","PSA 506",2016,506,8.8,4.7,1
"01JAN2003","31DEC2003","PSA 507",2003,507,13,18,1
"01JAN2004","31DEC2004","PSA 507",2004,507,17,19,1
"01JAN2005","31DEC2005","PSA 507",2005,507,12,15,1
"01JAN2006","31DEC2006","PSA 507",2006,507,15,18,1
"01JAN2007","31DEC2007","PSA 507",2007,507,16,18,1
"01JAN2008","31DEC2008","PSA 507",2008,507,14,19,1
"01JAN2009","31DEC2009","PSA 507",2009,507,14,20,1
"01JAN2010","31DEC2010","PSA 507",2010,507,14,15,1
"01JAN2011","31DEC2011","PSA 507",2011,507,18,20,1
"01JAN2012","31DEC2012","PSA 507",2012,507,14,13,1
"01JAN2013","31DEC2013","PSA 507",2013,507,15,9.3,1
"01JAN2014","31DEC2014","PSA 507",2014,507,8.1,10,1
"01JAN2015","31DEC2015","PSA 507",2015,507,11,7.1,1
"01JAN2016","31DEC2016","PSA 507",2016,507,14,3.7,1
"01JAN2003","31DEC2003","PSA 601",2003,601,12,17,1
"01JAN2004","31DEC2004","PSA 601",2004,601,13,27,1
"01JAN2005","31DEC2005","PSA 601",2005,601,17,24,1
"01JAN2006","31DEC2006","PSA 601",2006,601,14,20,1
"01JAN2007","31DEC2007","PSA 601",2007,601,12,26,1
"01JAN2008","31DEC2008","PSA 601",2008,601,18,20,1
"01JAN2009","31DEC2009","PSA 601",2009,601,21,30,1
"01JAN2010","31DEC2010","PSA 601",2010,601,8.2,23,1
"01JAN2011","31DEC2011","PSA 601",2011,601,9.4,20,1
"01JAN2012","31DEC2012","PSA 601",2012,601,14,18,1
"01JAN2013","31DEC2013","PSA 601",2013,601,14,15,1
"01JAN2014","31DEC2014","PSA 601",2014,601,15,17,1
"01JAN2015","31DEC2015","PSA 601",2015,601,13,7.0,1
"01JAN2016","31DEC2016","PSA 601",2016,601,15,8.8,1
"01JAN2003","31DEC2003","PSA 602",2003,602,15,21,1
"01JAN2004","31DEC2004","PSA 602",2004,602,15,18,1
"01JAN2005","31DEC2005","PSA 602",2005,602,12,10,1
"01JAN2006","31DEC2006","PSA 602",2006,602,14,24,1
"01JAN2007","31DEC2007","PSA 602",2007,602,13,19,1
"01JAN2008","31DEC2008","PSA 602",2008,602,13,22,1
"01JAN2009","31DEC2009","PSA 602",2009,602,13,26,1
"01JAN2010","31DEC2010","PSA 602",2010,602,9.7,24,1
"01JAN2011","31DEC2011","PSA 602",2011,602,13,19,1
"01JAN2012","31DEC2012","PSA 602",2012,602,15,16,1
"01JAN2013","31DEC2013","PSA 602",2013,602,11,15,1
"01JAN2014","31DEC2014","PSA 602",2014,602,14,11,1
"01JAN2015","31DEC2015","PSA 602",2015,602,16,12,1
"01JAN2016","31DEC2016","PSA 602",2016,602,13,9.9,1
"01JAN2003","31DEC2003","PSA 603",2003,603,16,21,1
"01JAN2004","31DEC2004","PSA 603",2004,603,13,21,1
"01JAN2005","31DEC2005","PSA 603",2005,603,16,16,1
"01JAN2006","31DEC2006","PSA 603",2006,603,11,20,1
"01JAN2007","31DEC2007","PSA 603",2007,603,15,15,1
"01JAN2008","31DEC2008","PSA 603",2008,603,8.8,18,1
"01JAN2009","31DEC2009","PSA 603",2009,603,11,22,1
"01JAN2010","31DEC2010","PSA 603",2010,603,12,15,1
"01JAN2011","31DEC2011","PSA 603",2011,603,13,21,1
"01JAN2012","31DEC2012","PSA 603",2012,603,16,18,1
"01JAN2013","31DEC2013","PSA 603",2013,603,11,13,1
"01JAN2014","31DEC2014","PSA 603",2014,603,16,8.3,1
"01JAN2015","31DEC2015","PSA 603",2015,603,9.1,10,1
"01JAN2016","31DEC2016","PSA 603",2016,603,16,5.9,1
"01JAN2003","31DEC2003","PSA 604",2003,604,18,21,1
"01JAN2004","31DEC2004","PSA 604",2004,604,15,22,1
"01JAN2005","31DEC2005","PSA 604",2005,604,13,23,1
"01JAN2006","31DEC2006","PSA 604",2006,604,14,21,1
"01JAN2007","31DEC2007","PSA 604",2007,604,15,19,1
"01JAN2008","31DEC2008","PSA 604",2008,604,18,19,1
"01JAN2009","31DEC2009","PSA 604",2009,604,14,20,1
"01JAN2010","31DEC2010","PSA 604",2010,604,15,18,1
"01JAN2011","31DEC2011","PSA 604",2011,604,17,15,1
"01JAN2012","31DEC2012","PSA 604",2012,604,13,18,1
"01JAN2013","31DEC2013","PSA 604",2013,604,15,11,1
"01JAN2014","31DEC2014","PSA 604",2014,604,13,11,1
"01JAN2015","31DEC2015","PSA 604",2015,604,14,12,1
"01JAN2016","31DEC2016","PSA 604",2016,604,13,7.8,1
"01JAN2003","31DEC2003","PSA 605",2003,605,14,14,1
"01JAN2004","31DEC2004","PSA 605",2004,605,13,13,1
"01JAN2005","31DEC2005","PSA 605",2005,605,18,22,1
"01JAN2006","31DEC2006","PSA 605",2006,605,20,18,1
"01JAN2007","31DEC2007","PSA 605",2007,605,13,22,1
"01JAN2008","31DEC2008","PSA 605",2008,605,13,14,1
"01JAN2009","31DEC2009","PSA 605",2009,605,12,16,1
"01JAN2010","31DEC2010","PSA 605",2010,605,11,21,1
"01JAN2011","31DEC2011","PSA 605",2011,605,11,19,1
"01JAN2012","31DEC2012","PSA 605",2012,605,14,14,1
"01JAN2013","31DEC2013","PSA 605",2013,605,8.8,8.7,1
"01JAN2014","31DEC2014","PSA 605",2014,605,10,11,1
"01JAN2015","31DEC2015","PSA 605",2015,605,15,7.9,1
"01JAN2016","31DEC2016","PSA 605",2016,605,8.1,4.9,1
"01JAN2003","31DEC2003","PSA 606",2003,606,12,14,1
"01JAN2004","31DEC2004","PSA 606",2004,606,14,12,1
"01JAN2005","31DEC2005","PSA 606",2005,606,7.4,4.4,1
"01JAN2006","31DEC2006","PSA 606",2006,606,8.9,10,1
"01JAN2007","31DEC2007","PSA 606",2007,606,14,11,1
"01JAN2008","31DEC2008","PSA 606",2008,606,16,20,1
"01JAN2009","31DEC2009","PSA 606",2009,606,18,13,1
"01JAN2010","31DEC2010","PSA 606",2010,606,14,11,1
"01JAN2011","31DEC2011","PSA 606",2011,606,17,14,1
"01JAN2012","31DEC2012","PSA 606",2012,606,12,16,1
"01JAN2013","31DEC2013","PSA 606",2013,606,20,7.6,1
"01JAN2014","31DEC2014","PSA 606",2014,606,14,5.6,1
"01JAN2015","31DEC2015","PSA 606",2015,606,18,6.5,1
"01JAN2016","31DEC2016","PSA 606",2016,606,2.6,7.9,1
"01JAN2003","31DEC2003","PSA 607",2003,607,11,17,1
"01JAN2004","31DEC2004","PSA 607",2004,607,8.2,20,1
"01JAN2005","31DEC2005","PSA 607",2005,607,10,21,1
"01JAN2006","31DEC2006","PSA 607",2006,607,16,16,1
"01JAN2007","31DEC2007","PSA 607",2007,607,11,21,1
"01JAN2008","31DEC2008","PSA 607",2008,607,14,18,1
"01JAN2009","31DEC2009","PSA 607",2009,607,11,22,1
"01JAN2010","31DEC2010","PSA 607",2010,607,15,20,1
"01JAN2011","31DEC2011","PSA 607",2011,607,17,17,1
"01JAN2012","31DEC2012","PSA 607",2012,607,19,17,1
"01JAN2013","31DEC2013","PSA 607",2013,607,9.4,14,1
"01JAN2014","31DEC2014","PSA 607",2014,607,9.4,9.4,1
"01JAN2015","31DEC2015","PSA 607",2015,607,9.9,8.0,1
"01JAN2016","31DEC2016","PSA 607",2016,607,18,8.1,1
"01JAN2003","31DEC2003","PSA 608",2003,608,15,20,1
"01JAN2004","31DEC2004","PSA 608",2004,608,20,13,1
"01JAN2005","31DEC2005","PSA 608",2005,608,14,25,1
"01JAN2006","31DEC2006","PSA 608",2006,608,11,22,1
"01JAN2007","31DEC2007","PSA 608",2007,608,16,23,1
"01JAN2008","31DEC2008","PSA 608",2008,608,13,18,1
"01JAN2009","31DEC2009","PSA 608",2009,608,12,33,1
"01JAN2010","31DEC2010","PSA 608",2010,608,14,22,1
"01JAN2011","31DEC2011","PSA 608",2011,608,15,24,1
"01JAN2012","31DEC2012","PSA 608",2012,608,15,18,1
"01JAN2013","31DEC2013","PSA 608",2013,608,17,16,1
"01JAN2014","31DEC2014","PSA 608",2014,608,13,18,1
"01JAN2015","31DEC2015","PSA 608",2015,608,12,13,1
"01JAN2016","31DEC2016","PSA 608",2016,608,15,11,1
"01JAN2003","31DEC2003","PSA 701",2003,701,12,15,1
"01JAN2004","31DEC2004","PSA 701",2004,701,20,16,1
"01JAN2005","31DEC2005","PSA 701",2005,701,16,17,1
"01JAN2006","31DEC2006","PSA 701",2006,701,16,20,1
"01JAN2007","31DEC2007","PSA 701",2007,701,17,24,1
"01JAN2008","31DEC2008","PSA 701",2008,701,20,17,1
"01JAN2009","31DEC2009","PSA 701",2009,701,14,22,1
"01JAN2010","31DEC2010","PSA 701",2010,701,15,16,1
"01JAN2011","31DEC2011","PSA 701",2011,701,13,17,1
"01JAN2012","31DEC2012","PSA 701",2012,701,9.8,17,1
"01JAN2013","31DEC2013","PSA 701",2013,701,12,13,1
"01JAN2014","31DEC2014","PSA 701",2014,701,18,11,1
"01JAN2015","31DEC2015","PSA 701",2015,701,13,11,1
"01JAN2016","31DEC2016","PSA 701",2016,701,19,12,1
"01JAN2003","31DEC2003","PSA 702",2003,702,17,17,1
"01JAN2004","31DEC2004","PSA 702",2004,702,14,19,1
"01JAN2005","31DEC2005","PSA 702",2005,702,12,14,1
"01JAN2006","31DEC2006","PSA 702",2006,702,24,20,1
"01JAN2007","31DEC2007","PSA 702",2007,702,13,19,1
"01JAN2008","31DEC2008","PSA 702",2008,702,13,21,1
"01JAN2009","31DEC2009","PSA 702",2009,702,12,24,1
"01JAN2010","31DEC2010","PSA 702",2010,702,12,21,1
"01JAN2011","31DEC2011","PSA 702",2011,702,17,22,1
"01JAN2012","31DEC2012","PSA 702",2012,702,12,17,1
"01JAN2013","31DEC2013","PSA 702",2013,702,13,17,1
"01JAN2014","31DEC2014","PSA 702",2014,702,13,14,1
"01JAN2015","31DEC2015","PSA 702",2015,702,12,12,1
"01JAN2016","31DEC2016","PSA 702",2016,702,15,8.0,1
"01JAN2003","31DEC2003","PSA 703",2003,703,15,24,1
"01JAN2004","31DEC2004","PSA 703",2004,703,18,21,1
"01JAN2005","31DEC2005","PSA 703",2005,703,12,24,1
"01JAN2006","31DEC2006","PSA 703",2006,703,12,22,1
"01JAN2007","31DEC2007","PSA 703",2007,703,14,18,1
"01JAN2008","31DEC2008","PSA 703",2008,703,12,19,1
"01JAN2009","31DEC2009","PSA 703",2009,703,20,19,1
"01JAN2010","31DEC2010","PSA 703",2010,703,16,22,1
"01JAN2011","31DEC2011","PSA 703",2011,703,17,23,1
"01JAN2012","31DEC2012","PSA 703",2012,703,13,18,1
"01JAN2013","31DEC2013","PSA 703",2013,703,8.8,15,1
"01JAN2014","31DEC2014","PSA 703",2014,703,17,17,1
"01JAN2015","31DEC2015","PSA 703",2015,703,12,11,1
"01JAN2016","31DEC2016","PSA 703",2016,703,12,11,1
"01JAN2003","31DEC2003","PSA 704",2003,704,18,13,1
"01JAN2004","31DEC2004","PSA 704",2004,704,14,14,1
"01JAN2005","31DEC2005","PSA 704",2005,704,13,16,1
"01JAN2006","31DEC2006","PSA 704",2006,704,15,22,1
"01JAN2007","31DEC2007","PSA 704",2007,704,15,23,1
"01JAN2008","31DEC2008","PSA 704",2008,704,14,23,1
"01JAN2009","31DEC2009","PSA 704",2009,704,11,19,1
"01JAN2010","31DEC2010","PSA 704",2010,704,15,15,1
"01JAN2011","31DEC2011","PSA 704",2011,704,13,21,1
"01JAN2012","31DEC2012","PSA 704",2012,704,8.5,17,1
"01JAN2013","31DEC2013","PSA 704",2013,704,9.4,14,1
"01JAN2014","31DEC2014","PSA 704",2014,704,14,12,1
"01JAN2015","31DEC2015","PSA 704",2015,704,22,9.9,1
"01JAN2016","31DEC2016","PSA 704",2016,704,12,11,1
"01JAN2003","31DEC2003","PSA 705",2003,705,17,22,1
"01JAN2004","31DEC2004","PSA 705",2004,705,13,20,1
"01JAN2005","31DEC2005","PSA 705",2005,705,15,20,1
"01JAN2006","31DEC2006","PSA 705",2006,705,15,18,1
"01JAN2007","31DEC2007","PSA 705",2007,705,16,19,1
"01JAN2008","31DEC2008","PSA 705",2008,705,8.7,22,1
"01JAN2009","31DEC2009","PSA 705",2009,705,12,28,1
"01JAN2010","31DEC2010","PSA 705",2010,705,8.7,23,1
"01JAN2011","31DEC2011","PSA 705",2011,705,7.9,14,1
"01JAN2012","31DEC2012","PSA 705",2012,705,13,13,1
"01JAN2013","31DEC2013","PSA 705",2013,705,22,16,1
"01JAN2014","31DEC2014","PSA 705",2014,705,10,13,1
"01JAN2015","31DEC2015","PSA 705",2015,705,15,8.9,1
"01JAN2016","31DEC2016","PSA 705",2016,705,16,8.3,1
"01JAN2003","31DEC2003","PSA 706",2003,706,16,22,1
"01JAN2004","31DEC2004","PSA 706",2004,706,16,17,1
"01JAN2005","31DEC2005","PSA 706",2005,706,14,14,1
"01JAN2006","31DEC2006","PSA 706",2006,706,12,17,1
"01JAN2007","31DEC2007","PSA 706",2007,706,13,23,1
"01JAN2008","31DEC2008","PSA 706",2008,706,16,18,1
"01JAN2009","31DEC2009","PSA 706",2009,706,19,19,1
"01JAN2010","31DEC2010","PSA 706",2010,706,10,24,1
"01JAN2011","31DEC2011","PSA 706",2011,706,13,20,1
"01JAN2012","31DEC2012","PSA 706",2012,706,9.0,22,1
"01JAN2013","31DEC2013","PSA 706",2013,706,11,13,1
"01JAN2014","31DEC2014","PSA 706",2014,706,12,12,1
"01JAN2015","31DEC2015","PSA 706",2015,706,14,9.2,1
"01JAN2016","31DEC2016","PSA 706",2016,706,14,14,1
"01JAN2003","31DEC2003","PSA 707",2003,707,11,17,1
"01JAN2004","31DEC2004","PSA 707",2004,707,7.3,9.6,1
"01JAN2005","31DEC2005","PSA 707",2005,707,9.4,17,1
"01JAN2006","31DEC2006","PSA 707",2006,707,13,11,1
"01JAN2007","31DEC2007","PSA 707",2007,707,11,15,1
"01JAN2008","31DEC2008","PSA 707",2008,707,11,22,1
"01JAN2009","31DEC2009","PSA 707",2009,707,14,14,1
"01JAN2010","31DEC2010","PSA 707",2010,707,14,14,1
"01JAN2011","31DEC2011","PSA 707",2011,707,9.0,12,1
"01JAN2012","31DEC2012","PSA 707",2012,707,10.0,10.0,1
"01JAN2013","31DEC2013","PSA 707",2013,707,9.4,12,1
"01JAN2014","31DEC2014","PSA 707",2014,707,11,5.4,1
"01JAN2015","31DEC2015","PSA 707",2015,707,9.1,3.5,1
"01JAN2016","31DEC2016","PSA 707",2016,707,9.9,6.6,1
"01JAN2003","31DEC2003","PSA 708",2003,708,12,16,1
"01JAN2004","31DEC2004","PSA 708",2004,708,13,13,1
"01JAN2005","31DEC2005","PSA 708",2005,708,11,15,1
"01JAN2006","31DEC2006","PSA 708",2006,708,14,13,1
"01JAN2007","31DEC2007","PSA 708",2007,708,15,14,1
"01JAN2008","31DEC2008","PSA 708",2008,708,17,17,1
"01JAN2009","31DEC2009","PSA 708",2009,708,12,19,1
"01JAN2010","31DEC2010","PSA 708",2010,708,10,16,1
"01JAN2011","31DEC2011","PSA 708",2011,708,11,16,1
"01JAN2012","31DEC2012","PSA 708",2012,708,14,13,1
"01JAN2013","31DEC2013","PSA 708",2013,708,12,14,1
"01JAN2014","31DEC2014","PSA 708",2014,708,16,8.8,1
"01JAN2015","31DEC2015","PSA 708",2015,708,18,9.9,1
"01JAN2016","31DEC2016","PSA 708",2016,708,12,9.0,1

