"timeframe","geo2010","geo2010_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client","ucounty"
1990,"DC Tract 8.02",11001000802,"01JAN1990","31DEC1990",9.6,9.8,3.0,207279,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 9.01",11001000901,"01JAN1990","31DEC1990",4.7,1.9,0.0,366155,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 9.02",11001000902,"01JAN1990","31DEC1990",4.7,0.0,7.2,245125,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 10.01",11001001001,"01JAN1990","31DEC1990",7.2,2.6,5.2,185792,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 10.02",11001001002,"01JAN1990","31DEC1990",8.1,0.0,5.7,143396,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 11",11001001100,"01JAN1990","31DEC1990",5.5,1.1,7.9,249403,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 12",11001001200,"01JAN1990","31DEC1990",5.1,0.0,3.0,175750,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 13.01",11001001301,"01JAN1990","31DEC1990",5.3,0.0,5.7,313128,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 13.02",11001001302,"01JAN1990","31DEC1990",2.8,0.0,3.1,195395,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 14.01",11001001401,"01JAN1990","31DEC1990",3.5,1.1,2.9,215990,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 14.02",11001001402,"01JAN1990","31DEC1990",6.6,0.0,21,177003,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 15",11001001500,"01JAN1990","31DEC1990",2.2,1.2,3.8,200017,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 16",11001001600,"01JAN1990","31DEC1990",2.4,0.0,3.8,200886,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 17.02",11001001702,"01JAN1990","31DEC1990",4.3,5.4,3.9,106558,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 18.03",11001001803,"01JAN1990","31DEC1990",9.0,12,16,97170,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 18.04",11001001804,"01JAN1990","31DEC1990",9.5,9.8,11,84850,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 19.01",11001001901,"01JAN1990","31DEC1990",6.0,5.9,7.6,107900,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 19.02",11001001902,"01JAN1990","31DEC1990",6.5,8.1,11,98982,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 20.01",11001002001,"01JAN1990","31DEC1990",15,21,23,107874,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 20.02",11001002002,"01JAN1990","31DEC1990",7.1,7.0,16,98562,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 21.01",11001002101,"01JAN1990","31DEC1990",14,24,15,71306,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 21.02",11001002102,"01JAN1990","31DEC1990",6.8,6.3,12,87389,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 22.01",11001002201,"01JAN1990","31DEC1990",9.9,12,17,88831,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 22.02",11001002202,"01JAN1990","31DEC1990",11,16,16,76008,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 23.01",11001002301,"01JAN1990","31DEC1990",9.1,7.8,22,89561,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 23.02",11001002302,"01JAN1990","31DEC1990",15,17,31,95476,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 24",11001002400,"01JAN1990","31DEC1990",9.0,3.9,12,83782,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 25.01",11001002501,"01JAN1990","31DEC1990",7.8,1.9,14,88177,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 25.02",11001002502,"01JAN1990","31DEC1990",16,20,14,69441,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 26",11001002600,"01JAN1990","31DEC1990",6.4,2.3,5.1,200803,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 27.01",11001002701,"01JAN1990","31DEC1990",14,24,7.4,97708,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 27.02",11001002702,"01JAN1990","31DEC1990",15,20,31,78627,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 28.01",11001002801,"01JAN1990","31DEC1990",24,27,40,56065,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 28.02",11001002802,"01JAN1990","31DEC1990",33,41,50,46845,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 29",11001002900,"01JAN1990","31DEC1990",12,10,17,63886,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 30",11001003000,"01JAN1990","31DEC1990",31,48,49,72286,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 31",11001003100,"01JAN1990","31DEC1990",23,23,20,59259,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 32",11001003200,"01JAN1990","31DEC1990",19,23,17,62709,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 33.01",11001003301,"01JAN1990","31DEC1990",14,8.5,12,88902,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 33.02",11001003302,"01JAN1990","31DEC1990",19,24,20,75799,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 34",11001003400,"01JAN1990","31DEC1990",30,27,38,52820,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 35",11001003500,"01JAN1990","31DEC1990",31,38,38,55940,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 36",11001003600,"01JAN1990","31DEC1990",45,70,41,43929,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 37",11001003700,"01JAN1990","31DEC1990",29,33,44,52418,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 38",11001003800,"01JAN1990","31DEC1990",18,35,25,58931,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 39",11001003900,"01JAN1990","31DEC1990",11,9.6,5.4,89854,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 40.01",11001004001,"01JAN1990","31DEC1990",5.7,6.8,13,199765,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 40.02",11001004002,"01JAN1990","31DEC1990",8.2,22,13,89819,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 41",11001004100,"01JAN1990","31DEC1990",4.9,4.8,1.5,280929,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 42.01",11001004201,"01JAN1990","31DEC1990",8.1,13,34,109983,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 42.02",11001004202,"01JAN1990","31DEC1990",11,2.7,12,151254,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 43",11001004300,"01JAN1990","31DEC1990",21,28,33,85570,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 44",11001004400,"01JAN1990","31DEC1990",16,21,18,70520,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 46",11001004600,"01JAN1990","31DEC1990",18,22,19,73342,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 47.01",11001004701,"01JAN1990","31DEC1990",40,42,60,42386,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 47.02",11001004702,"01JAN1990","31DEC1990",40,42,60,42386,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 48.01",11001004801,"01JAN1990","31DEC1990",36,37,52,82687,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 48.02",11001004802,"01JAN1990","31DEC1990",18,15,31,59315,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 49.01",11001004901,"01JAN1990","31DEC1990",34,48,51,45600,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 49.02",11001004902,"01JAN1990","31DEC1990",26,34,47,46631,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 50.01",11001005001,"01JAN1990","31DEC1990",28,22,44,69105,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 50.02",11001005002,"01JAN1990","31DEC1990",28,22,44,69105,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 52.01",11001005201,"01JAN1990","31DEC1990",17,16,22,100184,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 53.01",11001005301,"01JAN1990","31DEC1990",13,29,12,108097,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 55",11001005500,"01JAN1990","31DEC1990",11,13,3.1,228297,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 56",11001005600,"01JAN1990","31DEC1990",16,0.0,9.4,282254,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 58",11001005800,"01JAN1990","31DEC1990",51,58,70,36020,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 59",11001005900,"01JAN1990","31DEC1990",30,5.9,55,65036,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 64",11001006400,"01JAN1990","31DEC1990",46,61,31,39786,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 65",11001006500,"01JAN1990","31DEC1990",3.7,0.0,0.0,180221,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 66",11001006600,"01JAN1990","31DEC1990",7.4,0.0,3.3,252860,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 67",11001006700,"01JAN1990","31DEC1990",7.4,5.8,18,152470,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 68.01",11001006801,"01JAN1990","31DEC1990",16,25,14,82420,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 68.02",11001006802,"01JAN1990","31DEC1990",13,19,8.9,89114,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 68.04",11001006804,"01JAN1990","31DEC1990",0.0,"i",0.0,109632,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 69",11001006900,"01JAN1990","31DEC1990",16,37,23,90838,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 70",11001007000,"01JAN1990","31DEC1990",8.8,8.5,19,126146,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 71",11001007100,"01JAN1990","31DEC1990",36,53,46,54515,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 72",11001007200,"01JAN1990","31DEC1990",54,63,64,38371,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 73.01",11001007301,"01JAN1990","31DEC1990",7.4,9.3,0.0,72297,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 73.04",11001007304,"01JAN1990","31DEC1990",32,40,28,54591,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.01",11001007401,"01JAN1990","31DEC1990",45,65,42,39878,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.03",11001007403,"01JAN1990","31DEC1990",33,46,37,46784,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.04",11001007404,"01JAN1990","31DEC1990",41,54,62,37963,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.06",11001007406,"01JAN1990","31DEC1990",40,47,35,44736,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.07",11001007407,"01JAN1990","31DEC1990",21,33,7.5,54390,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.08",11001007408,"01JAN1990","31DEC1990",38,50,31,44893,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.09",11001007409,"01JAN1990","31DEC1990",28,34,30,50979,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 75.02",11001007502,"01JAN1990","31DEC1990",34,47,25,48179,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 75.03",11001007503,"01JAN1990","31DEC1990",35,48,27,53027,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 75.04",11001007504,"01JAN1990","31DEC1990",31,40,42,47377,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.01",11001007601,"01JAN1990","31DEC1990",14,17,33,78255,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.03",11001007603,"01JAN1990","31DEC1990",11,11,14,96198,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.04",11001007604,"01JAN1990","31DEC1990",11,25,5.0,85571,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.05",11001007605,"01JAN1990","31DEC1990",12,18,10,73172,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.03",11001007703,"01JAN1990","31DEC1990",28,41,25,51038,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.07",11001007707,"01JAN1990","31DEC1990",11,15,14,79478,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.08",11001007708,"01JAN1990","31DEC1990",20,29,27,57941,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.09",11001007709,"01JAN1990","31DEC1990",14,15,21,67527,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.03",11001007803,"01JAN1990","31DEC1990",17,26,14,67931,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.04",11001007804,"01JAN1990","31DEC1990",36,52,28,62104,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.06",11001007806,"01JAN1990","31DEC1990",21,31,22,57054,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.07",11001007807,"01JAN1990","31DEC1990",19,22,31,70815,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.08",11001007808,"01JAN1990","31DEC1990",38,54,29,52960,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.09",11001007809,"01JAN1990","31DEC1990",14,17,16,56992,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 79.01",11001007901,"01JAN1990","31DEC1990",23,35,22,56345,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 79.03",11001007903,"01JAN1990","31DEC1990",11,11,10,74396,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 80.01",11001008001,"01JAN1990","31DEC1990",10,19,24,83717,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 80.02",11001008002,"01JAN1990","31DEC1990",11,13,24,96196,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 81",11001008100,"01JAN1990","31DEC1990",7.0,8.8,6.6,122458,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 82",11001008200,"01JAN1990","31DEC1990",6.5,5.1,3.8,151383,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 83.01",11001008301,"01JAN1990","31DEC1990",9.6,1.9,29,136164,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 83.02",11001008302,"01JAN1990","31DEC1990",12,24,3.6,139043,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 84.02",11001008402,"01JAN1990","31DEC1990",31,18,39,103063,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 84.10",11001008410,"01JAN1990","31DEC1990",8.4,4.3,13,89154,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 87.01",11001008701,"01JAN1990","31DEC1990",13,3.8,10,74531,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 87.02",11001008702,"01JAN1990","31DEC1990",17,20,22,66195,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 88.02",11001008802,"01JAN1990","31DEC1990",21,27,27,68175,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 88.03",11001008803,"01JAN1990","31DEC1990",28,40,21,45261,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 88.04",11001008804,"01JAN1990","31DEC1990",25,30,25,49841,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 89.03",11001008903,"01JAN1990","31DEC1990",19,24,24,56355,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 89.04",11001008904,"01JAN1990","31DEC1990",27,38,22,51411,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 90",11001009000,"01JAN1990","31DEC1990",22,0.0,44,92030,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 91.02",11001009102,"01JAN1990","31DEC1990",23,32,26,62138,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 92.01",11001009201,"01JAN1990","31DEC1990",11,28,5.8,68175,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 92.03",11001009203,"01JAN1990","31DEC1990",16,21,23,70374,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 92.04",11001009204,"01JAN1990","31DEC1990",29,39,36,73410,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 93.01",11001009301,"01JAN1990","31DEC1990",7.0,6.9,7.4,105556,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 93.02",11001009302,"01JAN1990","31DEC1990",17,22,22,73849,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 94",11001009400,"01JAN1990","31DEC1990",7.6,5.8,8.6,98615,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.01",11001009501,"01JAN1990","31DEC1990",13,6.8,12,73074,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.03",11001009503,"01JAN1990","31DEC1990",3.5,0.0,7.6,127808,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.04",11001009504,"01JAN1990","31DEC1990",7.7,8.1,9.8,105205,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.05",11001009505,"01JAN1990","31DEC1990",6.5,9.8,10,95728,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.07",11001009507,"01JAN1990","31DEC1990",2.8,0.0,10,93044,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.08",11001009508,"01JAN1990","31DEC1990",3.7,4.0,3.5,102127,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.09",11001009509,"01JAN1990","31DEC1990",2.0,1.4,4.0,108841,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.01",11001009601,"01JAN1990","31DEC1990",9.8,5.5,21,95692,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.02",11001009602,"01JAN1990","31DEC1990",33,44,13,37539,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.03",11001009603,"01JAN1990","31DEC1990",11,11,23,73198,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.04",11001009604,"01JAN1990","31DEC1990",9.0,15,13,72505,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 97",11001009700,"01JAN1990","31DEC1990",37,55,8.7,45603,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.01",11001009801,"01JAN1990","31DEC1990",37,52,9.7,43944,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.02",11001009802,"01JAN1990","31DEC1990",34,47,32,47034,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.03",11001009803,"01JAN1990","31DEC1990",21,29,22,54212,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.04",11001009804,"01JAN1990","31DEC1990",21,31,5.3,59395,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.07",11001009807,"01JAN1990","31DEC1990",13,18,8.1,72758,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.10",11001009810,"01JAN1990","31DEC1990",31,38,41,46312,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.11",11001009811,"01JAN1990","31DEC1990",31,38,41,46312,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.01",11001009901,"01JAN1990","31DEC1990",4.7,5.5,5.4,117153,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.02",11001009902,"01JAN1990","31DEC1990",5.8,8.6,12,101036,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.03",11001009903,"01JAN1990","31DEC1990",33,41,45,54263,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.04",11001009904,"01JAN1990","31DEC1990",28,47,5.4,54286,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.05",11001009905,"01JAN1990","31DEC1990",20,35,14,61756,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.06",11001009906,"01JAN1990","31DEC1990",17,19,3.4,59747,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.07",11001009907,"01JAN1990","31DEC1990",32,53,4.8,51954,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 101",11001010100,"01JAN1990","31DEC1990",13,13,8.2,62463,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 102",11001010200,"01JAN1990","31DEC1990",5.8,0.0,6.5,134890,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 103",11001010300,"01JAN1990","31DEC1990",9.5,6.9,9.9,116178,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 104",11001010400,"01JAN1990","31DEC1990",20,31,13,66986,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 105",11001010500,"01JAN1990","31DEC1990",22,48,8.1,75240,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 106",11001010600,"01JAN1990","31DEC1990",19,21,32,69896,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 107",11001010700,"01JAN1990","31DEC1990",13,0.0,13,139454,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 108",11001010800,"01JAN1990","31DEC1990",40,35,7.3,131984,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 109",11001010900,"01JAN1990","31DEC1990",23,41,20,51195,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 110",11001011000,"01JAN1990","31DEC1990",6.9,18,7.0,139662,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 111",11001011100,"01JAN1990","31DEC1990",10,12,12,90763,".",".",".",".","X","X","X","District of Columbia"
1990,"MD Tract 009 8601.01",24009860101,"01JAN1990","31DEC1990",1.2,1.7,0.0,139964,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8601.02",24009860102,"01JAN1990","31DEC1990",1.2,1.7,0.0,139692,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8602",24009860200,"01JAN1990","31DEC1990",4.5,5.6,13,124697,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8603",24009860300,"01JAN1990","31DEC1990",4.9,7.1,13,136842,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8604.01",24009860401,"01JAN1990","31DEC1990",3.8,4.5,7.4,95017,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8604.02",24009860402,"01JAN1990","31DEC1990",3.8,4.4,7.1,94972,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8605.01",24009860501,"01JAN1990","31DEC1990",5.1,7.5,13,120701,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8605.02",24009860502,"01JAN1990","31DEC1990",5.1,7.6,12,120630,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8606",24009860600,"01JAN1990","31DEC1990",5.0,5.7,13,122571,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8607.01",24009860701,"01JAN1990","31DEC1990",8.2,9.1,11,96840,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8607.02",24009860702,"01JAN1990","31DEC1990",8.1,9.1,10,97020,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8607.03",24009860703,"01JAN1990","31DEC1990",8.2,9.0,10,96964,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8608.01",24009860801,"01JAN1990","31DEC1990",6.0,8.0,7.0,108458,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8608.02",24009860802,"01JAN1990","31DEC1990",6.0,7.9,7.3,108452,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8609",24009860900,"01JAN1990","31DEC1990",9.0,13,6.0,94773,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8610.01",24009861001,"01JAN1990","31DEC1990",5.0,6.5,5.8,91215,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8610.03",24009861003,"01JAN1990","31DEC1990",5.0,6.9,5.8,91340,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8610.04",24009861004,"01JAN1990","31DEC1990",5.0,6.9,5.8,91340,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 017 8501.01",24017850101,"01JAN1990","31DEC1990",2.7,0.7,7.3,105095,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8501.02",24017850102,"01JAN1990","31DEC1990",2.7,0.7,7.3,105095,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8502.01",24017850201,"01JAN1990","31DEC1990",6.9,9.7,16,68865,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8502.02",24017850202,"01JAN1990","31DEC1990",5.8,7.3,3.3,87359,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8503",24017850300,"01JAN1990","31DEC1990",12,14,17,85961,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8504",24017850400,"01JAN1990","31DEC1990",20,28,29,85812,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8505",24017850500,"01JAN1990","31DEC1990",5.0,7.3,7.4,115944,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8506",24017850600,"01JAN1990","31DEC1990",4.2,4.7,12,106321,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.06",24017850706,"01JAN1990","31DEC1990",2.4,3.2,2.0,103170,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.08",24017850708,"01JAN1990","31DEC1990",2.4,3.2,2.0,103170,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.09",24017850709,"01JAN1990","31DEC1990",2.4,3.2,2.0,103170,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.10",24017850710,"01JAN1990","31DEC1990",2.2,2.0,0.0,103326,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.11",24017850711,"01JAN1990","31DEC1990",2.2,2.0,0.0,103326,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.12",24017850712,"01JAN1990","31DEC1990",2.4,2.3,7.4,127021,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.13",24017850713,"01JAN1990","31DEC1990",2.4,2.3,7.4,127021,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8508.01",24017850801,"01JAN1990","31DEC1990",1.8,3.2,0.0,128484,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8508.02",24017850802,"01JAN1990","31DEC1990",3.3,1.7,10,109535,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8509.01",24017850901,"01JAN1990","31DEC1990",8.9,7.7,25,78534,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8509.02",24017850902,"01JAN1990","31DEC1990",0.6,0.1,3.1,110090,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8509.04",24017850904,"01JAN1990","31DEC1990",4.5,0.0,22,138204,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8509.05",24017850905,"01JAN1990","31DEC1990",3.3,2.6,3.5,97805,".",".",".",".","X","X","X","Charles"
