"timeframe","cluster2017","cluster2017_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2014,"Cluster 34","Cluster 34","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2303,6751
2015,"Cluster 34","Cluster 34","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2236,6788
2000,"Cluster 35","Cluster 35","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",329,592
2001,"Cluster 35","Cluster 35","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",354,601
2002,"Cluster 35","Cluster 35","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",391,667
2003,"Cluster 35","Cluster 35","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",344,704
2004,"Cluster 35","Cluster 35","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",367,754
2005,"Cluster 35","Cluster 35","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",386,806
2006,"Cluster 35","Cluster 35","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",388,784
2007,"Cluster 35","Cluster 35","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",359,761
2008,"Cluster 35","Cluster 35","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",354,803
2009,"Cluster 35","Cluster 35","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",448,1074
2010,"Cluster 35","Cluster 35","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",473,1277
2011,"Cluster 35","Cluster 35","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",548,1573
2012,"Cluster 35","Cluster 35","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",565,1766
2013,"Cluster 35","Cluster 35","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",581,1853
2014,"Cluster 35","Cluster 35","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",606,1793
2015,"Cluster 35","Cluster 35","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",568,1769
2000,"Cluster 36","Cluster 36","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1559,2458
2001,"Cluster 36","Cluster 36","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1733,2391
2002,"Cluster 36","Cluster 36","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1766,2413
2003,"Cluster 36","Cluster 36","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1686,2620
2004,"Cluster 36","Cluster 36","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1738,2820
2005,"Cluster 36","Cluster 36","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1643,2740
2006,"Cluster 36","Cluster 36","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1461,2627
2007,"Cluster 36","Cluster 36","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1428,2570
2008,"Cluster 36","Cluster 36","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1580,2755
2009,"Cluster 36","Cluster 36","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1742,3141
2010,"Cluster 36","Cluster 36","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1827,3541
2011,"Cluster 36","Cluster 36","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1861,4041
2012,"Cluster 36","Cluster 36","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1958,4426
2013,"Cluster 36","Cluster 36","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1955,4569
2014,"Cluster 36","Cluster 36","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1939,4355
2015,"Cluster 36","Cluster 36","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1787,4288
2000,"Cluster 37","Cluster 37","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",2833,4150
2001,"Cluster 37","Cluster 37","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2790,3787
2002,"Cluster 37","Cluster 37","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2712,3951
2003,"Cluster 37","Cluster 37","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2738,4283
2004,"Cluster 37","Cluster 37","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2821,4405
2005,"Cluster 37","Cluster 37","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2814,4566
2006,"Cluster 37","Cluster 37","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2662,4366
2007,"Cluster 37","Cluster 37","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2528,4266
2008,"Cluster 37","Cluster 37","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2559,4449
2009,"Cluster 37","Cluster 37","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2693,4798
2010,"Cluster 37","Cluster 37","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2628,5171
2011,"Cluster 37","Cluster 37","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2753,5675
2012,"Cluster 37","Cluster 37","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2835,5999
2013,"Cluster 37","Cluster 37","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2925,6351
2014,"Cluster 37","Cluster 37","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2852,6098
2015,"Cluster 37","Cluster 37","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2580,6075
2000,"Cluster 38","Cluster 38","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3206,4672
2001,"Cluster 38","Cluster 38","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",3005,4109
2002,"Cluster 38","Cluster 38","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2812,3834
2003,"Cluster 38","Cluster 38","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2829,3986
2004,"Cluster 38","Cluster 38","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",2917,4227
2005,"Cluster 38","Cluster 38","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2789,4117
2006,"Cluster 38","Cluster 38","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2566,3994
2007,"Cluster 38","Cluster 38","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2536,4138
2008,"Cluster 38","Cluster 38","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2393,4033
2009,"Cluster 38","Cluster 38","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2626,4719
2010,"Cluster 38","Cluster 38","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2608,5377
2011,"Cluster 38","Cluster 38","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2645,6029
2012,"Cluster 38","Cluster 38","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2750,6450
2013,"Cluster 38","Cluster 38","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2759,6610
2014,"Cluster 38","Cluster 38","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2720,6463
2015,"Cluster 38","Cluster 38","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2463,6392
2000,"Cluster 39","Cluster 39","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",6368,9530
2001,"Cluster 39","Cluster 39","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",6137,8876
2002,"Cluster 39","Cluster 39","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",6293,9159
2003,"Cluster 39","Cluster 39","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",6478,9797
2004,"Cluster 39","Cluster 39","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",6377,10081
2005,"Cluster 39","Cluster 39","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6090,9884
2006,"Cluster 39","Cluster 39","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",5471,9805
2007,"Cluster 39","Cluster 39","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",5418,9848
2008,"Cluster 39","Cluster 39","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",5873,10848
2009,"Cluster 39","Cluster 39","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6326,12801
2010,"Cluster 39","Cluster 39","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",6679,14658
2011,"Cluster 39","Cluster 39","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",6819,16206
2012,"Cluster 39","Cluster 39","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",6874,17120
2013,"Cluster 39","Cluster 39","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",7030,17836
2014,"Cluster 39","Cluster 39","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",7167,17982
2015,"Cluster 39","Cluster 39","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",6825,18073
2000,"Cluster 04","Cluster 4","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",6.0,14
2001,"Cluster 04","Cluster 4","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",6.3,17
2002,"Cluster 04","Cluster 4","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",7.6,18
2003,"Cluster 04","Cluster 4","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",6.5,16
2004,"Cluster 04","Cluster 4","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",9.5,17
2005,"Cluster 04","Cluster 4","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.7,23
2006,"Cluster 04","Cluster 4","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1.3,18
2007,"Cluster 04","Cluster 4","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",5.5,33
2008,"Cluster 04","Cluster 4","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",4.1,26
2009,"Cluster 04","Cluster 4","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6.4,37
2010,"Cluster 04","Cluster 4","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",7.7,42
2011,"Cluster 04","Cluster 4","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",10,63
2012,"Cluster 04","Cluster 4","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",7.5,66
2013,"Cluster 04","Cluster 4","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",5.9,57
2014,"Cluster 04","Cluster 4","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",5.4,62
2015,"Cluster 04","Cluster 4","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",4.9,58
2000,"Cluster 40","Cluster 40","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",5.0,12
2001,"Cluster 40","Cluster 40","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",7.0,12
2002,"Cluster 40","Cluster 40","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",9.0,12
2003,"Cluster 40","Cluster 40","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",7.5,18
2004,"Cluster 40","Cluster 40","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",9.5,15
2005,"Cluster 40","Cluster 40","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",7.0,15
2006,"Cluster 40","Cluster 40","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",9.0,12
2007,"Cluster 40","Cluster 40","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",16,30
2008,"Cluster 40","Cluster 40","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",21,43
2009,"Cluster 40","Cluster 40","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",22,54
2010,"Cluster 40","Cluster 40","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",13,64
2011,"Cluster 40","Cluster 40","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",17,69
2012,"Cluster 40","Cluster 40","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",30,86
2013,"Cluster 40","Cluster 40","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",34,99
2014,"Cluster 40","Cluster 40","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",31,103
2015,"Cluster 40","Cluster 40","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",30,98
2000,"Cluster 41","Cluster 41","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3.6,7.2
2001,"Cluster 41","Cluster 41","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",3.1,6.8
2002,"Cluster 41","Cluster 41","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",2.2,5.6
2003,"Cluster 41","Cluster 41","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2.8,7.8
2004,"Cluster 41","Cluster 41","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",3.0,9.0
2005,"Cluster 41","Cluster 41","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",3.3,9.5
2006,"Cluster 41","Cluster 41","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",3.7,10
2007,"Cluster 41","Cluster 41","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",3.4,10
2008,"Cluster 41","Cluster 41","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",3.6,11
2009,"Cluster 41","Cluster 41","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",4.6,17
2010,"Cluster 41","Cluster 41","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",5.1,21
2011,"Cluster 41","Cluster 41","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",5.7,25
2012,"Cluster 41","Cluster 41","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",6.5,30
2013,"Cluster 41","Cluster 41","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",5.8,30
2014,"Cluster 41","Cluster 41","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",6.3,30
2015,"Cluster 41","Cluster 41","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",6.1,32
2000,"Cluster 43","Cluster 43","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",120,205
2001,"Cluster 43","Cluster 43","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",104,157
2002,"Cluster 43","Cluster 43","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",74,137
2003,"Cluster 43","Cluster 43","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",66,134
2004,"Cluster 43","Cluster 43","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",70,155
2005,"Cluster 43","Cluster 43","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",74,209
2006,"Cluster 43","Cluster 43","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",74,362
2007,"Cluster 43","Cluster 43","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",68,416
2008,"Cluster 43","Cluster 43","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",40,423
2009,"Cluster 43","Cluster 43","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",45,458
2010,"Cluster 43","Cluster 43","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",50,465
2011,"Cluster 43","Cluster 43","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",48,470
2012,"Cluster 43","Cluster 43","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",55,480
2013,"Cluster 43","Cluster 43","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",56,482
2014,"Cluster 43","Cluster 43","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",50,452
2015,"Cluster 43","Cluster 43","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",47,409
2000,"Cluster 44","Cluster 44","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",173,289
2001,"Cluster 44","Cluster 44","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",211,297
2002,"Cluster 44","Cluster 44","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",291,375
2003,"Cluster 44","Cluster 44","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",312,403
2004,"Cluster 44","Cluster 44","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",282,397
2005,"Cluster 44","Cluster 44","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",275,417
2006,"Cluster 44","Cluster 44","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",269,483
2007,"Cluster 44","Cluster 44","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",359,576
2008,"Cluster 44","Cluster 44","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",224,422
2009,"Cluster 44","Cluster 44","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",186,440
2010,"Cluster 44","Cluster 44","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",195,502
2011,"Cluster 44","Cluster 44","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",199,570
2012,"Cluster 44","Cluster 44","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",205,596
2013,"Cluster 44","Cluster 44","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",208,617
2014,"Cluster 44","Cluster 44","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",217,650
2015,"Cluster 44","Cluster 44","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",203,666
2000,"Cluster 46","Cluster 46","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",8.0,11
2001,"Cluster 46","Cluster 46","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",8.0,12
2002,"Cluster 46","Cluster 46","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",11,20
2003,"Cluster 46","Cluster 46","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",13,19
2004,"Cluster 46","Cluster 46","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",15,22
2005,"Cluster 46","Cluster 46","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",16,13
2006,"Cluster 46","Cluster 46","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",0.0,5.5
2007,"Cluster 46","Cluster 46","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",6.0,10
2008,"Cluster 46","Cluster 46","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",3.0,10
2009,"Cluster 46","Cluster 46","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",3.0,9.5
2010,"Cluster 46","Cluster 46","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",4.0,13
2011,"Cluster 46","Cluster 46","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",4.0,15
2012,"Cluster 46","Cluster 46","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",3.5,13
2013,"Cluster 46","Cluster 46","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2.0,11
2014,"Cluster 46","Cluster 46","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",3.0,13
2015,"Cluster 46","Cluster 46","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",2.0,7.5
2000,"Cluster 05","Cluster 5","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3.0,64
2001,"Cluster 05","Cluster 5","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1.0,50
2002,"Cluster 05","Cluster 5","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",0.8,43
2003,"Cluster 05","Cluster 5","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",0.8,31
2004,"Cluster 05","Cluster 5","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",10,39
2005,"Cluster 05","Cluster 5","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",3.5,39
2006,"Cluster 05","Cluster 5","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",8.0,48
2007,"Cluster 05","Cluster 5","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",25,79
2008,"Cluster 05","Cluster 5","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",31,86
2009,"Cluster 05","Cluster 5","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",19,74
2010,"Cluster 05","Cluster 5","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",27,97
2011,"Cluster 05","Cluster 5","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",35,111
2012,"Cluster 05","Cluster 5","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",31,114
2013,"Cluster 05","Cluster 5","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",24,122
2014,"Cluster 05","Cluster 5","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",12,101
2015,"Cluster 05","Cluster 5","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",18,149
2000,"Cluster 06","Cluster 6","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",188,453
2001,"Cluster 06","Cluster 6","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",185,425
2002,"Cluster 06","Cluster 6","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",193,445
2003,"Cluster 06","Cluster 6","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",186,449
2004,"Cluster 06","Cluster 6","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",188,436
2005,"Cluster 06","Cluster 6","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",171,425
2006,"Cluster 06","Cluster 6","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",156,417
2007,"Cluster 06","Cluster 6","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",150,416
2008,"Cluster 06","Cluster 6","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",120,372
2009,"Cluster 06","Cluster 6","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",137,421
2010,"Cluster 06","Cluster 6","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",145,503
2011,"Cluster 06","Cluster 6","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",106,506
2012,"Cluster 06","Cluster 6","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",93,519
2013,"Cluster 06","Cluster 6","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",89,509
2014,"Cluster 06","Cluster 6","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",63,473
2015,"Cluster 06","Cluster 6","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",55,420
2000,"Cluster 07","Cluster 7","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",809,1852
2001,"Cluster 07","Cluster 7","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",853,1843
2002,"Cluster 07","Cluster 7","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",890,1923
2003,"Cluster 07","Cluster 7","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",910,1994
2004,"Cluster 07","Cluster 7","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",907,2007
2005,"Cluster 07","Cluster 7","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",871,2093
2006,"Cluster 07","Cluster 7","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",757,2085
2007,"Cluster 07","Cluster 7","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",724,2032
2008,"Cluster 07","Cluster 7","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",622,1946
2009,"Cluster 07","Cluster 7","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",635,2105
2010,"Cluster 07","Cluster 7","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",637,2407
2011,"Cluster 07","Cluster 7","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",622,2694
2012,"Cluster 07","Cluster 7","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",610,2773
2013,"Cluster 07","Cluster 7","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",576,2836
2014,"Cluster 07","Cluster 7","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",505,2624
2015,"Cluster 07","Cluster 7","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",469,2594
2000,"Cluster 08","Cluster 8","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1188,3307
2001,"Cluster 08","Cluster 8","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1281,3110
2002,"Cluster 08","Cluster 8","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1376,3298
2003,"Cluster 08","Cluster 8","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1494,3848
2004,"Cluster 08","Cluster 8","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1532,3950
2005,"Cluster 08","Cluster 8","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1555,4023
2006,"Cluster 08","Cluster 8","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1390,3934
2007,"Cluster 08","Cluster 8","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1274,3563
2008,"Cluster 08","Cluster 8","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1031,3248
2009,"Cluster 08","Cluster 8","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",863,3138
2010,"Cluster 08","Cluster 8","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",877,3393
2011,"Cluster 08","Cluster 8","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",913,3732
2012,"Cluster 08","Cluster 8","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",933,3891
2013,"Cluster 08","Cluster 8","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",904,3920
2014,"Cluster 08","Cluster 8","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",874,3625
2015,"Cluster 08","Cluster 8","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",770,3538
2000,"Cluster 09","Cluster 9","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",963,1684
2001,"Cluster 09","Cluster 9","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",936,1637
2002,"Cluster 09","Cluster 9","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",893,1684
2003,"Cluster 09","Cluster 9","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",952,1846
2004,"Cluster 09","Cluster 9","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1049,2048
2005,"Cluster 09","Cluster 9","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1018,2017
2006,"Cluster 09","Cluster 9","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",963,1955
2007,"Cluster 09","Cluster 9","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",887,1844
