"timeframe","geo2010","geo2010_nf","start_date","end_date","PctHshldPhone","PctHshldCar","PctBroadband","PctNocomputer","Pctcellularonly","Pctnointernet","PctHshldPhone_m","PctHshldCar_m","PctBroadband_m","Pctnocomputer_m","Pctcellularonly_m","Pctnointernet_m","Pctcomputer","Pctinternet","Pctcomputer_m","Pctinternet_m","ucounty","indc"
2000,"MD Tract 033 8073.01",24033807301,"01JAN2000","31DEC2000",100,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8073.04",24033807304,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8073.05",24033807305,"01JAN2000","31DEC2000",100,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8074.04",24033807404,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8074.05",24033807405,"01JAN2000","31DEC2000",100,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8074.07",24033807407,"01JAN2000","31DEC2000",99,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8074.08",24033807408,"01JAN2000","31DEC2000",100,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8074.09",24033807409,"01JAN2000","31DEC2000",99,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"MD Tract 033 8074.10",24033807410,"01JAN2000","31DEC2000",99,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Prince George's",0
2000,"VA Tract 013 1001",51013100100,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1002",51013100200,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1003",51013100300,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1004",51013100400,"01JAN2000","31DEC2000",100,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1005",51013100500,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1006",51013100600,"01JAN2000","31DEC2000",99,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1007",51013100700,"01JAN2000","31DEC2000",99,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1008",51013100800,"01JAN2000","31DEC2000",100,87,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1009",51013100900,"01JAN2000","31DEC2000",99,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1010",51013101000,"01JAN2000","31DEC2000",100,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1011",51013101100,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1012",51013101200,"01JAN2000","31DEC2000",100,83,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1013",51013101300,"01JAN2000","31DEC2000",99,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1014.01",51013101401,"01JAN2000","31DEC2000",99,86,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1014.02",51013101402,"01JAN2000","31DEC2000",99,85,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1014.03",51013101403,"01JAN2000","31DEC2000",99,85,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1014.04",51013101404,"01JAN2000","31DEC2000",99,85,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1015",51013101500,"01JAN2000","31DEC2000",100,84,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1016.01",51013101601,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1016.02",51013101602,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1016.03",51013101603,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1017.01",51013101701,"01JAN2000","31DEC2000",98,77,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1017.02",51013101702,"01JAN2000","31DEC2000",98,77,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1017.03",51013101703,"01JAN2000","31DEC2000",98,77,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1018.01",51013101801,"01JAN2000","31DEC2000",100,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1018.02",51013101802,"01JAN2000","31DEC2000",100,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1018.03",51013101803,"01JAN2000","31DEC2000",100,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1019",51013101900,"01JAN2000","31DEC2000",99,91,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1020.01",51013102001,"01JAN2000","31DEC2000",98,73,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1020.02",51013102002,"01JAN2000","31DEC2000",98,73,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1020.03",51013102003,"01JAN2000","31DEC2000",98,73,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1021",51013102100,"01JAN2000","31DEC2000",99,76,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1022",51013102200,"01JAN2000","31DEC2000",98,85,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1023.01",51013102301,"01JAN2000","31DEC2000",100,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1023.02",51013102302,"01JAN2000","31DEC2000",100,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1024",51013102400,"01JAN2000","31DEC2000",99,91,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1025",51013102500,"01JAN2000","31DEC2000",100,91,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1026",51013102600,"01JAN2000","31DEC2000",100,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1027.01",51013102701,"01JAN2000","31DEC2000",98,84,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1027.02",51013102702,"01JAN2000","31DEC2000",98,84,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1028.01",51013102801,"01JAN2000","31DEC2000",99,86,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1028.02",51013102802,"01JAN2000","31DEC2000",99,86,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1029.01",51013102901,"01JAN2000","31DEC2000",99,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1029.02",51013102902,"01JAN2000","31DEC2000",99,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1030",51013103000,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1031",51013103100,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1032",51013103200,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1033",51013103300,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1034.01",51013103401,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1034.02",51013103402,"01JAN2000","31DEC2000",100,82,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1035.01",51013103501,"01JAN2000","31DEC2000",100,79,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1035.02",51013103502,"01JAN2000","31DEC2000",100,78,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1035.03",51013103503,"01JAN2000","31DEC2000",100,78,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1036.01",51013103601,"01JAN2000","31DEC2000",100,86,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1036.02",51013103602,"01JAN2000","31DEC2000",100,86,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1037",51013103700,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 013 1038",51013103800,"01JAN2000","31DEC2000",98,79,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Arlington",0
2000,"VA Tract 043 101",51043010100,"01JAN2000","31DEC2000",98,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Clarke",0
2000,"VA Tract 043 102",51043010200,"01JAN2000","31DEC2000",98,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Clarke",0
2000,"VA Tract 043 103",51043010300,"01JAN2000","31DEC2000",99,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Clarke",0
2000,"VA Tract 047 9301.01",51047930101,"01JAN2000","31DEC2000",99,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 047 9301.02",51047930102,"01JAN2000","31DEC2000",99,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 047 9302.01",51047930201,"01JAN2000","31DEC2000",97,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 047 9302.02",51047930202,"01JAN2000","31DEC2000",97,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 047 9303",51047930300,"01JAN2000","31DEC2000",93,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 047 9304",51047930400,"01JAN2000","31DEC2000",96,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 047 9305.01",51047930501,"01JAN2000","31DEC2000",99,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 047 9305.02",51047930502,"01JAN2000","31DEC2000",99,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Culpeper",0
2000,"VA Tract 059 4151",51059415100,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4152",51059415200,"01JAN2000","31DEC2000",100,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4153",51059415300,"01JAN2000","31DEC2000",100,89,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4154.01",51059415401,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4154.02",51059415402,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4155",51059415500,"01JAN2000","31DEC2000",100,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4156",51059415600,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4157",51059415700,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4158",51059415800,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4159",51059415900,"01JAN2000","31DEC2000",99,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4160",51059416000,"01JAN2000","31DEC2000",98,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4161",51059416100,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4162",51059416200,"01JAN2000","31DEC2000",99,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4163",51059416300,"01JAN2000","31DEC2000",98,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4201",51059420100,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4202.01",51059420201,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4202.02",51059420202,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4202.03",51059420203,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4203",51059420300,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4204",51059420400,"01JAN2000","31DEC2000",99,87,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4205.01",51059420501,"01JAN2000","31DEC2000",100,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4205.02",51059420502,"01JAN2000","31DEC2000",100,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4205.03",51059420503,"01JAN2000","31DEC2000",100,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4206",51059420600,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4207",51059420700,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4208",51059420800,"01JAN2000","31DEC2000",99,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4210.01",51059421001,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4210.02",51059421002,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4211.01",51059421101,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4211.02",51059421102,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4211.03",51059421103,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4212",51059421200,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4213",51059421300,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4214",51059421400,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4215",51059421500,"01JAN2000","31DEC2000",98,82,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4216",51059421600,"01JAN2000","31DEC2000",100,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4217.01",51059421701,"01JAN2000","31DEC2000",99,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4217.02",51059421702,"01JAN2000","31DEC2000",99,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4218",51059421800,"01JAN2000","31DEC2000",100,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4219",51059421900,"01JAN2000","31DEC2000",98,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4220",51059422000,"01JAN2000","31DEC2000",99,88,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4221.01",51059422101,"01JAN2000","31DEC2000",99,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4221.02",51059422102,"01JAN2000","31DEC2000",99,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4222.01",51059422201,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4222.02",51059422202,"01JAN2000","31DEC2000",99,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4223.01",51059422301,"01JAN2000","31DEC2000",100,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4223.02",51059422302,"01JAN2000","31DEC2000",100,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4224.01",51059422401,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4224.02",51059422402,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4224.03",51059422403,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4301.01",51059430101,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4301.02",51059430102,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4302.01",51059430201,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4302.02",51059430202,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4302.03",51059430203,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4304",51059430400,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4305",51059430500,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4306",51059430600,"01JAN2000","31DEC2000",99,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4307",51059430700,"01JAN2000","31DEC2000",99,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4308.01",51059430801,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4308.02",51059430802,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4309.01",51059430901,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4309.02",51059430902,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4310.01",51059431001,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4310.02",51059431002,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4313",51059431300,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4314",51059431400,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4315",51059431500,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4316",51059431600,"01JAN2000","31DEC2000",100,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4318.01",51059431801,"01JAN2000","31DEC2000",99,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4318.02",51059431802,"01JAN2000","31DEC2000",99,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4319",51059431900,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4320",51059432000,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4321",51059432100,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4322.01",51059432201,"01JAN2000","31DEC2000",100,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4322.02",51059432202,"01JAN2000","31DEC2000",100,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4323",51059432300,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4324.01",51059432401,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4324.02",51059432402,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4325",51059432500,"01JAN2000","31DEC2000",100,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4326",51059432600,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4327.01",51059432701,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4327.02",51059432702,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4328",51059432800,"01JAN2000","31DEC2000",100,97,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4401",51059440100,"01JAN2000","31DEC2000",100,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4402.01",51059440201,"01JAN2000","31DEC2000",99,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4402.02",51059440202,"01JAN2000","31DEC2000",99,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4403",51059440300,"01JAN2000","31DEC2000",99,99,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4405.01",51059440501,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4405.02",51059440502,"01JAN2000","31DEC2000",100,98,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4406",51059440600,"01JAN2000","31DEC2000",99,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4407.01",51059440701,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4407.02",51059440702,"01JAN2000","31DEC2000",100,100,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4408",51059440800,"01JAN2000","31DEC2000",100,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4501",51059450100,"01JAN2000","31DEC2000",99,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4502",51059450200,"01JAN2000","31DEC2000",98,93,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4503",51059450300,"01JAN2000","31DEC2000",99,92,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4504",51059450400,"01JAN2000","31DEC2000",100,95,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4505",51059450500,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4506.01",51059450601,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4506.02",51059450602,"01JAN2000","31DEC2000",100,96,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4507.01",51059450701,"01JAN2000","31DEC2000",99,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
2000,"VA Tract 059 4507.02",51059450702,"01JAN2000","31DEC2000",99,94,"i",".",".",".",".",".",".",".",".",".",".",".",".",".","Fairfax",0
