"timeframe","psa2012","psa2012_nf","start_date","end_date","PctHshldPhone","PctHshldCar","PctBroadband","PctNocomputer","Pctcellularonly","Pctnointernet","PctHshldPhone_m","PctHshldCar_m","PctBroadband_m","Pctnocomputer_m","Pctcellularonly_m","Pctnointernet_m","Pctcomputer","Pctinternet","Pctcomputer_m","Pctinternet_m","indc"
"2014-18","PSA 308",308,"01JAN2014","31DEC2018",99,55,75,10.6092,6.4,16.2006,4.0,5.7,4.0,3.28812,2.4,3.84147,89,84,3.3,3.8,1
"2014-18","PSA 401",401,"01JAN2014","31DEC2018",98,85,78,8.7681,5.7,11.9028,4.5,6.9,3.6,2.49885,2.3,2.94034,91,88,2.5,2.9,1
"2014-18","PSA 402",402,"01JAN2014","31DEC2018",97,74,65,15.1703,7.6,21.0378,4.5,6.6,4.5,3.57139,3.1,4.44816,85,79,3.6,4.4,1
"2014-18","PSA 403",403,"01JAN2014","31DEC2018",98,75,70,10.9414,6.3,19.1159,5.2,7.0,4.5,2.90905,2.4,4.00251,89,81,2.9,4.0,1
"2014-18","PSA 404",404,"01JAN2014","31DEC2018",97,69,69,15.0300,5.5,21.8630,5.1,6.7,4.6,3.94757,1.9,4.84455,85,78,3.9,4.8,1
"2014-18","PSA 405",405,"01JAN2014","31DEC2018",94,75,63,17.8418,8.2,23.9735,3.7,5.1,3.5,2.90829,2.2,3.17230,82,76,2.9,3.2,1
"2014-18","PSA 406",406,"01JAN2014","31DEC2018",98,81,73,14.3229,6.0,15.4635,5.6,7.8,4.2,4.11131,2.5,3.98830,86,85,4.1,4.0,1
"2014-18","PSA 407",407,"01JAN2014","31DEC2018",97,77,74,9.2574,7.0,12.1668,4.0,6.1,3.7,2.33200,3.0,2.59793,91,88,2.3,2.6,1
"2014-18","PSA 408",408,"01JAN2014","31DEC2018",97,55,79,8.4092,5.7,13.4726,4.5,6.5,4.7,3.71386,2.8,3.83491,92,87,3.7,3.8,1
"2014-18","PSA 409",409,"01JAN2014","31DEC2018",96,55,66,9.3884,10,17.2610,4.7,6.3,4.0,3.25409,3.2,4.22836,91,83,3.3,4.2,1
"2014-18","PSA 501",501,"01JAN2014","31DEC2018",98,79,77,5.7318,4.7,11.9362,6.0,7.0,3.8,2.41241,1.9,3.67169,94,88,2.4,3.7,1
"2014-18","PSA 502",502,"01JAN2014","31DEC2018",98,61,68,11.0448,7.2,17.5456,4.1,5.2,3.6,2.40811,1.8,3.07656,89,82,2.4,3.1,1
"2014-18","PSA 503",503,"01JAN2014","31DEC2018",97,79,69,17.1106,4.7,21.8495,4.9,7.3,4.2,3.28959,1.8,3.71351,83,78,3.3,3.7,1
"2014-18","PSA 504",504,"01JAN2014","31DEC2018",98,83,74,10.1007,6.6,13.8117,5.6,8.0,4.6,3.38083,2.9,3.69458,90,86,3.4,3.7,1
"2014-18","PSA 505",505,"01JAN2014","31DEC2018",98,62,63,15.8495,7.6,23.7885,5.5,8.1,5.0,3.70127,3.2,4.07350,84,76,3.7,4.1,1
"2014-18","PSA 506",506,"01JAN2014","31DEC2018",96,60,56,15.6183,7.7,26.9949,6.2,6.7,5.2,3.79126,2.7,4.62597,84,73,3.8,4.6,1
"2014-18","PSA 507",507,"01JAN2014","31DEC2018",96,60,60,15.9034,7.0,28.2570,3.0,5.2,4.4,2.85402,2.0,3.91298,84,72,2.9,3.9,1
"2014-18","PSA 601",601,"01JAN2014","31DEC2018",98,52,38,24.7314,5.6,40.7538,4.3,6.8,5.3,4.97354,2.4,5.74879,75,59,5.0,5.7,1
"2014-18","PSA 602",602,"01JAN2014","31DEC2018",97,62,48,19.5969,8.1,29.1903,5.9,6.7,5.1,4.10551,2.7,4.64124,80,71,4.1,4.6,1
"2014-18","PSA 603",603,"01JAN2014","31DEC2018",95,50,40,28.9426,8.1,40.0716,5.2,7.8,5.7,5.69262,3.0,6.31899,71,60,5.7,6.3,1
"2014-18","PSA 604",604,"01JAN2014","31DEC2018",96,60,45,19.8311,8.7,32.1178,3.8,5.2,3.9,3.15726,2.2,3.74406,80,68,3.2,3.7,1
"2014-18","PSA 605",605,"01JAN2014","31DEC2018",98,71,56,18.5665,7.2,27.1075,4.8,6.9,4.4,4.01198,2.3,4.83458,81,73,4.0,4.8,1
"2014-18","PSA 606",606,"01JAN2014","31DEC2018",98,73,64,19.0057,5.4,22.3853,9.7,11,7.1,5.98250,3.5,6.49909,81,78,6.0,6.5,1
"2014-18","PSA 607",607,"01JAN2014","31DEC2018",99,66,55,12.9610,9.9,25.8070,6.2,8.3,6.4,3.77413,4.0,6.13873,87,74,3.8,6.1,1
"2014-18","PSA 608",608,"01JAN2014","31DEC2018",97,61,46,19.5121,12,27.9329,7.1,7.6,5.0,3.89484,4.2,4.20353,80,72,3.9,4.2,1
"2014-18","PSA 701",701,"01JAN2014","31DEC2018",98,53,50,15.4498,12,28.5381,3.9,5.8,4.3,3.30339,3.1,4.50131,85,71,3.3,4.5,1
"2014-18","PSA 702",702,"01JAN2014","31DEC2018",97,51,42,20.0453,10,36.5369,6.4,8.5,5.5,4.77421,4.3,6.51035,80,63,4.8,6.5,1
"2014-18","PSA 703",703,"01JAN2014","31DEC2018",97,56,51,17.2526,7.2,29.2050,4.6,6.8,6.2,3.81029,2.9,4.36657,83,71,3.8,4.4,1
"2014-18","PSA 704",704,"01JAN2014","31DEC2018",98,54,51,20.3228,6.9,31.5449,5.3,7.8,6.1,4.45806,3.1,5.99470,80,68,4.5,6.0,1
"2014-18","PSA 705",705,"01JAN2014","31DEC2018",93,55,55,14.7213,11,23.0392,6.3,8.1,7.1,4.38286,3.7,5.38549,85,77,4.4,5.4,1
"2014-18","PSA 706",706,"01JAN2014","31DEC2018",97,51,43,21.0640,10,37.5642,5.3,6.8,5.0,4.03730,2.9,5.20974,79,62,4.0,5.2,1
"2014-18","PSA 707",707,"01JAN2014","31DEC2018",96,61,62,14.2841,9.6,21.8704,4.8,7.4,6.5,4.44198,3.6,5.38064,86,78,4.4,5.4,1
"2014-18","PSA 708",708,"01JAN2014","31DEC2018",97,58,52,16.3065,12,29.2849,3.7,6.2,4.8,3.51125,3.0,4.60296,84,71,3.5,4.6,1
"2010-14","PSA 101",101,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 102",102,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 103",103,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 104",104,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 105",105,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 106",106,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 107",107,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 108",108,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 201",201,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 202",202,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 203",203,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 204",204,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 205",205,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 206",206,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 207",207,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 208",208,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 301",301,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 302",302,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 303",303,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 304",304,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 305",305,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 306",306,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 307",307,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 308",308,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 401",401,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 402",402,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 403",403,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 404",404,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 405",405,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 406",406,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 407",407,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 408",408,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 409",409,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 501",501,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 502",502,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 503",503,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 504",504,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 505",505,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 506",506,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 507",507,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 601",601,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 602",602,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 603",603,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 604",604,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 605",605,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 606",606,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 607",607,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 608",608,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 701",701,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 702",702,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 703",703,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 704",704,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 705",705,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 706",706,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 707",707,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
"2010-14","PSA 708",708,"01JAN2010","31DEC2014","i","i","i","I","i","I",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 101",101,"01JAN2000","31DEC2000",99,47,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 102",102,"01JAN2000","31DEC2000",98,44,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 103",103,"01JAN2000","31DEC2000",95,35,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 104",104,"01JAN2000","31DEC2000",98,69,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 105",105,"01JAN2000","31DEC2000",98,60,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 106",106,"01JAN2000","31DEC2000",95,47,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 107",107,"01JAN2000","31DEC2000",99,77,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 108",108,"01JAN2000","31DEC2000",96,68,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 201",201,"01JAN2000","31DEC2000",99,84,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 202",202,"01JAN2000","31DEC2000",100,85,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 203",203,"01JAN2000","31DEC2000",99,74,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 204",204,"01JAN2000","31DEC2000",100,77,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 205",205,"01JAN2000","31DEC2000",100,90,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 206",206,"01JAN2000","31DEC2000",100,81,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 207",207,"01JAN2000","31DEC2000",100,43,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 208",208,"01JAN2000","31DEC2000",99,50,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 301",301,"01JAN2000","31DEC2000",99,48,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 302",302,"01JAN2000","31DEC2000",94,45,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 303",303,"01JAN2000","31DEC2000",99,59,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 304",304,"01JAN2000","31DEC2000",95,40,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 305",305,"01JAN2000","31DEC2000",97,55,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 306",306,"01JAN2000","31DEC2000",95,40,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 307",307,"01JAN2000","31DEC2000",95,47,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 308",308,"01JAN2000","31DEC2000",96,54,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 401",401,"01JAN2000","31DEC2000",99,83,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 402",402,"01JAN2000","31DEC2000",98,71,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 403",403,"01JAN2000","31DEC2000",98,66,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 404",404,"01JAN2000","31DEC2000",98,67,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 405",405,"01JAN2000","31DEC2000",99,80,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 406",406,"01JAN2000","31DEC2000",99,79,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 407",407,"01JAN2000","31DEC2000",98,70,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 408",408,"01JAN2000","31DEC2000",97,57,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 409",409,"01JAN2000","31DEC2000",91,47,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 501",501,"01JAN2000","31DEC2000",96,62,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 502",502,"01JAN2000","31DEC2000",97,54,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 503",503,"01JAN2000","31DEC2000",99,73,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 504",504,"01JAN2000","31DEC2000",98,82,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 505",505,"01JAN2000","31DEC2000",98,55,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 506",506,"01JAN2000","31DEC2000",94,51,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 507",507,"01JAN2000","31DEC2000",94,51,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 601",601,"01JAN2000","31DEC2000",97,61,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 602",602,"01JAN2000","31DEC2000",95,63,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 603",603,"01JAN2000","31DEC2000",96,54,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 604",604,"01JAN2000","31DEC2000",95,55,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 605",605,"01JAN2000","31DEC2000",98,74,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 606",606,"01JAN2000","31DEC2000",97,69,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 607",607,"01JAN2000","31DEC2000",97,63,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 608",608,"01JAN2000","31DEC2000",94,55,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 701",701,"01JAN2000","31DEC2000",97,55,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 702",702,"01JAN2000","31DEC2000",95,46,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 703",703,"01JAN2000","31DEC2000",97,43,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 704",704,"01JAN2000","31DEC2000",97,43,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 705",705,"01JAN2000","31DEC2000",94,53,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 706",706,"01JAN2000","31DEC2000",95,52,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 707",707,"01JAN2000","31DEC2000",96,71,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"PSA 708",708,"01JAN2000","31DEC2000",94,56,"i",".",".",".",".",".",".",".",".",".",".",".",".",".",1

