"timeframe","psa2012","psa2012_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present"
2006,"PSA 608",608,"01JAN2006","31DEC2006","X","X",2009,161,1848,1.0,5.0,6.0
2007,"PSA 608",608,"01JAN2007","31DEC2007","X","X",1926,187,1739,1.0,5.0,6.0
2008,"PSA 608",608,"01JAN2008","31DEC2008","X","X",1429,390,1039,2.0,3.0,5.0
2009,"PSA 608",608,"01JAN2009","31DEC2009","X","X",922,416,506,2.0,2.0,4.0
2010,"PSA 608",608,"01JAN2010","31DEC2010","X","X",1026,486,540,2.0,2.0,4.0
2011,"PSA 608",608,"01JAN2011","31DEC2011","X","X",2467,1108,1359,3.0,3.0,6.0
2012,"PSA 608",608,"01JAN2012","31DEC2012","X","X",2436,1205,1231,4.0,3.0,7.0
2013,"PSA 608",608,"01JAN2013","31DEC2013","X","X",2500,1216,1284,4.0,3.0,7.0
2014,"PSA 608",608,"01JAN2014","31DEC2014","X","X",2093,893,1200,5.0,3.0,8.0
2001,"PSA 701",701,"01JAN2001","31DEC2001","X","X",411,0.0,411,0.0,1.0,1.0
2002,"PSA 701",701,"01JAN2002","31DEC2002","X","X",413,0.0,413,0.0,1.0,1.0
2003,"PSA 701",701,"01JAN2003","31DEC2003","X","X",413,0.0,413,0.0,1.0,1.0
2004,"PSA 701",701,"01JAN2004","31DEC2004","X","X",406,0.0,406,0.0,1.0,1.0
2005,"PSA 701",701,"01JAN2005","31DEC2005","X","X",352,0.0,352,0.0,1.0,1.0
2006,"PSA 701",701,"01JAN2006","31DEC2006","X","X",328,0.0,328,0.0,1.0,1.0
2007,"PSA 701",701,"01JAN2007","31DEC2007","X","X",310,0.0,310,0.0,1.0,1.0
2008,"PSA 701",701,"01JAN2008","31DEC2008","X","X",282,0.0,282,0.0,1.0,1.0
2009,"PSA 701",701,"01JAN2009","31DEC2009","X","X",259,0.0,259,0.0,1.0,1.0
2010,"PSA 701",701,"01JAN2010","31DEC2010","X","X",255,0.0,255,0.0,1.0,1.0
2011,"PSA 701",701,"01JAN2011","31DEC2011","X","X",256,0.0,256,0.0,1.0,1.0
2012,"PSA 701",701,"01JAN2012","31DEC2012","X","X",260,0.0,260,0.0,1.0,1.0
2013,"PSA 701",701,"01JAN2013","31DEC2013","X","X",306,0.0,306,0.0,1.0,1.0
2014,"PSA 701",701,"01JAN2014","31DEC2014","X","X",309,0.0,309,0.0,1.0,1.0
2001,"PSA 702",702,"01JAN2001","31DEC2001","X","X",1091,0.0,1091,0.0,2.0,2.0
2002,"PSA 702",702,"01JAN2002","31DEC2002","X","X",1142,0.0,1142,0.0,2.0,2.0
2003,"PSA 702",702,"01JAN2003","31DEC2003","X","X",1068,0.0,1068,0.0,2.0,2.0
2004,"PSA 702",702,"01JAN2004","31DEC2004","X","X",962,0.0,962,0.0,2.0,2.0
2005,"PSA 702",702,"01JAN2005","31DEC2005","X","X",843,0.0,843,0.0,2.0,2.0
2006,"PSA 702",702,"01JAN2006","31DEC2006","X","X",759,0.0,759,0.0,2.0,2.0
2007,"PSA 702",702,"01JAN2007","31DEC2007","X","X",698,0.0,698,0.0,2.0,2.0
2008,"PSA 702",702,"01JAN2008","31DEC2008","X","X",620,0.0,620,0.0,2.0,2.0
2009,"PSA 702",702,"01JAN2009","31DEC2009","X","X",645,0.0,645,0.0,2.0,2.0
2010,"PSA 702",702,"01JAN2010","31DEC2010","X","X",635,0.0,635,0.0,2.0,2.0
2011,"PSA 702",702,"01JAN2011","31DEC2011","X","X",595,0.0,595,0.0,2.0,2.0
2012,"PSA 702",702,"01JAN2012","31DEC2012","X","X",636,0.0,636,0.0,2.0,2.0
2013,"PSA 702",702,"01JAN2013","31DEC2013","X","X",851,0.0,851,0.0,2.0,2.0
2014,"PSA 702",702,"01JAN2014","31DEC2014","X","X",862,0.0,862,0.0,2.0,2.0
2001,"PSA 703",703,"01JAN2001","31DEC2001","X","X",2416,369,2047,1.0,7.0,8.0
2002,"PSA 703",703,"01JAN2002","31DEC2002","X","X",2499,534,1965,1.0,7.0,8.0
2003,"PSA 703",703,"01JAN2003","31DEC2003","X","X",2558,597,1961,1.0,7.0,8.0
2004,"PSA 703",703,"01JAN2004","31DEC2004","X","X",2356,591,1765,1.0,7.0,8.0
2005,"PSA 703",703,"01JAN2005","31DEC2005","X","X",2495,889,1606,2.0,8.0,10
2006,"PSA 703",703,"01JAN2006","31DEC2006","X","X",2322,921,1401,2.0,7.0,9.0
2007,"PSA 703",703,"01JAN2007","31DEC2007","X","X",2201,977,1224,2.0,8.0,10
2008,"PSA 703",703,"01JAN2008","31DEC2008","X","X",2198,1328,870,3.0,4.0,7.0
2009,"PSA 703",703,"01JAN2009","31DEC2009","X","X",2648,1834,814,7.0,3.0,10
2010,"PSA 703",703,"01JAN2010","31DEC2010","X","X",2486,2119,367,7.0,2.0,9.0
2011,"PSA 703",703,"01JAN2011","31DEC2011","X","X",3397,2738,659,9.0,2.0,11
2012,"PSA 703",703,"01JAN2012","31DEC2012","X","X",3640,2918,722,9.0,2.0,11
2013,"PSA 703",703,"01JAN2013","31DEC2013","X","X",3657,2887,770,8.0,2.0,10
2014,"PSA 703",703,"01JAN2014","31DEC2014","X","X",4073,3270,803,8.0,2.0,10
2001,"PSA 704",704,"01JAN2001","31DEC2001","X","X",1048,0.0,1048,0.0,2.0,2.0
2002,"PSA 704",704,"01JAN2002","31DEC2002","X","X",1141,0.0,1141,0.0,2.0,2.0
2003,"PSA 704",704,"01JAN2003","31DEC2003","X","X",1132,0.0,1132,0.0,2.0,2.0
2004,"PSA 704",704,"01JAN2004","31DEC2004","X","X",1056,0.0,1056,0.0,2.0,2.0
2005,"PSA 704",704,"01JAN2005","31DEC2005","X","X",953,0.0,953,0.0,2.0,2.0
2006,"PSA 704",704,"01JAN2006","31DEC2006","X","X",787,0.0,787,0.0,2.0,2.0
2007,"PSA 704",704,"01JAN2007","31DEC2007","X","X",500,0.0,500,0.0,2.0,2.0
2008,"PSA 704",704,"01JAN2008","31DEC2008","X","X",288,0.0,288,0.0,1.0,1.0
2009,"PSA 704",704,"01JAN2009","31DEC2009","X","X",277,0.0,277,0.0,1.0,1.0
2010,"PSA 704",704,"01JAN2010","31DEC2010","X","X",255,0.0,255,0.0,1.0,1.0
2011,"PSA 704",704,"01JAN2011","31DEC2011","X","X",412,160,252,2.0,1.0,3.0
2012,"PSA 704",704,"01JAN2012","31DEC2012","X","X",755,172,583,2.0,2.0,4.0
2013,"PSA 704",704,"01JAN2013","31DEC2013","X","X",846,172,674,2.0,2.0,4.0
2014,"PSA 704",704,"01JAN2014","31DEC2014","X","X",861,178,683,2.0,2.0,4.0
2001,"PSA 705",705,"01JAN2001","31DEC2001","X","X",4013,705,3308,2.0,7.0,9.0
2002,"PSA 705",705,"01JAN2002","31DEC2002","X","X",3851,762,3089,2.0,7.0,9.0
2003,"PSA 705",705,"01JAN2003","31DEC2003","X","X",3131,156,2975,1.0,7.0,8.0
2004,"PSA 705",705,"01JAN2004","31DEC2004","X","X",2730,224,2506,1.0,7.0,8.0
2005,"PSA 705",705,"01JAN2005","31DEC2005","X","X",2743,321,2422,1.0,7.0,8.0
2006,"PSA 705",705,"01JAN2006","31DEC2006","X","X",2427,167,2260,1.0,6.0,7.0
2007,"PSA 705",705,"01JAN2007","31DEC2007","X","X",2268,240,2028,1.0,6.0,7.0
2008,"PSA 705",705,"01JAN2008","31DEC2008","X","X",2336,222,2114,1.0,6.0,7.0
2009,"PSA 705",705,"01JAN2009","31DEC2009","X","X",2178,321,1857,1.0,6.0,7.0
2010,"PSA 705",705,"01JAN2010","31DEC2010","X","X",2046,489,1557,1.0,6.0,7.0
2011,"PSA 705",705,"01JAN2011","31DEC2011","X","X",2457,553,1904,1.0,6.0,7.0
2012,"PSA 705",705,"01JAN2012","31DEC2012","X","X",2774,1251,1523,2.0,5.0,7.0
2013,"PSA 705",705,"01JAN2013","31DEC2013","X","X",3102,1610,1492,4.0,4.0,8.0
2014,"PSA 705",705,"01JAN2014","31DEC2014","X","X",3289,1901,1388,4.0,4.0,8.0
2001,"PSA 706",706,"01JAN2001","31DEC2001","X","X",1207,0.0,1207,0.0,3.0,3.0
2002,"PSA 706",706,"01JAN2002","31DEC2002","X","X",1031,0.0,1031,0.0,3.0,3.0
2003,"PSA 706",706,"01JAN2003","31DEC2003","X","X",910,0.0,910,0.0,4.0,4.0
2004,"PSA 706",706,"01JAN2004","31DEC2004","X","X",840,0.0,840,0.0,4.0,4.0
2005,"PSA 706",706,"01JAN2005","31DEC2005","X","X",855,106,749,1.0,4.0,5.0
2006,"PSA 706",706,"01JAN2006","31DEC2006","X","X",811,114,697,2.0,4.0,6.0
2007,"PSA 706",706,"01JAN2007","31DEC2007","X","X",813,221,592,3.0,3.0,6.0
2008,"PSA 706",706,"01JAN2008","31DEC2008","X","X",994,347,647,4.0,3.0,7.0
2009,"PSA 706",706,"01JAN2009","31DEC2009","X","X",1229,541,688,5.0,2.0,7.0
2010,"PSA 706",706,"01JAN2010","31DEC2010","X","X",1439,757,682,5.0,2.0,7.0
2011,"PSA 706",706,"01JAN2011","31DEC2011","X","X",1233,653,580,4.0,2.0,6.0
2012,"PSA 706",706,"01JAN2012","31DEC2012","X","X",1117,563,554,3.0,2.0,5.0
2013,"PSA 706",706,"01JAN2013","31DEC2013","X","X",1166,645,521,3.0,1.0,4.0
2014,"PSA 706",706,"01JAN2014","31DEC2014","X","X",1143,640,503,2.0,1.0,3.0
2001,"PSA 707",707,"01JAN2001","31DEC2001","X","X",1440,0.0,1440,0.0,2.0,2.0
2002,"PSA 707",707,"01JAN2002","31DEC2002","X","X",1550,0.0,1550,0.0,2.0,2.0
2003,"PSA 707",707,"01JAN2003","31DEC2003","X","X",2019,694,1325,1.0,2.0,3.0
2004,"PSA 707",707,"01JAN2004","31DEC2004","X","X",2051,650,1401,1.0,2.0,3.0
2005,"PSA 707",707,"01JAN2005","31DEC2005","X","X",1863,352,1511,1.0,2.0,3.0
2006,"PSA 707",707,"01JAN2006","31DEC2006","X","X",2077,367,1710,1.0,2.0,3.0
2007,"PSA 707",707,"01JAN2007","31DEC2007","X","X",2524,513,2011,1.0,2.0,3.0
2008,"PSA 707",707,"01JAN2008","31DEC2008","X","X",2686,777,1909,2.0,3.0,5.0
2009,"PSA 707",707,"01JAN2009","31DEC2009","X","X",2712,836,1876,3.0,3.0,6.0
2010,"PSA 707",707,"01JAN2010","31DEC2010","X","X",2969,991,1978,3.0,2.0,5.0
2011,"PSA 707",707,"01JAN2011","31DEC2011","X","X",2855,1169,1686,3.0,2.0,5.0
2012,"PSA 707",707,"01JAN2012","31DEC2012","X","X",2566,1174,1392,3.0,2.0,5.0
2013,"PSA 707",707,"01JAN2013","31DEC2013","X","X",2448,1192,1256,3.0,2.0,5.0
2014,"PSA 707",707,"01JAN2014","31DEC2014","X","X",2678,1332,1346,3.0,2.0,5.0
2001,"PSA 708",708,"01JAN2001","31DEC2001","X","X",1509,0.0,1509,0.0,3.0,3.0
2002,"PSA 708",708,"01JAN2002","31DEC2002","X","X",1612,0.0,1612,0.0,3.0,3.0
2003,"PSA 708",708,"01JAN2003","31DEC2003","X","X",1512,0.0,1512,0.0,3.0,3.0
2004,"PSA 708",708,"01JAN2004","31DEC2004","X","X",1334,0.0,1334,0.0,3.0,3.0
2005,"PSA 708",708,"01JAN2005","31DEC2005","X","X",1332,0.0,1332,0.0,3.0,3.0
2006,"PSA 708",708,"01JAN2006","31DEC2006","X","X",1394,118,1276,1.0,3.0,4.0
2007,"PSA 708",708,"01JAN2007","31DEC2007","X","X",1319,147,1172,1.0,3.0,4.0
2008,"PSA 708",708,"01JAN2008","31DEC2008","X","X",917,134,783,1.0,2.0,3.0
2009,"PSA 708",708,"01JAN2009","31DEC2009","X","X",706,0.0,706,0.0,2.0,2.0
2010,"PSA 708",708,"01JAN2010","31DEC2010","X","X",712,0.0,712,0.0,2.0,2.0
2011,"PSA 708",708,"01JAN2011","31DEC2011","X","X",681,0.0,681,0.0,2.0,2.0
2012,"PSA 708",708,"01JAN2012","31DEC2012","X","X",984,310,674,1.0,2.0,3.0
2013,"PSA 708",708,"01JAN2013","31DEC2013","X","X",1168,438,730,2.0,2.0,4.0
2014,"PSA 708",708,"01JAN2014","31DEC2014","X","X",1365,507,858,2.0,2.0,4.0

