"timeframe","anc2012","anc2012_nf","start_date","end_date","Pct25andOverWoutHS","Pct25andOverWoutHS_m","aud","aud_charter","aud_dcps","charter_present","dcps_present","school_present"
2012,"ANC 6B","6B","01JAN2012","31DEC2012","X","X",3201,1601,1600,4.0,4.0,8.0
2013,"ANC 6B","6B","01JAN2013","31DEC2013","X","X",3339,1670,1669,4.0,4.0,8.0
2014,"ANC 6B","6B","01JAN2014","31DEC2014","X","X",3287,1620,1667,4.0,4.0,8.0
2001,"ANC 6C","6C","01JAN2001","31DEC2001","X","X",1590,243,1347,2.0,5.0,7.0
2002,"ANC 6C","6C","01JAN2002","31DEC2002","X","X",1850,272,1578,2.0,6.0,8.0
2003,"ANC 6C","6C","01JAN2003","31DEC2003","X","X",1704,372,1332,2.0,5.0,7.0
2004,"ANC 6C","6C","01JAN2004","31DEC2004","X","X",1259,0.0,1259,0.0,5.0,5.0
2005,"ANC 6C","6C","01JAN2005","31DEC2005","X","X",1243,0.0,1243,0.0,5.0,5.0
2006,"ANC 6C","6C","01JAN2006","31DEC2006","X","X",1182,0.0,1182,0.0,5.0,5.0
2007,"ANC 6C","6C","01JAN2007","31DEC2007","X","X",1938,325,1613,1.0,6.0,7.0
2008,"ANC 6C","6C","01JAN2008","31DEC2008","X","X",1562,0.0,1562,0.0,6.0,6.0
2009,"ANC 6C","6C","01JAN2009","31DEC2009","X","X",1161,0.0,1161,0.0,5.0,5.0
2010,"ANC 6C","6C","01JAN2010","31DEC2010","X","X",1250,0.0,1250,0.0,5.0,5.0
2011,"ANC 6C","6C","01JAN2011","31DEC2011","X","X",1939,451,1488,2.0,6.0,8.0
2012,"ANC 6C","6C","01JAN2012","31DEC2012","X","X",2124,502,1622,2.0,6.0,8.0
2013,"ANC 6C","6C","01JAN2013","31DEC2013","X","X",2181,516,1665,2.0,5.0,7.0
2014,"ANC 6C","6C","01JAN2014","31DEC2014","X","X",2284,518,1766,2.0,5.0,7.0
2001,"ANC 6D","6D","01JAN2001","31DEC2001","X","X",2133,219,1914,1.0,4.0,5.0
2002,"ANC 6D","6D","01JAN2002","31DEC2002","X","X",1859,0.0,1859,0.0,4.0,4.0
2003,"ANC 6D","6D","01JAN2003","31DEC2003","X","X",1668,0.0,1668,0.0,4.0,4.0
2004,"ANC 6D","6D","01JAN2004","31DEC2004","X","X",1571,0.0,1571,0.0,4.0,4.0
2005,"ANC 6D","6D","01JAN2005","31DEC2005","X","X",1327,36,1291,1.0,4.0,5.0
2006,"ANC 6D","6D","01JAN2006","31DEC2006","X","X",1158,36,1122,1.0,3.0,4.0
2007,"ANC 6D","6D","01JAN2007","31DEC2007","X","X",924,72,852,2.0,3.0,5.0
2008,"ANC 6D","6D","01JAN2008","31DEC2008","X","X",837,72,765,2.0,2.0,4.0
2009,"ANC 6D","6D","01JAN2009","31DEC2009","X","X",802,173,629,3.0,2.0,5.0
2010,"ANC 6D","6D","01JAN2010","31DEC2010","X","X",823,277,546,4.0,2.0,6.0
2011,"ANC 6D","6D","01JAN2011","31DEC2011","X","X",758,241,517,3.0,3.0,6.0
2012,"ANC 6D","6D","01JAN2012","31DEC2012","X","X",781,209,572,3.0,2.0,5.0
2013,"ANC 6D","6D","01JAN2013","31DEC2013","X","X",863,222,641,3.0,2.0,5.0
2014,"ANC 6D","6D","01JAN2014","31DEC2014","X","X",854,232,622,2.0,2.0,4.0
2001,"ANC 6E","6E","01JAN2001","31DEC2001","X","X",2192,0.0,2192,0.0,6.0,6.0
2002,"ANC 6E","6E","01JAN2002","31DEC2002","X","X",2067,0.0,2067,0.0,6.0,6.0
2003,"ANC 6E","6E","01JAN2003","31DEC2003","X","X",1972,0.0,1972,0.0,5.0,5.0
2004,"ANC 6E","6E","01JAN2004","31DEC2004","X","X",1860,0.0,1860,0.0,5.0,5.0
2005,"ANC 6E","6E","01JAN2005","31DEC2005","X","X",1575,0.0,1575,0.0,5.0,5.0
2006,"ANC 6E","6E","01JAN2006","31DEC2006","X","X",1378,88,1290,1.0,4.0,5.0
2007,"ANC 6E","6E","01JAN2007","31DEC2007","X","X",1087,164,923,1.0,4.0,5.0
2008,"ANC 6E","6E","01JAN2008","31DEC2008","X","X",1518,868,650,3.0,3.0,6.0
2009,"ANC 6E","6E","01JAN2009","31DEC2009","X","X",1618,940,678,3.0,3.0,6.0
2010,"ANC 6E","6E","01JAN2010","31DEC2010","X","X",1651,993,658,4.0,2.0,6.0
2011,"ANC 6E","6E","01JAN2011","31DEC2011","X","X",1451,768,683,3.0,2.0,5.0
2012,"ANC 6E","6E","01JAN2012","31DEC2012","X","X",1652,970,682,4.0,2.0,6.0
2013,"ANC 6E","6E","01JAN2013","31DEC2013","X","X",1853,1146,707,4.0,2.0,6.0
2014,"ANC 6E","6E","01JAN2014","31DEC2014","X","X",1959,1199,760,4.0,2.0,6.0
2001,"ANC 7B","7B","01JAN2001","31DEC2001","X","X",1482,0.0,1482,0.0,3.0,3.0
2002,"ANC 7B","7B","01JAN2002","31DEC2002","X","X",1476,0.0,1476,0.0,3.0,3.0
2003,"ANC 7B","7B","01JAN2003","31DEC2003","X","X",1445,0.0,1445,0.0,3.0,3.0
2004,"ANC 7B","7B","01JAN2004","31DEC2004","X","X",1364,0.0,1364,0.0,3.0,3.0
2005,"ANC 7B","7B","01JAN2005","31DEC2005","X","X",1432,194,1238,1.0,3.0,4.0
2006,"ANC 7B","7B","01JAN2006","31DEC2006","X","X",1255,134,1121,1.0,3.0,4.0
2007,"ANC 7B","7B","01JAN2007","31DEC2007","X","X",1299,253,1046,2.0,3.0,5.0
2008,"ANC 7B","7B","01JAN2008","31DEC2008","X","X",1202,170,1032,1.0,3.0,4.0
2009,"ANC 7B","7B","01JAN2009","31DEC2009","X","X",1218,166,1052,1.0,3.0,4.0
2010,"ANC 7B","7B","01JAN2010","31DEC2010","X","X",1229,134,1095,1.0,3.0,4.0
2011,"ANC 7B","7B","01JAN2011","31DEC2011","X","X",1226,154,1072,1.0,3.0,4.0
2012,"ANC 7B","7B","01JAN2012","31DEC2012","X","X",1201,151,1050,1.0,3.0,4.0
2013,"ANC 7B","7B","01JAN2013","31DEC2013","X","X",757,0.0,757,0.0,2.0,2.0
2014,"ANC 7B","7B","01JAN2014","31DEC2014","X","X",798,0.0,798,0.0,2.0,2.0
2001,"ANC 7C","7C","01JAN2001","31DEC2001","X","X",4530,843,3687,3.0,9.0,12
2002,"ANC 7C","7C","01JAN2002","31DEC2002","X","X",4410,829,3581,2.0,9.0,11
2003,"ANC 7C","7C","01JAN2003","31DEC2003","X","X",4544,945,3599,2.0,10,12
2004,"ANC 7C","7C","01JAN2004","31DEC2004","X","X",4711,1061,3650,3.0,10,13
2005,"ANC 7C","7C","01JAN2005","31DEC2005","X","X",4657,1131,3526,3.0,10,13
2006,"ANC 7C","7C","01JAN2006","31DEC2006","X","X",4431,1172,3259,3.0,9.0,12
2007,"ANC 7C","7C","01JAN2007","31DEC2007","X","X",4181,1230,2951,3.0,9.0,12
2008,"ANC 7C","7C","01JAN2008","31DEC2008","X","X",4061,1472,2589,4.0,8.0,12
2009,"ANC 7C","7C","01JAN2009","31DEC2009","X","X",3388,1490,1898,4.0,7.0,11
2010,"ANC 7C","7C","01JAN2010","31DEC2010","X","X",3252,1436,1816,4.0,7.0,11
2011,"ANC 7C","7C","01JAN2011","31DEC2011","X","X",3876,1467,2409,4.0,7.0,11
2012,"ANC 7C","7C","01JAN2012","31DEC2012","X","X",3781,1503,2278,5.0,7.0,12
2013,"ANC 7C","7C","01JAN2013","31DEC2013","X","X",3733,1415,2318,5.0,6.0,11
2014,"ANC 7C","7C","01JAN2014","31DEC2014","X","X",3397,1110,2287,6.0,6.0,12
2001,"ANC 7D","7D","01JAN2001","31DEC2001","X","X",2098,757,1341,1.0,4.0,5.0
2002,"ANC 7D","7D","01JAN2002","31DEC2002","X","X",1976,691,1285,1.0,4.0,5.0
2003,"ANC 7D","7D","01JAN2003","31DEC2003","X","X",2005,748,1257,1.0,4.0,5.0
2004,"ANC 7D","7D","01JAN2004","31DEC2004","X","X",1916,731,1185,2.0,4.0,6.0
2005,"ANC 7D","7D","01JAN2005","31DEC2005","X","X",2341,1248,1093,3.0,4.0,7.0
2006,"ANC 7D","7D","01JAN2006","31DEC2006","X","X",2586,1547,1039,3.0,4.0,7.0
2007,"ANC 7D","7D","01JAN2007","31DEC2007","X","X",2434,1528,906,3.0,4.0,7.0
2008,"ANC 7D","7D","01JAN2008","31DEC2008","X","X",2307,1457,850,3.0,4.0,7.0
2009,"ANC 7D","7D","01JAN2009","31DEC2009","X","X",2129,1330,799,3.0,4.0,7.0
2010,"ANC 7D","7D","01JAN2010","31DEC2010","X","X",2253,1477,776,3.0,4.0,7.0
2011,"ANC 7D","7D","01JAN2011","31DEC2011","X","X",2265,1473,792,3.0,4.0,7.0
2012,"ANC 7D","7D","01JAN2012","31DEC2012","X","X",2295,1554,741,3.0,3.0,6.0
2013,"ANC 7D","7D","01JAN2013","31DEC2013","X","X",2206,1502,704,3.0,2.0,5.0
2014,"ANC 7D","7D","01JAN2014","31DEC2014","X","X",2095,1412,683,3.0,2.0,5.0
2001,"ANC 7E","7E","01JAN2001","31DEC2001","X","X",2142,0.0,2142,0.0,5.0,5.0
2002,"ANC 7E","7E","01JAN2002","31DEC2002","X","X",1953,0.0,1953,0.0,5.0,5.0
2003,"ANC 7E","7E","01JAN2003","31DEC2003","X","X",2081,0.0,2081,0.0,6.0,6.0
2004,"ANC 7E","7E","01JAN2004","31DEC2004","X","X",1799,0.0,1799,0.0,6.0,6.0
2005,"ANC 7E","7E","01JAN2005","31DEC2005","X","X",1679,0.0,1679,0.0,6.0,6.0
2006,"ANC 7E","7E","01JAN2006","31DEC2006","X","X",1099,36,1063,1.0,3.0,4.0
2007,"ANC 7E","7E","01JAN2007","31DEC2007","X","X",1244,72,1172,1.0,4.0,5.0
2008,"ANC 7E","7E","01JAN2008","31DEC2008","X","X",1078,58,1020,1.0,5.0,6.0
2009,"ANC 7E","7E","01JAN2009","31DEC2009","X","X",1458,78,1380,1.0,6.0,7.0
2010,"ANC 7E","7E","01JAN2010","31DEC2010","X","X",897,0.0,897,0.0,6.0,6.0
2011,"ANC 7E","7E","01JAN2011","31DEC2011","X","X",735,0.0,735,0.0,3.0,3.0
2012,"ANC 7E","7E","01JAN2012","31DEC2012","X","X",961,183,778,1.0,3.0,4.0
2013,"ANC 7E","7E","01JAN2013","31DEC2013","X","X",937,299,638,1.0,2.0,3.0
2014,"ANC 7E","7E","01JAN2014","31DEC2014","X","X",1064,389,675,1.0,2.0,3.0
2001,"ANC 7F","7F","01JAN2001","31DEC2001","X","X",2371,855,1516,2.0,4.0,6.0
2002,"ANC 7F","7F","01JAN2002","31DEC2002","X","X",2615,1157,1458,2.0,4.0,6.0
2003,"ANC 7F","7F","01JAN2003","31DEC2003","X","X",2779,1386,1393,2.0,6.0,8.0
2004,"ANC 7F","7F","01JAN2004","31DEC2004","X","X",2818,1488,1330,2.0,6.0,8.0
2005,"ANC 7F","7F","01JAN2005","31DEC2005","X","X",2705,1526,1179,2.0,6.0,8.0
2006,"ANC 7F","7F","01JAN2006","31DEC2006","X","X",2865,1766,1099,3.0,6.0,9.0
2007,"ANC 7F","7F","01JAN2007","31DEC2007","X","X",2653,1907,746,3.0,5.0,8.0
2008,"ANC 7F","7F","01JAN2008","31DEC2008","X","X",3422,2616,806,7.0,4.0,11
2009,"ANC 7F","7F","01JAN2009","31DEC2009","X","X",3748,2907,841,8.0,4.0,12
2010,"ANC 7F","7F","01JAN2010","31DEC2010","X","X",4031,3157,874,8.0,4.0,12
2011,"ANC 7F","7F","01JAN2011","31DEC2011","X","X",4114,3173,941,8.0,4.0,12
2012,"ANC 7F","7F","01JAN2012","31DEC2012","X","X",4011,3106,905,7.0,4.0,11
2013,"ANC 7F","7F","01JAN2013","31DEC2013","X","X",4125,3058,1067,8.0,4.0,12
2014,"ANC 7F","7F","01JAN2014","31DEC2014","X","X",4191,3103,1088,8.0,4.0,12
2001,"ANC 8A","8A","01JAN2001","31DEC2001","X","X",2259,0.0,2259,0.0,5.0,5.0
2002,"ANC 8A","8A","01JAN2002","31DEC2002","X","X",2251,0.0,2251,0.0,5.0,5.0
2003,"ANC 8A","8A","01JAN2003","31DEC2003","X","X",2214,0.0,2214,0.0,5.0,5.0
2004,"ANC 8A","8A","01JAN2004","31DEC2004","X","X",2198,0.0,2198,0.0,5.0,5.0
2005,"ANC 8A","8A","01JAN2005","31DEC2005","X","X",2519,321,2198,1.0,5.0,6.0
2006,"ANC 8A","8A","01JAN2006","31DEC2006","X","X",2501,361,2140,1.0,5.0,6.0
2007,"ANC 8A","8A","01JAN2007","31DEC2007","X","X",2217,464,1753,2.0,4.0,6.0
2008,"ANC 8A","8A","01JAN2008","31DEC2008","X","X",2145,377,1768,1.0,4.0,5.0
2009,"ANC 8A","8A","01JAN2009","31DEC2009","X","X",2556,516,2040,2.0,5.0,7.0
2010,"ANC 8A","8A","01JAN2010","31DEC2010","X","X",2558,516,2042,2.0,5.0,7.0
2011,"ANC 8A","8A","01JAN2011","31DEC2011","X","X",2488,519,1969,2.0,5.0,7.0
2012,"ANC 8A","8A","01JAN2012","31DEC2012","X","X",2478,511,1967,2.0,5.0,7.0
2013,"ANC 8A","8A","01JAN2013","31DEC2013","X","X",2754,566,2188,2.0,5.0,7.0
2014,"ANC 8A","8A","01JAN2014","31DEC2014","X","X",2763,668,2095,2.0,5.0,7.0
2001,"ANC 8B","8B","01JAN2001","31DEC2001","X","X",2051,0.0,2051,0.0,5.0,5.0
2002,"ANC 8B","8B","01JAN2002","31DEC2002","X","X",2082,0.0,2082,0.0,5.0,5.0
2003,"ANC 8B","8B","01JAN2003","31DEC2003","X","X",2041,0.0,2041,0.0,5.0,5.0
2004,"ANC 8B","8B","01JAN2004","31DEC2004","X","X",1882,0.0,1882,0.0,5.0,5.0
2005,"ANC 8B","8B","01JAN2005","31DEC2005","X","X",1654,0.0,1654,0.0,5.0,5.0
2006,"ANC 8B","8B","01JAN2006","31DEC2006","X","X",1445,0.0,1445,0.0,5.0,5.0
2007,"ANC 8B","8B","01JAN2007","31DEC2007","X","X",1337,0.0,1337,0.0,5.0,5.0
2008,"ANC 8B","8B","01JAN2008","31DEC2008","X","X",1062,0.0,1062,0.0,3.0,3.0
2009,"ANC 8B","8B","01JAN2009","31DEC2009","X","X",1048,0.0,1048,0.0,3.0,3.0
2010,"ANC 8B","8B","01JAN2010","31DEC2010","X","X",635,0.0,635,0.0,3.0,3.0
2011,"ANC 8B","8B","01JAN2011","31DEC2011","X","X",910,0.0,910,0.0,3.0,3.0
2012,"ANC 8B","8B","01JAN2012","31DEC2012","X","X",1057,86,971,1.0,3.0,4.0
2013,"ANC 8B","8B","01JAN2013","31DEC2013","X","X",1213,0.0,1213,0.0,3.0,3.0
2014,"ANC 8B","8B","01JAN2014","31DEC2014","X","X",1257,0.0,1257,0.0,3.0,3.0
2001,"ANC 8C","8C","01JAN2001","31DEC2001","X","X",5480,1074,4406,3.0,10,13
2002,"ANC 8C","8C","01JAN2002","31DEC2002","X","X",5605,1296,4309,3.0,10,13
2003,"ANC 8C","8C","01JAN2003","31DEC2003","X","X",5424,1447,3977,3.0,10,13
2004,"ANC 8C","8C","01JAN2004","31DEC2004","X","X",5079,1465,3614,3.0,10,13
2005,"ANC 8C","8C","01JAN2005","31DEC2005","X","X",4925,1241,3684,3.0,11,14
2006,"ANC 8C","8C","01JAN2006","31DEC2006","X","X",4913,1212,3701,4.0,9.0,13
2007,"ANC 8C","8C","01JAN2007","31DEC2007","X","X",5580,1512,4068,4.0,11,15
2008,"ANC 8C","8C","01JAN2008","31DEC2008","X","X",5967,2084,3883,6.0,10,16
2009,"ANC 8C","8C","01JAN2009","31DEC2009","X","X",5775,2475,3300,9.0,8.0,17
2010,"ANC 8C","8C","01JAN2010","31DEC2010","X","X",6381,3083,3298,9.0,6.0,15
2011,"ANC 8C","8C","01JAN2011","31DEC2011","X","X",6965,3941,3024,11,6.0,17
2012,"ANC 8C","8C","01JAN2012","31DEC2012","X","X",7527,4832,2695,12,6.0,18
2013,"ANC 8C","8C","01JAN2013","31DEC2013","X","X",7413,4890,2523,12,5.0,17
2014,"ANC 8C","8C","01JAN2014","31DEC2014","X","X",8058,5568,2490,12,5.0,17
2001,"ANC 8D","8D","01JAN2001","31DEC2001","X","X",2046,0.0,2046,0.0,4.0,4.0
2002,"ANC 8D","8D","01JAN2002","31DEC2002","X","X",2017,0.0,2017,0.0,4.0,4.0
2003,"ANC 8D","8D","01JAN2003","31DEC2003","X","X",1860,0.0,1860,0.0,4.0,4.0
2004,"ANC 8D","8D","01JAN2004","31DEC2004","X","X",1713,0.0,1713,0.0,4.0,4.0
2005,"ANC 8D","8D","01JAN2005","31DEC2005","X","X",1644,0.0,1644,0.0,4.0,4.0
2006,"ANC 8D","8D","01JAN2006","31DEC2006","X","X",1518,0.0,1518,0.0,4.0,4.0
2007,"ANC 8D","8D","01JAN2007","31DEC2007","X","X",1441,64,1377,1.0,4.0,5.0
2008,"ANC 8D","8D","01JAN2008","31DEC2008","X","X",1170,96,1074,1.0,3.0,4.0
2009,"ANC 8D","8D","01JAN2009","31DEC2009","X","X",1168,133,1035,1.0,3.0,4.0
2010,"ANC 8D","8D","01JAN2010","31DEC2010","X","X",1301,225,1076,1.0,3.0,4.0
2011,"ANC 8D","8D","01JAN2011","31DEC2011","X","X",1022,0.0,1022,0.0,3.0,3.0
2012,"ANC 8D","8D","01JAN2012","31DEC2012","X","X",1323,310,1013,1.0,3.0,4.0
2013,"ANC 8D","8D","01JAN2013","31DEC2013","X","X",1689,438,1251,2.0,3.0,5.0
2014,"ANC 8D","8D","01JAN2014","31DEC2014","X","X",1868,507,1361,2.0,3.0,5.0
2001,"ANC 8E","8E","01JAN2001","31DEC2001","X","X",2774,0.0,2774,0.0,6.0,6.0
2002,"ANC 8E","8E","01JAN2002","31DEC2002","X","X",2739,0.0,2739,0.0,6.0,6.0
2003,"ANC 8E","8E","01JAN2003","31DEC2003","X","X",2624,0.0,2624,0.0,7.0,7.0
2004,"ANC 8E","8E","01JAN2004","31DEC2004","X","X",2285,0.0,2285,0.0,7.0,7.0
2005,"ANC 8E","8E","01JAN2005","31DEC2005","X","X",2214,106,2108,1.0,7.0,8.0
2006,"ANC 8E","8E","01JAN2006","31DEC2006","X","X",2002,114,1888,2.0,7.0,9.0
2007,"ANC 8E","8E","01JAN2007","31DEC2007","X","X",1600,157,1443,2.0,6.0,8.0
2008,"ANC 8E","8E","01JAN2008","31DEC2008","X","X",1463,251,1212,3.0,5.0,8.0
2009,"ANC 8E","8E","01JAN2009","31DEC2009","X","X",1521,408,1113,4.0,4.0,8.0
2010,"ANC 8E","8E","01JAN2010","31DEC2010","X","X",1342,532,810,4.0,4.0,8.0
2011,"ANC 8E","8E","01JAN2011","31DEC2011","X","X",1870,813,1057,6.0,4.0,10
2012,"ANC 8E","8E","01JAN2012","31DEC2012","X","X",1667,649,1018,4.0,4.0,8.0
2013,"ANC 8E","8E","01JAN2013","31DEC2013","X","X",1949,1050,899,6.0,3.0,9.0
2014,"ANC 8E","8E","01JAN2014","31DEC2014","X","X",2012,1085,927,5.0,3.0,8.0

