timeframe,cluster2017,cluster2017_nf,start_date,end_date,Pct25andOverWoutHS,Pct25andOverWoutHS_m,aud,aud_charter,aud_dcps,charter_present,dcps_present,school_present
2013,Walter Reed,Cluster 40,1-Jan-13,31-Dec-13,X,X,0,0,0,0,0,0
2001,Rock Creek Park,Cluster 41,1-Jan-01,31-Dec-01,X,X,0,0,0,0,0,0
2002,Rock Creek Park,Cluster 41,1-Jan-02,31-Dec-02,X,X,0,0,0,0,0,0
2003,Rock Creek Park,Cluster 41,1-Jan-03,31-Dec-03,X,X,0,0,0,0,0,0
2004,Rock Creek Park,Cluster 41,1-Jan-04,31-Dec-04,X,X,0,0,0,0,0,0
2005,Rock Creek Park,Cluster 41,1-Jan-05,31-Dec-05,X,X,0,0,0,0,0,0
2006,Rock Creek Park,Cluster 41,1-Jan-06,31-Dec-06,X,X,0,0,0,0,0,0
2007,Rock Creek Park,Cluster 41,1-Jan-07,31-Dec-07,X,X,0,0,0,0,0,0
2008,Rock Creek Park,Cluster 41,1-Jan-08,31-Dec-08,X,X,0,0,0,0,0,0
2009,Rock Creek Park,Cluster 41,1-Jan-09,31-Dec-09,X,X,0,0,0,0,0,0
2010,Rock Creek Park,Cluster 41,1-Jan-10,31-Dec-10,X,X,0,0,0,0,0,0
2011,Rock Creek Park,Cluster 41,1-Jan-11,31-Dec-11,X,X,0,0,0,0,0,0
2012,Rock Creek Park,Cluster 41,1-Jan-12,31-Dec-12,X,X,0,0,0,0,0,0
2013,Rock Creek Park,Cluster 41,1-Jan-13,31-Dec-13,X,X,0,0,0,0,0,0
2001,Saint Elizabeths,Cluster 43,1-Jan-01,31-Dec-01,X,X,0,0,0,0,0,0
2002,Saint Elizabeths,Cluster 43,1-Jan-02,31-Dec-02,X,X,0,0,0,0,0,0
2003,Saint Elizabeths,Cluster 43,1-Jan-03,31-Dec-03,X,X,0,0,0,0,0,0
2004,Saint Elizabeths,Cluster 43,1-Jan-04,31-Dec-04,X,X,0,0,0,0,0,0
2005,Saint Elizabeths,Cluster 43,1-Jan-05,31-Dec-05,X,X,0,0,0,0,0,0
2006,Saint Elizabeths,Cluster 43,1-Jan-06,31-Dec-06,X,X,0,0,0,0,0,0
2007,Saint Elizabeths,Cluster 43,1-Jan-07,31-Dec-07,X,X,0,0,0,0,0,0
2008,Saint Elizabeths,Cluster 43,1-Jan-08,31-Dec-08,X,X,0,0,0,0,0,0
2009,Saint Elizabeths,Cluster 43,1-Jan-09,31-Dec-09,X,X,0,0,0,0,0,0
2010,Saint Elizabeths,Cluster 43,1-Jan-10,31-Dec-10,X,X,0,0,0,0,0,0
2011,Saint Elizabeths,Cluster 43,1-Jan-11,31-Dec-11,X,X,0,0,0,0,0,0
2012,Saint Elizabeths,Cluster 43,1-Jan-12,31-Dec-12,X,X,0,0,0,0,0,0
2013,Saint Elizabeths,Cluster 43,1-Jan-13,31-Dec-13,X,X,0,0,0,0,0,0
2001,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-01,31-Dec-01,X,X,402,0,402,0,1,1
2002,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-02,31-Dec-02,X,X,373,0,373,0,1,1
2003,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-03,31-Dec-03,X,X,312,0,312,0,1,1
2004,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-04,31-Dec-04,X,X,294,0,294,0,1,1
2005,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-05,31-Dec-05,X,X,305,0,305,0,1,1
2006,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-06,31-Dec-06,X,X,430,118,312,1,1,2
2007,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-07,31-Dec-07,X,X,464,147,317,1,1,2
2008,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-08,31-Dec-08,X,X,678,357,321,2,1,3
2009,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-09,31-Dec-09,X,X,503,185,318,1,1,2
2010,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-10,31-Dec-10,X,X,541,199,342,1,1,2
2011,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-11,31-Dec-11,X,X,361,0,361,0,1,1
2012,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-12,31-Dec-12,X,X,344,0,344,0,1,1
2013,Joint Base Anacostia-Bolling,Cluster 44,1-Jan-13,31-Dec-13,X,X,374,0,374,0,1,1
2001,"Arboretum, Anacostia River",Cluster 46,1-Jan-01,31-Dec-01,X,X,0,0,0,0,0,0
2002,"Arboretum, Anacostia River",Cluster 46,1-Jan-02,31-Dec-02,X,X,0,0,0,0,0,0
2003,"Arboretum, Anacostia River",Cluster 46,1-Jan-03,31-Dec-03,X,X,0,0,0,0,0,0
2004,"Arboretum, Anacostia River",Cluster 46,1-Jan-04,31-Dec-04,X,X,0,0,0,0,0,0
2005,"Arboretum, Anacostia River",Cluster 46,1-Jan-05,31-Dec-05,X,X,0,0,0,0,0,0
2006,"Arboretum, Anacostia River",Cluster 46,1-Jan-06,31-Dec-06,X,X,0,0,0,0,0,0
2007,"Arboretum, Anacostia River",Cluster 46,1-Jan-07,31-Dec-07,X,X,0,0,0,0,0,0
2008,"Arboretum, Anacostia River",Cluster 46,1-Jan-08,31-Dec-08,X,X,0,0,0,0,0,0
2009,"Arboretum, Anacostia River",Cluster 46,1-Jan-09,31-Dec-09,X,X,0,0,0,0,0,0
2010,"Arboretum, Anacostia River",Cluster 46,1-Jan-10,31-Dec-10,X,X,0,0,0,0,0,0
2011,"Arboretum, Anacostia River",Cluster 46,1-Jan-11,31-Dec-11,X,X,0,0,0,0,0,0
2012,"Arboretum, Anacostia River",Cluster 46,1-Jan-12,31-Dec-12,X,X,0,0,0,0,0,0
2013,"Arboretum, Anacostia River",Cluster 46,1-Jan-13,31-Dec-13,X,X,0,0,0,0,0,0
